external_id,name,winery_name,type,storage_area,size,vintage,price,info,quantity,internal_notes
118.0,Sauvignon St. Valentin ,Kellerei St. Michael Eppan,,,BOTTLE,2020.0,5100.0,,4,"purchase_price:  17.70 € , supplier: WD, retail_price:  35.63 € , glass_price:  € 8.50 "
119.0,Sauvignon Lafoà,Kellerei Schreckbichl,,,BOTTLE,2021.0,5400.0,,14,"purchase_price:  18.90 € , supplier: Schreckbichl, retail_price:  38.05 € , glass_price:  € 9.00 "
120.0,Sauvignon,Weingut Wassererhof,,,BOTTLE,2020.0,4100.0,,16,"purchase_price:  10.90 € , supplier: O, retail_price:  21.94 € , glass_price:  € 6.83 "
121.0,Sauvignon Riserva,Weingut Wassererhof,,,BOTTLE,2019.0,5700.0,,4,"purchase_price:  23.86 € , supplier: O, retail_price:  48.03 € , glass_price:  € 9.50 "
122.0,Sauvignon Private reserve,Weingut Falkenstein,,,BOTTLE,2012.0,5500.0,,7,"purchase_price:  15.70 € , supplier: FW, retail_price:  31.60 € , glass_price:  € 9.17 "
123.0,Sauvignon Rachtl,Kellerei Tiefenbrunner,,,BOTTLE,2018.0,8300.0,,2,"purchase_price:  35.00 € , supplier: FW, retail_price:  70.46 € , glass_price:  € 13.83 "
124.0,Sauvignon Lieben Aich,Manincor,,,BOTTLE,2020.0,9200.0,,6,"purchase_price:  43.24 € , supplier: Karner, retail_price:  87.04 € , glass_price:  € 15.33 "
125.0,Sauvignon Quarz,Kellerei Terlan ,,,BOTTLE,2020.0,8500.0,,10,"purchase_price:  36.00 € , supplier: Karner, retail_price:  72.47 € , glass_price:  € 14.17 "
127.0,Sauvignon Oberberg,Weingut Kornell,,,BOTTLE,2020.0,5600.0,,18,"purchase_price:  19.90 € , supplier: Karner, retail_price:  40.06 € , glass_price:  € 9.33 "
128.0,Sauvignon Tasnim Bio,Weingut Loacker,,,BOTTLE,2019.0,4100.0,,8,"purchase_price:  11.80 € , supplier: WD, retail_price:  23.75 € , glass_price:  € 6.83 "
129.0,Cosmas,Weingut Kornell,,,BOTTLE,2022.0,3700.0,,44,"purchase_price:  9.90 € , supplier: Karner, retail_price:  19.93 € , glass_price:  € 6.17 "
131.0,Sauvignon Mathias,Weingut Pfitscher,,,BOTTLE,2019.0,5900.0,,5,"purchase_price:  24.00 € , supplier: WD, retail_price:  48.31 € , glass_price:  € 9.83 "
132.0,Gewürztraminer Selida,Kellerei Tramin,,,BOTTLE,2022.0,3500.0,,-1,"purchase_price:  9.90 € , supplier: FW, retail_price:  19.93 € , glass_price:  € 5.83 "
133.0,Gewürztraminer Nussbaumer,Kellerei Tramin,,,BOTTLE,2021.0,6000.0,,11,"purchase_price:  19.90 € , supplier: WD, retail_price:  40.06 € , glass_price:  € 10.00 "
134.0,Gewürztraminer  Orange,Schloss Englar,,,BOTTLE,2020.0,4200.0,,14,"purchase_price:  13.00 € , supplier: FW, retail_price:  26.17 € , glass_price:  € 7.00 "
135.0,Gewürztraminer Upupa Orange,Martin Abraham,,,BOTTLE,2020.0,5500.0,,4,"purchase_price:  19.90 € , supplier: WD, retail_price:  40.06 € , glass_price:  € 9.17 "
136.0,Gewürztraminer Riserva Exilissi,Baron di Pauli,,,BOTTLE,2018.0,5900.0,,7,"purchase_price:  23.40 € , supplier: FW, retail_price:  47.10 € , glass_price:  € 9.83 "
137.0,Gewürztraminer Tardus,Schlosskellerei Tiefenbrunner,,,BOTTLE,2019.0,5800.0,,18,"purchase_price:  22.35 € , supplier: FW, retail_price:  44.99 € , glass_price:  € 9.67 "
