ok,external_id,type,name,winery_name,storage_area,size,vintage,price,info,quantity,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score,,
TRUE,333,RED,Barolo Vigna Sori Ginestra,Conterno Fantino,,BOTTLE,2014,10800,,7,"purchase_price: 48.50 € , supplier: karner, retail_price: 97.63 € , glass_price: € 18.00",Barolo Sorì Ginestra,Conterno Fantino,wine_01gzr4ksjemm69xxhykex1zvn8,16637,61.572247,16637,61.572247
TRUE,334,RED,Barolo Vigna Pressenda,Conterno Fantino,,BOTTLE,2014,8400,,0,"purchase_price: 36.00 € , supplier: karner, retail_price: 72.47 € , glass_price: € 14.00",Barolo Castelletto Vigna Pressenda,Conterno Fantino,wine_01gzr4kt6xz5b4b3hcbvc3e2n3,,59.366806,,59.366806
TRUE,335,RED,Barolo Vigna del Gris,Conterno Fantino,,BOTTLE,2014,9900,,3,"purchase_price: 48.45 € , supplier: karner, retail_price: 97.53 € , glass_price: € 16.50",Barolo Ginestra Vigna del Gris,Conterno Fantino,wine_01gzr4ksjeaxr71aeerq8bfzw4,16639,56.114853,16639,56.114853
TRUE,336,RED,Barolo Vigna del Gris,Conterno Fantino,,BOTTLE,2012,12000,,3,"purchase_price: 55.00 € , supplier: karner, retail_price: 110.72 € , glass_price: € 20.00",Barolo Ginestra Vigna del Gris,Conterno Fantino,wine_01gzr4ksjeaxr71aeerq8bfzw4,16639,56.114853,16639,56.114853
TRUE,337,RED,Barolo Le Vigne,Sandrone Luciano,,BOTTLE,2018,12400,,3,"purchase_price: 51.00 € , supplier: FW, retail_price: 102.66 € , glass_price: € 20.67",Barolo Le Vigne,Sandrone,wine_01gzr4kshdneb67mx04k6zhqex,23363,40.917126,23363,40.917126
TRUE,338,RED,Barolo Le Vigne,Sandrone Luciano,,BOTTLE,2014,12500,,4,"purchase_price: 51.00 € , supplier: FW, retail_price: 102.66 € , glass_price: € 20.83",Barolo Le Vigne,Sandrone,wine_01gzr4kshdneb67mx04k6zhqex,23363,40.917126,23363,40.917126
TRUE,339,RED,Barolo Le Vigne,Sandrone Luciano,,BOTTLE,,12600,,0,"purchase_price: 51.00 € , supplier: FW, retail_price: 102.66 € , glass_price: € 21.00",Barolo Le Vigne,Sandrone,wine_01gzr4kshdneb67mx04k6zhqex,23363,40.917126,23363,40.917126
TRUE,340,RED,Barolo Le Vigne,Sandrone Luciano,,BOTTLE,2009,17400,,3,"purchase_price: 88.50 € , supplier: FW, retail_price: 178.15 € , glass_price: € 29.00",Barolo Le Vigne,Sandrone,wine_01gzr4kshdneb67mx04k6zhqex,23363,40.917126,23363,40.917126
TRUE,341,RED,Barolo Le Vigne,Sandrone Luciano,,BOTTLE,2016,28000,,1,"purchase_price: 51.00 € , supplier: FW, retail_price: 102.66 € , glass_price: € 46.67",Barolo Le Vigne,Sandrone,wine_01gzr4kshdneb67mx04k6zhqex,23363,40.917126,23363,40.917126
TRUE,342,RED,Barolo Le Vigne s.e.p.,Sandrone Luciano,,BOTTLE,2012,16000,,2,"purchase_price: 75.00 € , supplier: FW, retail_price: 150.98 € , glass_price: € 26.67",Barolo Le Vigne Sibi et Paucis,Sandrone,wine_01gzr4kshdhypk5sqaxzv4njg1,23363,40.917126,23363,40.917126
TRUE,343,RED,Barolo Le Vigne s.e.p.,Sandrone Luciano,,BOTTLE,2011,16100,,1,"purchase_price: 75.00 € , supplier: FW, retail_price: 150.98 € , glass_price: € 26.83",Barolo Le Vigne Sibi et Paucis,Sandrone,wine_01gzr4kshdhypk5sqaxzv4njg1,23363,40.917126,23363,40.917126
TRUE,343,RED,Barolo Le Vigne sibi et paucis,Sandrone Luciano,,BOTTLE,2007,19000,,4,"purchase_price: 81.00 € , supplier: FW, retail_price: 163.05 € , glass_price: € 31.67",Barolo Le Vigne Sibi et Paucis,Sandrone,wine_01gzr4kshdhypk5sqaxzv4njg1,8878744,54.38434,8878744,54.38434
TRUE,344,RED,Barolo Aleste,Sandrone Luciano,,BOTTLE,2014,12700,,5,"purchase_price: 59.00 € , supplier: FW, retail_price: 118.77 € , glass_price: € 21.17",Barolo Aleste,Sandrone,wine_01gzr4kshd6s5tz0c44manx5da,5360412,43.739956,5360412,43.739956
TRUE,345,RED,Barolo Aleste,Sandrone Luciano,,BOTTLE,2018,12800,,3,"purchase_price: 59.00 € , supplier: FW, retail_price: 118.77 € , glass_price: € 21.33",Barolo Aleste,Sandrone,wine_01gzr4kshd6s5tz0c44manx5da,5360412,43.739956,5360412,43.739956
TRUE,347,RED,Barolo Marcenasco,Ratti Renato,,BOTTLE,2018,6200,,5,"purchase_price: 28.00 € , supplier: FW, retail_price: 56.36 € , glass_price: € 10.33",Barolo Marcenasco,Renato Ratti,wine_01h0my5sa51jp0ed5k6rbsvkpt,,55.909897,,55.909897
TRUE,348,RED,Barolo Falletto,Bruno Giacosa,,BOTTLE,2012,22000,,6,"purchase_price: 110.00 € , supplier: Matma, retail_price: 221.43 € , glass_price: € 36.67",Falletto Barolo,Bruno Giacosa,wine_01h0my5sf0kx7ckz2qer388khx,,50.80479,,50.80479
TRUE,349,RED,Barolo Gattera,Mauro Veglio,,BOTTLE,2018,6900,,17,"purchase_price: 33.00 € , supplier: Cuzziol, retail_price: 66.43 € , glass_price: € 11.50",Barolo Gattera,Mauro Veglio,wine_01gzr4kse540ssf57ng7e4ys1w,85477,52.422413,85477,52.422413
TRUE,350,RED,Barbera d´alba Cascina,Mauro Veglio,,BOTTLE,2020,5600,,8,"purchase_price: 21.00 € , supplier: Cuzziol, retail_price: 42.27 € , glass_price: € 9.33",Barbera d''Alba Cascina Nuova,Mauro Veglio,wine_01h0my5sdanepgp7q1xctkqrxv,,51.89803,,51.89803
TRUE,351,RED,Barbaresco Rabajà,Giuseppe Cortese,,BOTTLE,2018,7200,,1,"purchase_price: 35.75 € , supplier: FW, retail_price: 71.96 € , glass_price: € 12.00",Barbaresco Rabaja,Giuseppe Cortese,wine_01h0my5sc8ag2a0h2dgqwefrqp,,52.766182,,52.766182
TRUE,352,RED,Barbaresco Ovello,Produttori di Barbaresco,,BOTTLE,2017,6200,,4,"purchase_price: 26.00 € , supplier: FW, retail_price: 52.34 € , glass_price: € 10.33",Barbaresco Riserva Ovello,Produttori del Barbaresco,wine_01h0my5sc897f2edej1m3dgmj6,,46.166687,,46.166687
TRUE,353,RED,Barbaresco Riserva Basarin BIO,Punset,,BOTTLE,2015,6500,,7,"purchase_price: 28.90 € , supplier: WD, retail_price: 58.18 € , glass_price: € 10.83",Barbaresco Riserva,Punset,wine_01h0my5sckgrymg02awppkeg8q,,38.219986,,38.219986
TRUE,354,RED,Chianti Classico,Isole e Olena,,BOTTLE,2019,4200,,8,"purchase_price: 15.80 € , supplier: FW, retail_price: 31.81 € , glass_price: € 7.00",Chianti Classico,Isole e Olena,wine_01gzr4kt5xaymkrv8ya7nayxev,,42.63472,,42.63472
TRUE,355,RED,Chianti Classico Riserva,Caparsa,,BOTTLE,2017,5800,,4,"purchase_price: 23.00 € , supplier: Cuzziol, retail_price: 46.30 € , glass_price: € 9.67",Caparsino Chianti Classico Riserva,Caparsa,wine_01h0my5vmq0tsjkn3h91dxzmc7,,38.759,,38.759
TRUE,356,RED,Chianti Classico,Fontodi,,BOTTLE,2020,5500,,12,"purchase_price: 22.90 € , supplier: karner, retail_price: 46.10 € , glass_price: € 9.17",Chianti Classico,Fontodi,wine_01gzr4kt80f0t49p6s4b6nvkdv,,39.355,,39.355
TRUE,357,SPARKLING,Chianti Classico Vigna del Sorbo,Fontodi,,BOTTLE,2013,12100,,2,"purchase_price: 59.90 € , supplier: karner, retail_price: 120.58 € , glass_price: € 20.17",Chianti Classico Riserva Vigna del Sorbo,Fontodi,wine_01hfv46xjep6nfh54zemwmhwq6,,50.79386,,50.79386
TRUE,358,RED,Flaccianello,Fontodi,,BOTTLE,2019,19500,,4,"purchase_price: 99.00 € , supplier: karner, retail_price: 199.29 € , glass_price: € 32.50",Flaccianello della Pieve,Fontodi,wine_01gzr4kt80aqyvxbtdggywpefb,,42.09951,,42.09951
TRUE,360,RED,Rosso di Montalcino,Tenuta Collosorbo,,BOTTLE,2021,3900,,10,"purchase_price: 10.90 € , supplier: FW, retail_price: 21.94 € , glass_price: € 6.50",Rosso di Montalcino,Collosorbo,wine_01h0my5rnb171zb9nasq4nwdy6,,42.191345,,42.191345
TRUE,361,RED,Brunello di Montalcino,Tenuta Collosorbo,,BOTTLE,2018,6100,,8,"purchase_price: 25.00 € , supplier: FW, retail_price: 50.33 € , glass_price: € 10.17",Brunello di Montalcino,Collosorbo,wine_01gzr4ktfgst7pg802das6cq32,,44.94834,,44.94834
TRUE,362,RED,Brunello di Montalcino,Tenuta Mastrojanni,,BOTTLE,2016,8000,,6,"purchase_price: 37.80 € , supplier: FW, retail_price: 76.09 € , glass_price: € 13.33",Brunello di Montalcino,Mastrojanni,wine_01gzr4ksd7xxn6av2sket6k35p,57194,44.119553,57194,44.119553
TRUE,363,RED,Brunello di Montalcino Cupano BIO,Tenuta Cupano,,BOTTLE,2012,13900,,2,"purchase_price: 67.20 € , supplier: WD, retail_price: 135.27 € , glass_price: € 23.17",Brunello di Montalcino,Cupano,wine_01h0f3cmcr6ps2n0hfhmatte8c,,45.205322,,45.205322
TRUE,368,RED,Aria di Caiarossa,Caiarossa,,BOTTLE,2013,5200,,9,"purchase_price: 15.00 € , supplier: Akos, retail_price: 30.20 € , glass_price: € 8.67",Aria di Caiarossa,Caiarossa,wine_01h0my5sjbefkw2a8g9z3jmz2b,,54.301994,,54.301994
TRUE,369,RED,Aria di Caiarossa,Caiarossa,,BOTTLE,2019,5300,,12,"purchase_price: 16.00 € , supplier: Akos, retail_price: 32.21 € , glass_price: € 8.83",Aria di Caiarossa,Caiarossa,wine_01h0my5sjbefkw2a8g9z3jmz2b,,54.301994,,54.301994
TRUE,369,RED,Le Pergole Torte,Montevertine,,BOTTLE,2020,26000,,5,"purchase_price: 85.00 € , supplier: FW, retail_price: 240.00 € , glass_price: € 43.33",Le Pergole Torte,Montevertine,wine_01gzr4kt10z3t0bvez32dtgmbb,,47.26374,,47.26374
TRUE,370,RED,Montevertine,Montevertine,,BOTTLE,2019,7800,,3,"purchase_price: 36.00 € , supplier: FW, retail_price: 72.47 € , glass_price: € 13.00",Montevertine,Montevertine,wine_01hbtxafncz1w2kq2jj3s6vdv4,,44.742554,,44.742554
TRUE,370.2,RED,La Massa,La Massa,,BOTTLE,2019,4300,,4,"purchase_price: 13.97 € , supplier: Karner, retail_price: 28.12 € , glass_price: € 7.17",La Massa,La Massa,wine_01hfxst37yy388e347hdw5te0e,,38.148808,,38.148808
TRUE,372,RED,Giorgio Primo,La Massa,,BOTTLE,2019,15400,,3,"purchase_price: 80.08 € , supplier: Karner, retail_price: 161.20 € , glass_price: € 25.67",Giorgio Primo,La Massa,wine_01gzr4ksq0crfbq5ea5ydtdv5e,779426,43.03472,779426,43.03472
TRUE,371,RED,"Brunello di Montalcino ""Le Lucere""",San Filippo,,BOTTLE,2016,14500,,5,"purchase_price: 69.90 € , supplier: Mahatma, retail_price: 140.71 € , glass_price: € 24.17",Le Lucére Brunello di Montalcino,San Filippo,wine_01gzr4ksnzeq5w0a11rjmv5n8r,1245524,51.083977,1245524,51.083977
TRUE,374,RED,Il Pino di Biserno,Tenuta di Biserno,,BOTTLE,2019,6800,,5,"purchase_price: 28.45 € , supplier: Karner, retail_price: 57.27 € , glass_price: € 11.33",Il Pino di Biserno,Biserno,wine_01gzr4ktfgp9e2x9h8da6w61wy,,48.866882,,48.866882
TRUE,375,RED,Tignanello,Antinori,,BOTTLE,2018,15500,,3,"purchase_price: 64.68 € , supplier: Karner, retail_price: 130.20 € , glass_price: € 25.83",Tignanello,Antinori,wine_01gzr4ksswn8cnrh7jb8qff1wy,1652,37.08741,1652,37.08741
TRUE,376,RED,Tignanello,Antinori,,BOTTLE,2019,16500,,4,"purchase_price: 79.95 € , supplier: Karner, retail_price: 160.94 € , glass_price: € 27.50",Tignanello,Antinori,wine_01gzr4ksswn8cnrh7jb8qff1wy,1652,37.08741,1652,37.08741
TRUE,377,RED,Sassicaia,Tenuta San Guido,,BOTTLE,2011,29000,,1,"purchase_price: 143.75 € , supplier: O, retail_price: 289.37 € , glass_price: € 48.33",Sassicaia,Tenuta San Guido,wine_01gzr4ksd13hpy7q0n03dkf2wb,5078,44.91053,5078,44.91053
TRUE,378,RED,Sassicaia,Tenuta San Guido,,BOTTLE,2012,29900,,2,"purchase_price: 143.75 € , supplier: O, retail_price: 289.37 € , glass_price: € 49.83",Sassicaia,Tenuta San Guido,wine_01gzr4ksd13hpy7q0n03dkf2wb,5078,44.91053,5078,44.91053
TRUE,380,RED,Barolo Cannubi Boschis,Sandrone Luciano,,BOTTLE,2007,31800,,4,"purchase_price: 161.00 € , supplier: Mahatma, retail_price: 324.09 € , glass_price: € 53.00",Barolo Cannubi Boschis,Sandrone,wine_01gzr4ksd9k5c7gnchh79svjyd,23362,51.232613,23362,51.232613
TRUE,381,RED,Barolo Le Vigne,Sandrone Luciano,,BOTTLE,2011,13500,,1,"purchase_price: 61.00 € , supplier: Mahatma, retail_price: 122.79 € , glass_price: € 22.50",Barolo Le Vigne,Sandrone,wine_01gzr4kshdneb67mx04k6zhqex,23363,40.917126,23363,40.917126
TRUE,382,RED,Vite talin,Sandrone Luciano,,BOTTLE,2013,45000,,1,"purchase_price: 185.00 € , supplier: FW, retail_price: 372.41 € , glass_price: € 75.00",Vite Talin Barolo,Sandrone,wine_01gzr4kshd78pj3xcx8gpcsq0h,7555601,45.39576,7555601,45.39576
TRUE,383,RED,Vite talin,Sandrone Luciano,,BOTTLE,2016,44000,,2,"purchase_price: 185.00 € , supplier: FW, retail_price: 372.41 € , glass_price: € 73.33",Vite Talin Barolo,Sandrone,wine_01gzr4kshd78pj3xcx8gpcsq0h,7555601,45.39576,7555601,45.39576
TRUE,386,RED,Verruzzo,Monteverro,,BOTTLE,2017,3800,,15,"purchase_price: 10.90 € , supplier: karner, retail_price: 21.94 € , glass_price: € 6.33",Verruzzo di Monteverro Toscana,Monteverro,wine_01gzr4kt10q66jn1b274fffey1,,36.61839,,36.61839
TRUE,387,RED,Terra di monteverro,Monteverro,,BOTTLE,2017,6500,,14,"purchase_price: 29.00 € , supplier: karner, retail_price: 58.38 € , glass_price: € 10.83",Terra di Monteverro Toscana,Monteverro,wine_01gzr4kt109k2rhbm6pw1kcydz,,48.671158,,48.671158
TRUE,393,RED,Primitivo di Manduria Dunico,Feline,,BOTTLE,2018,5600,,-2,"purchase_price: 23.50 € , supplier: WD, retail_price: 47.31 € , glass_price: € 9.33",Primitivo di Manduria,Felline,wine_01h0my5sj7gh47gztap4t22cvz,,32.679527,,32.679527
TRUE,394,RED,Tancredi,Donnafugata,,BOTTLE,2018,6200,,1,"purchase_price: 26.64 € , supplier: O, retail_price: 53.63 € , glass_price: € 10.33",Tancredi,Donnafugata,wine_01h0qzm03hsc3eddz9gjeye772,,41.262173,,41.262173
TRUE,395,RED,Mille e una notte,Donnafugata,,BOTTLE,2016,10200,,6,"purchase_price: 43.08 € , supplier: Karner, retail_price: 86.72 € , glass_price: € 17.00",Mille E Una Notte,Donnafugata,wine_01gzr4kt5xwn0938js30zqnvse,,53.628555,,53.628555
TRUE,398,RED,Etna Rosso - Calderara Sottana,Tenuta delle Terre Nere,,BOTTLE,2015,7900,,-1,"purchase_price: 33.50 € , supplier: Akos, retail_price: 67.44 € , glass_price: € 13.17",Etna Calderara Sottana Rosso,Tenuta delle Terre Nere,wine_01gzr4ktj3dr3v621k57p18r97,,61.756336,,61.756336
TRUE,399,RED,Etna Rosso - Calderara Sottana,Tenuta delle Terre Nere,,BOTTLE,2016,7900,,0,"purchase_price: 33.50 € , supplier: Akos, retail_price: 67.44 € , glass_price: € 13.17",Etna Calderara Sottana Rosso,Tenuta delle Terre Nere,wine_01gzr4ktj3dr3v621k57p18r97,,61.756336,,61.756336
TRUE,400,RED,Etna Rosso - Calderara Sottana,Tenuta delle Terre Nere,,BOTTLE,2020,9100,,5,"purchase_price: 42.50 € , supplier: Akos, retail_price: 85.55 € , glass_price: € 15.17",Etna Calderara Sottana Rosso,Tenuta delle Terre Nere,wine_01gzr4ktj3dr3v621k57p18r97,,61.756336,,61.756336
TRUE,401,RED,Etna Rosso - Prephylloxera,Tenuta delle Terre Nere,,BOTTLE,2017,11300,,5,"purchase_price: 57.50 € , supplier: Akos, retail_price: 115.75 € , glass_price: € 18.83",Prephylloxera La Vigna di Don Peppino Etna Rosso,Tenuta delle Terre Nere,wine_01h0b4rjgtf327srkpcw0xjbhq,,48.07309,,48.07309
TRUE,402,RED,Etna Rosso - Santo Spirito,Tenuta delle Terre Nere,,BOTTLE,2017,6400,,0,"purchase_price: 27.50 € , supplier: Akos, retail_price: 55.36 € , glass_price: € 10.67",Etna Santo Spirito Rosso,Tenuta delle Terre Nere,wine_01gzr4ktj419z7pn8xx273q7w8,,57.903957,,57.903957
TRUE,407,RED,"Etna Rosso - Feudo di Mezzo ""Il quadro delle rose""",Tenuta delle Terre Nere,,BOTTLE,2015,6100,,0,"purchase_price: 24.75 € , supplier: Akos, retail_price: 49.82 € , glass_price: € 10.17",Etna Feudo di Mezzo Il Quadro Delle Rose Rosso,Tenuta delle Terre Nere,wine_01gzr4ksejsj3cyk078j43agsa,1108372,67.52554,1108372,67.52554
TRUE,408,RED,Etna Rosso - Prephylloxera,Tenuta delle Terre Nere,,BOTTLE,2015,16500,,2,"purchase_price: 77.50 € , supplier: Akos, retail_price: 156.01 € , glass_price: € 27.50",Prephylloxera La Vigna di Don Peppino Etna Rosso,Tenuta delle Terre Nere,wine_01h0b4rjgtf327srkpcw0xjbhq,,48.07309,,48.07309
TRUE,409,RED,Etna Rosso -Archineri,Pietrdolce,,BOTTLE,2016,6000,,11,"purchase_price: 24.50 € , supplier: Cuzziol, retail_price: 49.32 € , glass_price: € 10.00",Archineri Etna Rosso,Pietradolce,wine_01gzr4kt8ane797t8cs88819wr,,49.45642,,49.45642
TRUE,410,RED,Etna Rosso - Santo Spirito,Pietrdolce,,BOTTLE,2017,6000,,6,"purchase_price: 24.50 € , supplier: Cuzziol, retail_price: 49.32 € , glass_price: € 10.00",Contrada Santo Spirito Etna Rosso,Pietradolce,wine_01h4pmmgdnqx24yeqsrcqg8wr2,,47.42551,,47.42551
TRUE,409,RED,Gevrey Chambertin,Lucien Boillot,,BOTTLE,2020,8200,,2,"purchase_price: 39.50 € , supplier: FW, retail_price: 79.51 € , glass_price: € 13.67",Gevrey-Chambertin,Lucien Boillot & Fils,wine_01gzr4ksxdjmv370bk08f1t8w0,,39.763103,,39.763103
TRUE,410,RED,Bourgogne Pinot Noir,Rossignol,,BOTTLE,2019,6100,,4,"purchase_price: 25.50 € , supplier: Cuzziol, retail_price: 51.33 € , glass_price: € 10.17",Bourgogne Pinot Noir,Rossignol Cornu,wine_01h4pmmgxww38nxsb9fnda8ps3,,27.599777,,27.599777
TRUE,411,RED,Pinot Noir Nuits St. Georg Vaucrains 1. Cru,Chezeaux,,BOTTLE,2015,11300,,1,"purchase_price: 52.38 € , supplier: WD, retail_price: 105.44 € , glass_price: € 18.83",Nuits-St-Georges 1er Cru,Bernard Chezeaux,wine_01hcwsykdxa8knrw07j0tkgsm6,,31.631676,,31.631676
TRUE,413,RED,Chateau La Fleur Peyrabon,Chateau La Fleur Peyrabon,,BOTTLE,2015,6700,,2,"purchase_price: 33.00 € , supplier: WD, retail_price: 66.43 € , glass_price: € 11.17",Château La Fleur Peyrabon Pauillac,Château Peyrabon,wine_01gzr4kt1mvrsyh2egz2qt0akr,,53.731216,,53.731216
TRUE,420,RED,Clos Moleton - Saumur Champigny,Arnauld Lambert,,BOTTLE,2019,7200,,6,"purchase_price: 35.00 € , supplier: Cuzziol, retail_price: 70.46 € , glass_price: € 12.00",Saumur-Champigny ''Clos Moleton'',Domaine Arnaud Lambert,wine_01h0qzm2w32q1hwgwwh636zsz6,,47.90892,,47.90892
TRUE,423,RED,Grande reserve,Ixsir,,BOTTLE,2014,7600,,3,"purchase_price: 34.50 € , supplier: WD, retail_price: 69.45 € , glass_price: € 12.67",Grande Réserve Red,Ixsir,wine_01hawwcys7qbk2qnbfs2xhfdsa,,33.88231,,33.88231
TRUE,424,RED,le dix de Los vasos,Los vasos,,BOTTLE,2017,8700,,7,"purchase_price: 44.80 € , supplier: WD, retail_price: 90.18 € , glass_price: € 14.50",Le Dix de Los Vascos,Los Vascos,wine_01gzr4kt0a7r56sydh8rw5y67r,,44.317142,,44.317142
TRUE,431,RED,Cabernet Cuvee Alexandra,Lapostolle,,BOTTLE,2015,5300,,0,"purchase_price: 18.00 € , supplier: Michl, retail_price: 36.23 € , glass_price: € 8.83",Cuvée Alexandre Cabernet Sauvignon,Lapostolle,wine_01h0my5t704v8v3twqk0fn7enj,,35.73228,,35.73228
TRUE,432,WHITE,Dancing Crow Cabernet Sauvignon,Dancing Crow Vineyard,,BOTTLE,2017,6300,,8,"purchase_price: 26.90 € , supplier: WD, retail_price: 54.15 € , glass_price: € 10.50",Sauvignon Blanc,Dancing Crow Vineyards,wine_01h4pmmh037k5t0tbw0n05y7r8,,41.66991,,41.66991
TRUE,433,RED,Gevrey Chambertin Premier Cru,Jaques Prieur,,BOTTLE,2010,32400,,3,"purchase_price: 200.00 € , supplier: Patrick, retail_price: 324.00 € , glass_price: € 54.00",Gevrey-Chambertin Premier Cru,Domaine Jacques Prieur,wine_01h0qzm16w9jhzvq2m2efq6ccq,,41.42937,,41.42937
TRUE,434,RED,Castillo Y Gay Gran Reserve Especial,Marqués de Murietta,,BOTTLE,2010,29900,,4,"purchase_price: 200.00 € , supplier: Patrick, retail_price: 279.00 € , glass_price: € 49.83",Castillo Ygay Gran Reserva Especial Tinto,Marqués de Murrieta,wine_01gzr4kt6tazhand1y55efyqta,,36.093643,,36.093643
TRUE,436,RED,Lagrein,Weingut Hartmann Donà,,BOTTLE,2016,3800,,0,"purchase_price: 11.25 € , supplier: Akos, retail_price: 22.65 € , glass_price: € 6.33",Lagrein,Hartmann Donà,wine_01h0qzm1v5ct0rndnatha7w4bj,,40.4189,,40.4189
TRUE,7,SPARKLING,Moscato D´Asti Santo Stefano,Ceretto,,BOTTLE,2019,3900,,18,"purchase_price: 10.20 € , supplier: FW, retail_price: 20.53 € , glass_price: € 6.50",Moscato d''Asti,Ceretto,wine_01gzr4ktj20q974mpw00nqs08m,,,,
TRUE,14.4,SPARKLING,Brut Nature,Stocker,,BOTTLE,2017,5900,,9,"purchase_price: 24.00 € , supplier: WD, retail_price: 48.31 € , glass_price: € 9.83",Sekt Natur Jahrgangssekt Millesimato,Stocker,wine_01gzr4ksn5gqxscphe59kw1w8q,,,,
TRUE,19,RED,Quirinus Brut,Weingut St. Quirinus,,BOTTLE,,5500,,8,"purchase_price: 19.90 € , supplier: WD, retail_price: 40.06 € , glass_price: € 9.17",Merlot Quirinus,St Quirinus,wine_01hn39b76tk56v64vrd2yya0m4,X,,,
TRUE,19,SPARKLING,Nature Trento DOC,Corvée,,BOTTLE,,4400,,83,"purchase_price: 14.90 € , supplier: Akos, retail_price: 29.99 € , glass_price: € 7.33",Trento Metodo Classico Rosé,Corvée,wine_01hn39dmm5hmxfvr9bht9kqqhw,X,,,
TRUE,25,SPARKLING,Franciacorta Nature Blanc de Blanc,Cavalleri,,BOTTLE,,5900,,4,"purchase_price: 23.56 € , supplier: O, retail_price: 47.43 € , glass_price: € 9.83",Blanc de Blancs Franciacorta Brut,Cavalleri,wine_01hn39p5essg4zz293v9e1w4q6,X,,,
TRUE,30,ROSE,Rose,Contadi Castaldi,,BOTTLE,,5200,,13,"purchase_price: 17.19 € , supplier: O, retail_price: 34.60 € , glass_price: € 8.67",Rosa Alba,Castaldi Francesca,wine_01gzr4ksccteyt8n7qhe8gyrvx,,,,
TRUE,35,SPARKLING,"Champagne rose majeur Ayala I CH, PN, PM",Ayala,,BOTTLE,,9700,,3,"purchase_price: 48.50 € , supplier: WS, retail_price: 97.63 € , glass_price: € 16.17",Brut Majeur Champagne,Ayala,wine_01h0f3cmbryyg13v4vcn3m31h7,,,,
TRUE,36,SPARKLING,Champagner Brut Rose,Billecart Salmon,,BOTTLE,,12700,,2,"purchase_price: 63.50 € , supplier: WS, retail_price: 127.83 € , glass_price: € 21.17",Brut Champagne,Billecart-Salmon,wine_01gzr4ks64dqbkc15f7qg7p30e,,,,
TRUE,37,SPARKLING,"Champagne Ruinart Brut I PN, CH, PM",Ruinart,,BOTTLE,,10600,,2,"purchase_price: 56.25 € , supplier: O, retail_price: 113.23 € , glass_price: € 17.67",Dom Ruinart Rosé Brut Champagne,Ruinart,wine_01gzr4ksd4k2zha41rc9c9bb6c,,,,
TRUE,46,SPARKLING,Champagne Origin.al I PN,Henri Dosnon,,BOTTLE,,6800,,4,"purchase_price: 32.00 € , supplier: Karner, retail_price: 64.42 € , glass_price: € 11.33",Brut Sélection Champagne,Henri Dosnon,wine_01hn39wn6b9ccycfajbx06qqnq,X,,,
TRUE,52,SPARKLING,Premiere Cuvee Rose Extra brut,Bruno Paillard,,BOTTLE,,9800,,2,"purchase_price: 48.90 € , supplier: Cuzziol, retail_price: 98.44 € , glass_price: € 16.33",Première Cuvée Extra Brut Champagne,Bruno Paillard,wine_01gzr4ks5hk5t3z48cjek6dfq2,,,,
TRUE,54.6,ROSE,Marsili Rosato,Tenuta di castellare,,BOTTLE,,4300,,7,"purchase_price: 13.90 € , supplier: Akos, retail_price: 27.98 € , glass_price: € 7.17",Pinot Grigio Rosato,Castellore,wine_01hn3a7zz1spsq1j71qtv1t9ss,X,,,
TRUE,58,WHITE,Weissburgunder,Romen,,BOTTLE,2022,4000,,18,"purchase_price: 10.00 € , supplier: Romen, retail_price: 20.13 € , glass_price: € 6.67",Hochleiten Weissburgunder,Weinberghof Romen,wine_01hn3af06jbs3c18nswfdrc1p4,X,,,
TRUE,61,WHITE,Weissburgunder Rarity,Kellerei Terlan,,BOTTLE,2007,16900,,1,"purchase_price: 86.85 € , supplier: Karner, retail_price: 174.83 € , glass_price: € 28.17",Rarity Cuvée,Terlan (Terlano),wine_01gzr4ksn5grvhh9d4baqmxq63,,,,
TRUE,61.2,WHITE,Weissburgunder Rarity,Kellerei Terlan,,BOTTLE,2010,21700,,1,"purchase_price: 107.50 € , supplier: OBK, retail_price: 216.40 € , glass_price: € 36.17",Rarity Cuvée,Terlan (Terlano),wine_01gzr4ksn5grvhh9d4baqmxq63,,,,
TRUE,71,WHITE,Weißburgunder Kardatsch,Untermoserhof - Georg Ramoser,,BOTTLE,2021,4300,,9,"purchase_price: 13.90 € , supplier: FW, retail_price: 27.98 € , glass_price: € 7.17",Weissburgunder,Georg Mosbacher,wine_01hn3apx6bm3n2m3x453g9rgfr,X,,,
TRUE,78,WHITE,Chardonnay Lafoà,Kellerei Schreckbichl,,BOTTLE,2021,5300,,6,"purchase_price: 18.20 € , supplier: WD, retail_price: 36.64 € , glass_price: € 8.83",Chardonnay,Colterenzio (Schreckbichl),wine_01gzr4ksdaap8qgvttdchv03pk,,,,
TRUE,81,RED,Chardonnay Fluch und Segen,Martin Gschraffer,,BOTTLE,2021,5700,,9,"purchase_price: 21.70 € , supplier: Martin Gschraffer, retail_price: 43.68 € , glass_price: € 9.50",Barbarossa ABT Degen Weintal,Martin,wine_01hn3awbq13x0zzy20yday083k,X,,,
TRUE,94,DESSERT,Vigna Feldmarschall Vendemia Tardiva,Schlosskellerei Tiefenbrunner,,BOTTLE,2016,7600,,3,"purchase_price: 75.00 € , supplier: Cuzziol, retail_price: 150.98 € , glass_price: € 12.67",Grappa Feldmarschall,Tiefenbrunner,wine_01hn3b482gz8aajjgpf5g5fqnt,,,,
