ok,external_id,type,name,winery_name,storage_area,size,vintage,price,info,quantity,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score,,
TRUE,215,RED,Isarcus,Griesbauerhof,,BOTTLE,2020,4000,,2,"purchase_price: 12.60 € , supplier: O, retail_price: 25.36 € , glass_price: € 6.67",Isarcus,Griesbauerhof,wine_01h0r2pqe55fvpr9d96s07p72a,,40.992622,,40.992622
TRUE,216,RED,Vernatsch 69`,Rielinger,,BOTTLE,2020,4000,,14,"purchase_price: 13.10 € , supplier: WD, retail_price: 26.37 € , glass_price: € 6.67",Vernatsch 69,Rielinger,wine_01havwedqmzr7e2v6a3sew8fxn,,53.619217,,53.619217
TRUE,216.5,RED,Mitter Vernatsch,Hartmann Dona,,BOTTLE,2022,4200,,63,"purchase_price: 14.00 € , supplier: Akos, retail_price: 28.18 € , glass_price: € 7.00",Mitter Vernatsch,Hartmann Donà,wine_01h4pmmfsn3aec08mrekfsp14w,,48.59402,,48.59402
TRUE,217,RED,Upupa rot,Weingut Abraham,,BOTTLE,2019,3800,,-1,"purchase_price: 11.80 € , supplier: WD, retail_price: 23.75 € , glass_price: € 6.33",Upupa Rot,Weingut Abraham,wine_01h0my5rh0hgfb6v60mx3bynph,,52.220425,,52.220425
TRUE,218,RED,Hoamet,Bergmannhof,,BOTTLE,2020,4100,,16,"purchase_price: 14.50 € , supplier: WD, retail_price: 29.19 € , glass_price: € 6.83",Hoamet,Bergmannhof,wine_01h0my5sm6xeanp2jae7ec3s3v,,40.587234,,40.587234
TRUE,219,RED,Dona Rouge,Weingut Hartmann Donà,,BOTTLE,2012,5300,,7,"purchase_price: 19.95 € , supplier: Akos, retail_price: 40.16 € , glass_price: € 8.83",Donà Rouge,Hartmann Donà,wine_01h0qzm1v5edspk5wgk87pdfta,,41.602905,,41.602905
TRUE,220,RED,Sankt Anna,Weingut in der Eben,,BOTTLE,2018,3600,,5,"purchase_price: 10.90 € , supplier: WD, retail_price: 21.94 € , glass_price: € 6.00",Sankt Anna,Weingut In Der Eben,wine_01h0qzm02mc0w180pd1r5chedm,,48.911957,,48.911957
TRUE,222,RED,Erbe und auftrag,Andi Sölva,,BOTTLE,2020,5300,,0,"purchase_price: 17.90 € , supplier: Michl, retail_price: 36.03 € , glass_price: € 8.83",Erbe & Auftrag Kalterersee,Weingut Andi Sölva,wine_01h0qzm23ncxnpkv6z1cs14thx,,44.830578,,44.830578
TRUE,223,RED,Campill,Weingut Pranzegg,,BOTTLE,2018,4400,,16,"purchase_price: 16.12 € , supplier: Karner, retail_price: 32.45 € , glass_price: € 7.33",Campill,Pranzegg,wine_01h0qzm02qjac176pmezp4f53y,,39.5579,,39.5579
TRUE,224,SPARKLING,Vino rosso leggero,Weingut Pranzegg,,BOTTLE,2022,3800,,-2,"purchase_price: 11.10 € , supplier: Karner, retail_price: 22.34 € , glass_price: € 6.33",Rosso Leggero,Pranzegg,wine_01havwefnvdt4fktwa1bww25v8,,44.31377,,44.31377
TRUE,229,RED,Gran Marie Magdalener klassisch,Weingut Fliederhof,,BOTTLE,2021,4600,,9,"purchase_price: 16.50 € , supplier: WD, retail_price: 33.21 € , glass_price: € 7.67",Gran Marie St. Magdalener Classico,Fliederhof,wine_01hcwsykp60mw6scxk5q8nmx18,,44.509975,,44.509975
TRUE,237,RED,Blauburgunder Fuxleiten,Weingut Pfitscher,,BOTTLE,2022,4200,,30,"purchase_price: 14.00 € , supplier: O, retail_price: 28.18 € , glass_price: € 7.00",Pinot Nero Fuxleiten,Pfitscher,wine_01gzr4kt5804prxc4ff694yxfd,,40.957687,,40.957687
TRUE,231.2,WHITE,Blauburgunder Vigna das Langenfeld,Weingut Pfitscher,,BOTTLE,2019,18000,,3,"purchase_price: 89.00 € , supplier: WD, retail_price: 179.16 € , glass_price: € 30.00",Pinot Bianco Langefeld,Pfitscher,wine_01gzr4kt58hb9nzywkjdef33b5,,39.433865,,39.433865
TRUE,232,RED,Blauburgunder,Weingut Gottardi,,BOTTLE,2019,5000,,35,"purchase_price: 17.20 € , supplier: FW, retail_price: 34.62 € , glass_price: € 8.33",Südtiroler Blauburgunder Mazzon,Weingut Gottardi,wine_01gzr4kse58hgt6bmzqhy84nyd,1438133,37.234715,1438133,37.234715
TRUE,233,RED,Mazzon Blauburgunder Magnum,Weingut Gottardi,,MAGNUM,2013,8500,,2,"purchase_price: 37.50 € , supplier: FW, retail_price: 75.49 € , glass_price: € 14.17",Südtiroler Blauburgunder Mazzon,Weingut Gottardi,wine_01gzr4kse58hgt6bmzqhy84nyd,1438133,44.905224,1438133,44.905224
TRUE,234,RED,Blauburgunder Riserva,Weingut Gottardi,,BOTTLE,2017,6500,,12,"purchase_price: 29.25 € , supplier: FW, retail_price: 58.88 € , glass_price: € 10.83",Südtiroler Blauburgunder Mazzon Riserva,Weingut Gottardi,wine_01gzr4kse6eyk0vrp2w5w8h4ff,1500519,39.9572,1500519,39.9572
TRUE,234,RED,"Blauburgunder Riserva 1,5l",Weingut Gottardi,,MAGNUM,2017,13500,,1,"purchase_price: 63.00 € , supplier: FW, retail_price: 126.82 € , glass_price: € 22.50",Südtiroler Blauburgunder Mazzon Riserva,Weingut Gottardi,wine_01gzr4kse6eyk0vrp2w5w8h4ff,1500519,39.9572,1500519,39.9572
TRUE,235,RED,Blauburgunder selection,Weingut Gottardi,,BOTTLE,2015,9000,,9,"purchase_price: 37.00 € , supplier: FW, retail_price: 74.48 € , glass_price: € 15.00",Südtiroler Blauburgunder Mazzon Selection,Weingut Gottardi,wine_01h0qzm1rd3g06bnqbdvyp3t6e,,41.25595,,41.25595
TRUE,236,RED,Blauburgunder Riserva Mazon,Weingut Hofstätter,,BOTTLE,2019,6500,,19,"purchase_price: 28.75 € , supplier: O, retail_price: 57.87 € , glass_price: € 10.83",Blauburgunder (Pinot Nero) Riserva Mazon,J. Hofstätter,wine_01h0qzm1vf1xzamprrnxx0043s,,34.773994,,34.773994
TRUE,239,RED,Blauburgunder Doná Noir,Weingut Hartmann Donà,,BOTTLE,2015,9600,,5,"purchase_price: 47.50 € , supplier: Akos, retail_price: 95.62 € , glass_price: € 16.00",Donà Noir,Hartmann Donà,wine_01h0qzm1v5rk7a80zrkkerg6kf,,41.14598,,41.14598
TRUE,240,RED,Blauburgunder Riserva limited edition,Weingut Plonerhof,,BOTTLE,2016,8600,,0,"purchase_price: 37.70 € , supplier: WD, retail_price: 75.89 € , glass_price: € 14.33",Limited Edition Pinot Noir,Weingut Plonerhof,wine_01h0sq48vh1h0bgkxfpa51jm4a,,40.270462,,40.270462
TRUE,241,RED,Blauburgunder Riserva Exklusiv,Weingut Plonerhof,,BOTTLE,2019,6500,,7,"purchase_price: 29.50 € , supplier: WD, retail_price: 59.38 € , glass_price: € 10.83",Blauburgunder - Pinot Nero Exclusiv,Weingut Plonerhof,wine_01h0sq48vhqt4wdwg8jz9sj34q,,42.46212,,42.46212
TRUE,242,RED,Blauburgunder Schwarze Madonna,Weingut Klosterhof,,BOTTLE,2019,5300,,1,"purchase_price: 18.50 € , supplier: WD, retail_price: 37.24 € , glass_price: € 8.83",Schwarze Madonna Pinot Noir,Klosterhof,wine_01h0r2ppgh5n5xvsmz8m7q4793,,40.843075,,40.843075
TRUE,243,RED,Pinot Nero Riserva Burgum Novum,Weingut Castelfeder,,BOTTLE,2018,5800,,12,"purchase_price: 22.00 € , supplier: WD, retail_price: 44.29 € , glass_price: € 9.67",Burgum Novum Pinot Nero Riserva,Castelfeder,wine_01h0qsxmwgwv6r1kwmxaze8v1m,,49.87548,,49.87548
TRUE,245,RED,Blauburgunder,Weingut Abraham,,BOTTLE,2019,5900,,7,"purchase_price: 24.30 € , supplier: WD, retail_price: 48.92 € , glass_price: € 9.83",Blauburgunder,Weingut Abraham,wine_01h0my5rgzapt4bgpxn7nr7w52,,39.993053,,39.993053
TRUE,246,RED,Blauburgunder Violette,Von winning,,BOTTLE,2015,9200,,5,"purchase_price: 49.00 € , supplier: Cuzziol, retail_price: 96.00 € , glass_price: € 15.33",Violette Pinot Noir,Von Winning,wine_01h0sq48fd6136fxtytymthh5d,,42.67599,,42.67599
TRUE,246.1,RED,Pinot Noir,Gantenbein,,BOTTLE,2021,26000,,1,"purchase_price: 115.00 € , supplier: FW, retail_price: 96.00 € , glass_price: € 43.33",Pinot Noir,Daniel & Marta Gantenbein,wine_01h0qsxntfq3bnkdkdmz08p89c,,28.374477,,28.374477
TRUE,247,RED,Spätburgunder Alte reben,Berhard Huber,,BOTTLE,,6600,,0,"purchase_price: 29.90 € , supplier: WD, retail_price: 60.19 € , glass_price: € 11.00",Alte Reben Spätburgunder,Bernhard Huber,wine_01havwef1a8tgyaqydgmz6hdd3,,43.866066,,43.866066
TRUE,248,RED,Trattmann riserva,Kellerei Girlan,,BOTTLE,2009,8500,,0,"purchase_price: 30.33 € , supplier: OB, retail_price: 61.05 € , glass_price: € 14.17",Trattmann Pinot Noir Riserva,Girlan,wine_01gzr4ksktxgmhcw3y7x327kxd,2356065,38.338974,2356065,38.338974
TRUE,250,RED,Vigna Ganger riserva,Kellerei Girlan,,BOTTLE,2019,18500,,1,"purchase_price: 88.90 € , supplier: WD, retail_price: 178.96 € , glass_price: € 30.83",Vigna Ganger Pinot Noir Riserva,Girlan,wine_01h0qzm1pmtysvk48mrdbc8n5b,,38.924942,,38.924942
TRUE,249,RED,Lagrein Porphyr Riserva,Kellerei Terlan,,BOTTLE,2020,8500,,8,"purchase_price: 35.60 € , supplier: Karner, retail_price: 71.66 € , glass_price: € 14.17",Lagrein Riserva Porphyr,Terlan (Terlano),wine_01gzr4ksn538gj86tet5g3ad2c,1182034,56.79521,1182034,56.79521
TRUE,250,RED,Lagrein Riserva Taber,Kellerei Bozen,,BOTTLE,2020,7000,,15,"purchase_price: 30.97 € , supplier: O, retail_price: 62.34 € , glass_price: € 11.67",Lagrein Riserva Taber,Cantina Bolzano / Kellerei Bozen,wine_01h0my5rkg9tcrx4kt4gktkckn,,45.863853,,45.863853
TRUE,251,RED,Lagrein Riserva Taber Magnum,Kellerei Bozen,,MAGNUM,2016,13400,,0,"purchase_price: 61.50 € , supplier: O, retail_price: 123.80 € , glass_price: € 22.33",Lagrein Riserva Taber,Cantina Bolzano / Kellerei Bozen,wine_01h0my5rkg9tcrx4kt4gktkckn,,45.863853,,45.863853
TRUE,253,RED,Lagrein Mirell,Ansitz Waldgries,,BOTTLE,2019,6400,,1,"purchase_price: 28.51 € , supplier: Karner, retail_price: 57.39 € , glass_price: € 10.67",Mirell,Ansitz Waldgries,wine_01h0my5rjsjmc5trft3fn3tf0d,,57.39602,,57.39602
TRUE,254,RED,"Lagrein Mirell 1,5l",Ansitz Waldgries,,MAGNUM,2018,13000,,1,"purchase_price: 59.66 € , supplier: Karner, retail_price: 120.10 € , glass_price: € 21.67",Mirell,Ansitz Waldgries,wine_01h0my5rjsjmc5trft3fn3tf0d,,57.39602,,57.39602
TRUE,254,RED,Lagrein Riserva,Ansitz Waldgries,,BOTTLE,2021,5000,,15,"purchase_price: 17.50 € , supplier: Karner, retail_price: 35.23 € , glass_price: € 8.33",Riserva Lagrein,Ansitz Waldgries,wine_01h0my5rjsq038w7zcrcgte80e,,55.596523,,55.596523
TRUE,255,RED,Lagrein Riserva,Abtei Muri-Gries,,BOTTLE,2020,6000,,17,"purchase_price: 20.90 € , supplier: O, retail_price: 42.07 € , glass_price: € 10.00",Lagrein Riserva,Abtei Muri,wine_01h13szkqsy8c75wmej2wbe2sw,,51.356377,,51.356377
TRUE,256,RED,Lagrein Carano Riserva,Weingut Baron di Pauli,,BOTTLE,2019,5900,,23,"purchase_price: 23.85 € , supplier: FW, retail_price: 48.01 € , glass_price: € 9.83",Carano,Baron Di Pauli,wine_01h0my5sf70pfbqndcy23gz0rv,,37.72634,,37.72634
TRUE,257,RED,Lagrein Linticlarus Riserva,Tiefenbrunner,,BOTTLE,2020,5900,,3,"purchase_price: 23.75 € , supplier: FW, retail_price: 47.81 € , glass_price: € 9.83",Linticlarus Lagrein Riserva,Tiefenbrunner,wine_01h0sq47vedkeb8dyezqtxxkwa,,45.094353,,45.094353
TRUE,262,RED,Lagrein Riserva Klosteranger,Abtei Muri-Gries,,BOTTLE,2020,11800,,13,"purchase_price: 52.00 € , supplier: WD, retail_price: 104.68 € , glass_price: € 19.67",Weingarten Klosteranger Lagrein Riserva,Muri-Gries,wine_01h4pmmfh93j1t0fkgezz7fazr,,59.1959,,59.1959
TRUE,263,RED,Lagrein Riserva Klosteranger (Magnum),Abtei Muri-Gries,,MAGNUM,2015,20300,,3,"purchase_price: 104.90 € , supplier: FW, retail_price: 211.16 € , glass_price: € 33.83",Weingarten Klosteranger Lagrein Riserva,Muri-Gries,wine_01h4pmmfh93j1t0fkgezz7fazr,,59.1959,,59.1959
TRUE,264,RED,Lagrein Ottanta,Egger ramer,,BOTTLE,2019,6600,,6,"purchase_price: 30.00 € , supplier: WS, retail_price: 60.39 € , glass_price: € 11.00",Ottanta Rosso,Egger-Ramer,wine_01h0qzm06mahp0z4bnrm73mk28,,55.52362,,55.52362
TRUE,265,RED,Lamarein Magnum,Erbhof Unterganzner,,MAGNUM,2021,26000,,1,"purchase_price: 94.00 € , supplier: WS/O, retail_price: 189.22 € , glass_price: € 43.33",Lamarein,Erbhof Unterganzner,wine_01h0my5rn5agsqx1htnk7swsa8,,50.021362,,50.021362
TRUE,266,RED,Lamarein,Erbhof Unterganzner,,BOTTLE,2021,13000,,20,"purchase_price: 49.34 € , supplier: WS/O, retail_price: 99.32 € , glass_price: € 21.67",Lamarein,Erbhof Unterganzner,wine_01h0my5rn5agsqx1htnk7swsa8,,50.021362,,50.021362
TRUE,267,RED,Merlot Riserva Siebeneich,Kellerei Terlan,,BOTTLE,2020,4600,,12,"purchase_price: 13.80 € , supplier: O, retail_price: 27.78 € , glass_price: € 7.67",Merlot Riserva Siebeneich,Terlan (Terlano),wine_01gzr4ksn5y4nmgm36x8hcwy1b,1277087,54.712112,1277087,54.712112
TRUE,269,RED,Merlot XV BIO,Weingut Alois Lageder,,BOTTLE,2020,4100,,4,"purchase_price: 12.85 € , supplier: Karner, retail_price: 25.87 € , glass_price: € 6.83",XV Merlot,Alois Lageder,wine_01h0my5rfeq6qdcvd45h502yv9,,50.22245,,50.22245
TRUE,271,RED,Brenntal,Kellerei Kurtatsch,,BOTTLE,2020,7600,,16,"purchase_price: 34.00 € , supplier: O, retail_price: 68.44 € , glass_price: € 12.67",Brenntal Merlot,Cantina Kurtatsch,wine_01h0qzm1v03g64rzcatxnbg9f8,,31.984232,,31.984232
TRUE,272,RED,Merlot Riserva Bio,Stachelburg,,BOTTLE,2018,4300,,14,"purchase_price: 14.80 € , supplier: WD, retail_price: 29.79 € , glass_price: € 7.17",Wolfsthurn Merlot Riserva,Stachlburg,wine_01havweezetw50pvwege1fzkd8,,31.11596,,31.11596
TRUE,274,RED,Merlot Riserva,Clemens Waldthaler,,BOTTLE,2017,4200,,8,"purchase_price: 12.90 € , supplier: WD, retail_price: 25.97 € , glass_price: € 7.00",Merlot Riserva,Clemens Waldthaler,wine_01gzr4ktrcs6dwge8jvdapwc5y,,46.730682,,46.730682
TRUE,277,RED,MCM Merlot,Weingut Alois Lageder,,BOTTLE,2019,7900,,5,"purchase_price: 36.80 € , supplier: WD, retail_price: 74.08 € , glass_price: € 13.17",MCM Merlot,Alois Lageder,wine_01h0my5rfe2z4q0kxzq0wqcjqf,,50.064503,,50.064503
TRUE,281,RED,Istrice Cabernet Sauvignon,Weingut Elena Walch,,BOTTLE,2020,4600,,13,"purchase_price: 17.70 € , supplier: FW, retail_price: 35.63 € , glass_price: € 7.67",Cabernet Istrice,Elena Walch,wine_01gzr4kt16820wjbdg9fbdw024,,50.30964,,50.30964
TRUE,282,RED,Cabernet Sauvignon Riserva,Erbhof Unterganzner,,BOTTLE,2019,5800,,11,"purchase_price: 21.70 € , supplier: FW, retail_price: 43.68 € , glass_price: € 9.67",Cabernet Riserva,Erbhof Unterganzner,wine_01h4pmmfh9tybvrzv5g9x08zd7,,48.805824,,48.805824
TRUE,284,RED,Toren Cabernet Sauvignon,Tiefenbrunner,,BOTTLE,2015,13500,,1,"purchase_price: 63.00 € , supplier: FW, retail_price: 126.82 € , glass_price: € 22.50",Toren,Tiefenbrunner,wine_01h0sq47vfhs28y8xmmryes74t,,38.97662,,38.97662
TRUE,286,RED,Cabernet Freienfeld,Kellerei Kuirtatsch,,BOTTLE,2018,8500,,7,"purchase_price: 32.00 € , supplier: O, retail_price: 64.42 € , glass_price: € 14.17",Ansitz Freienfeld Cabernet,Cantina Kurtatsch,wine_01h0my5rjs8rshj1vbhpgcwdyt,,32.520943,,32.520943
TRUE,287,RED,Feldherr,Weingut Lieselehof,,BOTTLE,2016,6400,,1,"purchase_price: 28.50 € , supplier: Liesele, retail_price: 57.37 € , glass_price: € 10.67",Feldherr,Lieselehof,wine_01h0r2pp8yq5662fvs3cm5vaxe,,44.390015,,44.390015
TRUE,289,RED,Cabernet Sauvignon Lafoà,Kellerei Schreckbichl,,BOTTLE,2018,8900,,11,"purchase_price: 42.00 € , supplier: O, retail_price: 84.55 € , glass_price: € 14.83",Lafóa Cabernet Sauvignon,Colterenzio (Schreckbichl),wine_01gzr4kt49mdefg96fmbcyrs5r,,25.043068,,25.043068
TRUE,291,RED,Turmhof Cabernet Sauvignon,Schlosskellerei Tiefenbrunner,,BOTTLE,2021,3900,,19,"purchase_price: 12.50 € , supplier: Cuzziol/FW, retail_price: 25.16 € , glass_price: € 6.50",Turmhof Cabernet Sauvignon,Tiefenbrunner,wine_01h0sq47v15bza7jgrpq4fezw4,,39.827713,,39.827713
TRUE,292.5,RED,Syrah Marra,Niedrist,,BOTTLE,2019,6400,,6,"purchase_price: 27.90 € , supplier: FW, retail_price: 56.16 € , glass_price: € 10.67",Marra Syrah,Ignaz Niedrist,wine_01gzr4ksnh1t1gzhjmv8b8xrr0,11061744,34.557323,11061744,34.557323
TRUE,293,RED,Reserve del Conte - Bio,Weingut Manincor,,BOTTLE,2021,4300,,21,"purchase_price: 13.75 € , supplier: O, retail_price: 27.68 € , glass_price: € 7.17",Réserve del Conte,Manincor,wine_01gzr4ksk7nsf5p6tq6tybza2w,1748795,39.940247,1748795,39.940247
TRUE,297,RED,Iugum,Weingut Peter Dipoli,,BOTTLE,2017,6100,,17,"purchase_price: 28.00 € , supplier: FW, retail_price: 56.36 € , glass_price: € 10.17",Iugum Merlot - Cabernet Sauvignon,Peter Dipoli,wine_01h4pmmfh7qv6jhpqwyczj3wf8,,48.958458,,48.958458
TRUE,298,RED,Frauenriegel,Weingut Peter Dipoli,,BOTTLE,2019,7500,,5,"purchase_price: 32.60 € , supplier: FW, retail_price: 65.62 € , glass_price: € 12.50",Frauenriegel Merlot - Cabernet Franc,Peter Dipoli,wine_01hawwcwe22sfkcnygkwks31hb,,48.48718,,48.48718
TRUE,299,RED,Brenntal,Weingut Peter Dipoli,,BOTTLE,2019,9500,,10,"purchase_price: 41.50 € , supplier: FW, retail_price: 83.54 € , glass_price: € 15.83",Brenntal Merlot - Cabernet Franc,Peter Dipoli,wine_01hczek24b5mpn7h59v5xaxm0c,,46.419937,,46.419937
TRUE,300,RED,Tres,Kellerei Kurtatsch,,BOTTLE,2015,21200,,0,"purchase_price: 113.00 € , supplier: WD, retail_price: 227.47 € , glass_price: € 35.33",Tres,Cantina Kurtatsch,wine_01h0qzm1v0sxqtmdxtqmth8chv,,30.161684,,30.161684
TRUE,303,RED,Linticlarus Cuvee,Schlosskellerei Tiefenbrunner,,BOTTLE,2020,6500,,29,"purchase_price: 26.00 € , supplier: FW, retail_price: 52.34 € , glass_price: € 10.83",Linticlarus Cuvée Linticlarus,Tiefenbrunner,wine_01h0sq47vfjex7ec5r6bex9nm6,,41.0085,,41.0085
TRUE,304,RED,Linticlarus Cuvee Magnum,Schlosskellerei Tiefenbrunner,,MAGNUM,2020,13200,,34,"purchase_price: 60.00 € , supplier: FW, retail_price: 120.78 € , glass_price: € 22.00",Linticlarus Cuvée Linticlarus,Tiefenbrunner,wine_01h0sq47vfjex7ec5r6bex9nm6,,41.0085,,41.0085
TRUE,304,RED,Anticus Riserva,Nals Margreid,,BOTTLE,2018,6800,,3,"purchase_price: 32.55 € , supplier: WD/O, retail_price: 65.52 € , glass_price: € 11.33",Anticus Riserva,Nals Margreid,wine_01gzr4kspdnc1xqb9twv6da1tz,1147974,50.56749,1147974,50.56749
TRUE,305,RED,Cornelius,Kellerei Schreckbichl,,BOTTLE,2019,5400,,1,"purchase_price: 19.50 € , supplier: Karner, retail_price: 39.25 € , glass_price: € 9.00",Cornelius Merlot - Cabernet,Colterenzio (Schreckbichl),wine_01gzr4kt4915f2c5qcq2vefngn,,31.770311,,31.770311
TRUE,306,RED,Centa Merlot Cabernet,Weingut Gerd Pomella,,BOTTLE,2015,3800,,9,"purchase_price: 12.95 € , supplier: FW, retail_price: 26.07 € , glass_price: € 6.33",Centa Cabernet - Merlot,Gert Pomella,wine_01h4pmmfh9e45z23kcqjc1cg6t,,55.183044,,55.183044
TRUE,307,RED,Soma Merlot Cabernet Franc,Kellerei Kurtatsch,,BOTTLE,2019,4500,,-2,"purchase_price: 15.50 € , supplier: O, retail_price: 31.20 € , glass_price: € 7.50",Soma Merlot - Cabernet,Cantina Kurtatsch,wine_01h0my5rkh6shptadh6cg467kh,,35.330963,,35.330963
TRUE,308,RED,Composition Reif,Erbhof Unterganzner,,BOTTLE,2021,9600,,13,"purchase_price: 37.40 € , supplier: FW / Karner, retail_price: 75.29 € , glass_price: € 16.00",Composition Reif,Erbhof Unterganzner,wine_01h0qsxnkza4y83vwrfm2gfkj0,,63.889503,,63.889503
TRUE,309,RED,Composition Reif Magnum,Erbhof Unterganzner,,MAGNUM,2021,15500,,1,"purchase_price: 69.00 € , supplier: WD, retail_price: 138.90 € , glass_price: € 25.83",Composition Reif,Erbhof Unterganzner,wine_01h0qsxnkza4y83vwrfm2gfkj0,,63.889503,,63.889503
TRUE,310,RED,Athos,Ansitz Dolomytos Sacker,,BOTTLE,2016,7000,,12,"purchase_price: 32.90 € , supplier: WD, retail_price: 66.23 € , glass_price: € 11.67",Athos,Ansitz Dolomytos,wine_01h0my5rjsgn8q9afa20srmmzp,,59.584923,,59.584923
TRUE,311,RED,Skythos,Ansitz Dolomytos Sacker,,BOTTLE,2016,6600,,23,"purchase_price: 29.90 € , supplier: Karner, retail_price: 60.19 € , glass_price: € 11.00",Skythos,Ansitz Dolomytos,wine_01h0my5rjsm0f8st53a2dyweta,,59.792744,,59.792744
TRUE,312,RED,Castel Campan - Bio,Weingut Manincor,,BOTTLE,2016,11800,,6,"purchase_price: 55.60 € , supplier: Manincor, retail_price: 111.92 € , glass_price: € 19.67",Castel Campan Merlot,Manincor,wine_01gzr4ksk7fteyvmd67b82hxx7,1137100,41.030567,1137100,41.030567
TRUE,313,RED,Composition Reif,Erbhof Unterganzner,,BOTTLE,2020,6800,,6,"purchase_price: 31.90 € , supplier: FW, retail_price: 64.21 € , glass_price: € 11.33",Composition Reif,Erbhof Unterganzner,wine_01h0qsxnkza4y83vwrfm2gfkj0,,63.889503,,63.889503
TRUE,314,RED,Merlot Campo al Lago,Tenuta Inama,,BOTTLE,2020,4400,,3,"purchase_price: 15.00 € , supplier: WD, retail_price: 30.20 € , glass_price: € 7.33",Campo del Lago Merlot,Inama Azienda Agricola,wine_01gzr4ksj2rv8ds6tegctyztby,2624162,33.853806,2624162,33.853806
TRUE,315,RED,Teroldego dannato,Redondel,,BOTTLE,2016,4400,,11,"purchase_price: 14.60 € , supplier: Akos, retail_price: 29.39 € , glass_price: € 7.33",Dannato,Redondèl,wine_01harvcm1e2qpgxk84w7b3pdgz,,34.20409,,34.20409
TRUE,316,RED,Teroldego Beatome,Redondel,,BOTTLE,2011,6500,,19,"purchase_price: 25.60 € , supplier: Akos, retail_price: 51.53 € , glass_price: € 10.83",Beatome Teroldego Vigneti delle Dolomiti,Redondèl,wine_01h0qzm0423nakhsvn3tawz6rm,,40.150837,,40.150837
TRUE,316,RED,San Leonardo,San Leonardo,,BOTTLE,2000,14800,,3,"purchase_price: 74.50 € , supplier: Karner, retail_price: 149.97 € , glass_price: € 24.67",San Leonardo,San Leonardo,wine_01gzr4ksnyrhxzs3mytd8sngpx,82235,44.133705,82235,44.133705
TRUE,317,RED,Erminio cabernet Franc,Grigolli Bruno,,BOTTLE,2018,6200,,13,"purchase_price: 25.00 € , supplier: FW, retail_price: 50.33 € , glass_price: € 10.33",Erminio Cabernet Franc,Grigolli Bruno,wine_01h0qsxnszq0g4ntk248mqxbdg,,52.0699,,52.0699
TRUE,318,RED,Granato,Foradori Elisabetta,,BOTTLE,2019,9200,,5,"purchase_price: 42.02 € , supplier: WD, retail_price: 84.59 € , glass_price: € 15.33",Granato,Foradori,wine_01gzr4ksncqqxkqpx1hcn3nty9,60364,37.45952,60364,37.45952
TRUE,319,RED,Sassirossi,Masut de Rive,,BOTTLE,2020,3600,,10,"purchase_price: 9.00 € , supplier: Cuzziol, retail_price: 18.12 € , glass_price: € 6.00",Sassirossi,Masut Da Rive,wine_01h0my5shydr4daz8g7ac3ddeb,,47.88604,,47.88604
TRUE,320,RED,Amarone Vigneto Ravazoll,Cà la Bionda,,BOTTLE,2016,7100,,6,"purchase_price: 38.00 € , supplier: FW, retail_price: 76.49 € , glass_price: € 11.83",Vigneti di Ravazzol Amarone della Valpolicella Classico,Ca La Bionda,wine_01gzr4kt4q63tdynt9d1qt0jby,,45.276287,,45.276287
TRUE,325,RED,Lacrima di Morro d´Alba,Tenuta di Fra,,BOTTLE,2019,5400,,12,"purchase_price: 19.26 € , supplier: Daniel, retail_price: 38.77 € , glass_price: € 9.00",Lacrima di Morro d''Alba,Tenuta di Fra',wine_01h0sq4718taf586eakx3g0p9d,,51.68728,,51.68728
TRUE,326,RED,Cuvee,Tenuta di Fra,,BOTTLE,2019,4900,,3,"purchase_price: 15.80 € , supplier: Daniel, retail_price: 31.81 € , glass_price: € 8.17",Cuvée,Tenuta di Fra',wine_01h0sq47176dftsa5akz0aawcp,,31.876066,,31.876066
TRUE,327,WHITE,Primo Ballo- Verdicchio die castelli die Jesi,Tenuta di Fra,,BOTTLE,2020,3700,,6,"purchase_price: 8.20 € , supplier: Daniel, retail_price: 16.51 € , glass_price: € 6.17",Primo Ballo,Tenuta di Fra',wine_01h0sq471756aea4e8gh845qmq,,48.027176,,48.027176
TRUE,329,RED,Quatr nas,Rocche die manzoni,,BOTTLE,2015,6400,,9,"purchase_price: 27.90 € , supplier: Karner, retail_price: 56.16 € , glass_price: € 10.67",Quatr Nas,Rocche dei Manzoni,wine_01h0my5te59shmy8saarmanq59,,49.78155,,49.78155
TRUE,330,RED,Nebbiolo d'Alba V. sibi et paucis,Sandrone Luciano,,BOTTLE,2016,6100,,7,"purchase_price: 25.50 € , supplier: FW, retail_price: 51.33 € , glass_price: € 10.17",Valmaggiore Sibi et Paucis Nebbiolo d’Alba,Sandrone,wine_01gzr4kshdccqp3j59xm3s24mv,10010276,51.159397,10010276,51.159397
TRUE,331,RED,Nebbiolo d'Alba Valmaggiore,Sandrone Luciano,,BOTTLE,2019,5100,,3,"purchase_price: 17.00 € , supplier: FW, retail_price: 34.22 € , glass_price: € 8.50",Nebbiolo d’Alba Valmaggiore,Sandrone,wine_01gzr4kshdvzn9w00e8rhf68fz,23365,47.10032,23365,47.10032
TRUE,332,RED,Nebbiolo Langhe,San Biagio,,BOTTLE,2018,4000,,8,"purchase_price: 11.80 € , supplier: WS, retail_price: 23.75 € , glass_price: € 6.67",Langhe Nebbiolo,San Biagio,wine_01gzr4kt7sxdqzsrrs03wv278z,,42.06335,,42.06335
