wine_id,external_id,size,vintage,price,info,storage_area,quantity,internal_notes
wine_01gzr4ktsr6xzp062qmkv8mggq,v.12269.2008.m,HALF_LITER,2008,4000,,,3,Purchase Price: 10
wine_01gzr4ktxfagjtr7tdj1b0yp09,v.61486.2006.a,HALF_BOTTLE,2006,7000,,,2,Purchase Price: 16
wine_01gzr4kt7x6ceeebabm0923hn1,v.15426.1993.a,HALF_BOTTLE,1993,9000,,,2,Purchase Price: 18
wine_01h0my5sx7aw6v59xbpqbm5dg7,v.34978.1995.b,BOTTLE,1995,8000,,,2,Purchase Price: 20
wine_01gzr4ktvmtdqcwk1d51pgenb5,v.3107.1988.b,BOTTLE,1988,9000,,,1,Purchase Price: 24
wine_01h0qzm1vgvwsqg5h9kh3ecwmj,v.14356.2001.b,BOTTLE,2001,8000,vendemmia tardiva,,1,Purchase Price: 17
wine_01h0qzm1vgvwsqg5h9kh3ecwmj,v.14356.2006.b,BOTTLE,2006,6000,vendemmia tardiva,,6,Purchase Price: 10
wine_01h0qzm1djwz8s52ywyt2h7ahk,v.3957.2003.m,HALF_LITER,2003,5000,,,1,Purchase Price: 10
wine_01gzr4kt3mdydxcsy5x8zs8fyr,v.63474.2011.b,BOTTLE,2011,6000,,,3,Purchase Price: 10
wine_01gzr4ksszndzrm6sb91h3h60c,v.4562.2008.a,HALF_BOTTLE,2008,6000,,,2,Purchase Price: 15
