external_id,size,name,winery_name,vintage,supplier,purchase_price,price,retail_price,glass_price,quantity
372,BOTTLE,Giorgio Primo,La Massa,2019,Karner, 80.08 € , 154.00 € , 161.20 € , € 25.67 ,3
371,BOTTLE,"Brunello di Montalcino ""Le Lucere""",San Filippo,2016,Mahatma, 69.90 € , 145.00 € , 140.71 € , € 24.17 ,5
373,BOTTLE,Insoglio del Cinghiale,Tenuta di Biserno,2021,FW, 15.90 € , 45.00 € , 32.01 € , € 7.50 ,17
374,BOTTLE,Il Pino di Biserno,Tenuta di Biserno,2019,Karner, 28.45 € , 68.00 € , 57.27 € , € 11.33 ,5
375,BOTTLE,Tignanello ,Antinori,2018,Karner, 64.68 € , 155.00 € , 130.20 € , € 25.83 ,3
376,BOTTLE,Tignanello ,Antinori,2019,Karner, 79.95 € , 165.00 € , 160.94 € , € 27.50 ,4
377,BOTTLE,Sassicaia,Tenuta San Guido,2011,O, 143.75 € , 290.00 € , 289.37 € , € 48.33 ,1
378,BOTTLE,Sassicaia,Tenuta San Guido,2012,O, 143.75 € , 299.00 € , 289.37 € , € 49.83 ,2
379,BOTTLE,Cabernet Franc,Duemani,2018,WD, 84.00 € , 180.00 € , 169.09 € , € 30.00 ,3
380,BOTTLE,Barolo Cannubi Boschis ,Sandrone Luciano,2007,Mahatma, 161.00 € , 318.00 € , 324.09 € , € 53.00 ,4
381,BOTTLE,Barolo Le Vigne,Sandrone Luciano,2011,Mahatma, 61.00 € , 135.00 € , 122.79 € , € 22.50 ,1
382,BOTTLE,Vite talin,Sandrone Luciano,2013,FW, 185.00 € , 450.00 € , 372.41 € , € 75.00 ,1
383,BOTTLE,Vite talin,Sandrone Luciano,2016,FW, 185.00 € , 440.00 € , 372.41 € , € 73.33 ,2
384,BOTTLE,Masseto,Tenuta dell'Ornellaia,2013,Mahatma, 535.00 € , 980.00 € ," 1,076.96 € ", € 163.33 ,2
385,BOTTLE,Concerto Fonterutoli,Mazzei,2018,WD, 45.90 € , 94.00 € , 92.40 € , € 15.67 ,6
386,BOTTLE,Verruzzo,Monteverro,2017,karner, 10.90 € , 38.00 € , 21.94 € , € 6.33 ,15
387,BOTTLE,Terra di monteverro,Monteverro,2017,karner, 29.00 € , 65.00 € , 58.38 € , € 10.83 ,14
389,BOTTLE,Aglianico del Vulture Superiore - Fontanelle Riserva,Basilisco,2013,Akos, 15.00 € , 44.00 € , 30.20 € , € 7.33 ,4
390,BOTTLE,Aglianico del Vulture Superiore - Fontanelle Riserva,Basilisco,2015,Akos, 15.00 € , 43.00 € , 30.20 € , € 7.17 ,3
391,BOTTLE,Montepulciano Riserva,Castorani,2017,WD, 17.30 € , 56.00 € , 34.82 € , € 9.33 ,6
392,BOTTLE,Rocce e fiori,Gianni Sinesi,2018,WD, 22.90 € , 58.00 € , 46.10 € , € 9.67 ,7
393,BOTTLE, Primitivo di Manduria Dunico,Feline,2018,WD, 23.50 € , 56.00 € , 47.31 € , € 9.33 ,-2
393,BOTTLE,Es ,Fino Gianfranco,2021,WD, 46.50 € , 95.00 € , 93.60 € , € 15.83 ,7
394,BOTTLE,Tancredi,Donnafugata,2018,O, 26.64 € , 62.00 € , 53.63 € , € 10.33 ,1
395,BOTTLE,Mille e una notte,Donnafugata,2016,Karner, 43.08 € , 102.00 € , 86.72 € , € 17.00 ,6
396,BOTTLE,Zisola Doppiozeta Noto Rosso,Mazzei,2016,WD, 19.90 € , 55.00 € , 40.06 € , € 9.17 ,1
397,BOTTLE,Nero D´Avola Bio,Caruso e M,2020,WD, 8.90 € , 34.00 € , 17.92 € , € 5.67 ,17
398,BOTTLE,Etna Rosso - Calderara Sottana,Tenuta delle Terre Nere,2015,Akos, 33.50 € , 79.00 € , 67.44 € , € 13.17 ,-1
399,BOTTLE,Etna Rosso - Calderara Sottana,Tenuta delle Terre Nere,2016,Akos, 33.50 € , 79.00 € , 67.44 € , € 13.17 ,0
400,BOTTLE,Etna Rosso - Calderara Sottana,Tenuta delle Terre Nere,2020,Akos, 42.50 € , 91.00 € , 85.55 € , € 15.17 ,5
401,BOTTLE,Etna Rosso - Prephylloxera,Tenuta delle Terre Nere,2017,Akos, 57.50 € , 113.00 € , 115.75 € , € 18.83 ,5
402,BOTTLE,Etna Rosso - Santo Spirito,Tenuta delle Terre Nere,2017,Akos, 27.50 € , 64.00 € , 55.36 € , € 10.67 ,0
403,BOTTLE,"Etna Rosso - Feudo di Mezzo ""santo spirito""",Tenuta delle Terre Nere,2017,Akos, 27.50 € , 63.00 € , 55.36 € , € 10.50 ,1
404,BOTTLE,"Etna Rosso - Feudo di Mezzo ""Moganazzi""",Tenuta delle Terre Nere,2018,Akos, 34.75 € , 71.00 € , 69.95 € ,,0
405,BOTTLE,Etna Rosso - Feudo di Mezzo (nicht gekommen letztes mal),Alta Mora,2014,WD, 30.90 € , 67.00 € , 62.20 € , € 11.17 ,2
406,BOTTLE,Etna Bianco,Alta Mora,2020,WD, 16.20 € , 51.00 € , 32.61 € , € 8.50 ,4
407,BOTTLE,"Etna Rosso - Feudo di Mezzo ""Il quadro delle rose""",Tenuta delle Terre Nere,2015,Akos, 24.75 € , 61.00 € , 49.82 € , € 10.17 ,0
408,BOTTLE,Etna Rosso - Prephylloxera,Tenuta delle Terre Nere,2015,Akos, 77.50 € , 165.00 € , 156.01 € , € 27.50 ,2
409,BOTTLE,Etna Rosso -Archineri,Pietrdolce,2016,Cuzziol, 24.50 € , 60.00 € , 49.32 € , € 10.00 ,11
410,BOTTLE,Etna Rosso - Santo Spirito,Pietrdolce,2017,Cuzziol, 24.50 € , 60.00 € , 49.32 € , € 10.00 ,6
409,BOTTLE,Gevrey Chambertin,Lucien Boillot,2020,FW, 39.50 € , 82.00 € , 79.51 € , € 13.67 ,2
410,BOTTLE,Bourgogne Pinot Noir,Rossignol,2019,Cuzziol, 25.50 € , 61.00 € , 51.33 € , € 10.17 ,4
411,BOTTLE,Pinot Noir Nuits St. Georg Vaucrains 1. Cru,Chezeaux,2015,WD, 52.38 € , 113.00 € , 105.44 € , € 18.83 ,1
412,BOTTLE,Chateau Clinet,Chateau Clinet,2014,WD, 74.90 € , 139.00 € , 150.77 € , € 23.17 ,1
413,BOTTLE,Chateau La Fleur Peyrabon,Chateau La Fleur Peyrabon,2015,WD, 33.00 € , 67.00 € , 66.43 € , € 11.17 ,2
414,BOTTLE,Chateau Tour Haut Caussan,Medoc,2014, WD , 20.50 € , 53.00 € , 41.27 € , € 8.83 ,3
415,BOTTLE,Chateau Citran Haut medoc,Haut Medo,2018,WD, 23.90 € , 60.00 € , 48.11 € , € 10.00 ,6
416,BOTTLE,Chateau Citran Haut medoc,Haut Medo,2009,WD, 33.00 € , 75.00 € , 66.43 € , € 12.50 ,5
416,BOTTLE,Chateau Dassault,Chateau Dassault,1999,WD, 51.90 € , 119.00 € , 104.47 € , € 19.83 ,2
417,BOTTLE,Chateau Pontet Canet,Chateau Pontet Canet,2018,WD, 119.00 € , 239.00 € , 239.55 € , € 39.83 ,2
418,BOTTLE,Chateau La Couspaude,Chateau La Couspaude,2009,WD, 49.90 € , 110.00 € , 100.45 € , € 18.33 ,2
420,BOTTLE,Clos Moleton - Saumur Champigny,Arnauld Lambert,2019,Cuzziol, 35.00 € , 72.00 € , 70.46 € , € 12.00 ,6
421,BOTTLE,Les Bonneveaux,P´Tit Domain,2019,WD, 36.90 € , 74.00 € , 74.28 € , € 12.33 ,5
422,BOTTLE,La Rocheuse,Domaine d`Accent,2020,Vinum, 14.90 € , 45.00 € , 29.99 € , € 7.50 ,1
422,BOTTLE,Chateau Musar Red,Chateau Musar,2012,WD, 36.90 € , 82.00 € , 74.28 € , € 13.67 ,6
423,BOTTLE,Grande reserve,Ixsir,2014,WD, 34.50 € , 76.00 € , 69.45 € , € 12.67 ,3
424,BOTTLE,le dix de Los vasos,Los vasos,2017,WD, 44.80 € , 87.00 € , 90.18 € , € 14.50 ,7
425,BOTTLE,Caro Malbec Cab. S.,Bodegas Caro,2018,WD, 45.90 € , 94.00 € , 92.40 € , € 15.67 ,5
426,BOTTLE,Malbec Riserva,Prodiga,2017,WD, 18.00 € , 53.00 € , 36.23 € , € 8.83 ,3
426,BOTTLE,Rioja Riserva ,Heredia Tondonia,2006,WD, 31.90 € , 69.00 € , 64.21 € , € 11.50 ,0
427,BOTTLE,Rioja Riserva Vina Ardanza,la Rioja Alta,2012,Michl, 18.00 € , 56.00 € , 36.23 € , € 9.33 ,2
428,BOTTLE,Ribera del Duero,AALTO,2020,WD, 41.50 € , 90.00 € , 83.54 € , € 15.00 ,3
429,BOTTLE,Mother's Milk Shiraz,First Drop,2019,WD, 21.00 € , 56.00 € , 42.27 € ,,2
431,BOTTLE,Cabernet Cuvee Alexandra,Lapostolle,2015,Michl, 18.00 € , 53.00 € , 36.23 € , € 8.83 ,0
432,BOTTLE,Dancing Crow Cabernet Sauvignon,Dancing Crow Vineyard,2017,WD, 26.90 € , 63.00 € , 54.15 € , € 10.50 ,8
433,BOTTLE,Gevrey Chambertin Premier Cru,Jaques Prieur,2010,Patrick, 200.00 € , 324.00 € , 324.00 € , € 54.00 ,3
434,BOTTLE,Castillo Y Gay Gran Reserve Especial,Marqués de Murietta,2010,Patrick, 200.00 € , 299.00 € , 279.00 € , € 49.83 ,4
435,BOTTLE,Chateau Mouton Rothschild,Chateau Mouton Rothschild,1993,Patrick, 420.00 € , 84.00 € , 845.46 € , € 14.00 ,5
436,BOTTLE,Lagrein,Weingut Hartmann Donà,2016,Akos, 11.25 € , 38.00 € , 22.65 € , € 6.33 ,0
437,BOTTLE,"Blauburgunder Noir Nina 0,5L",Langut Buchner - Rainer Uhl,2016,Uhl, 16.39 € , 43.00 € , 32.99 € , € 7.17 ,0
438,BOTTLE,"Blauburgunder Noir Carina 0,5L",Langut Buchner - Rainer Uhl,2016,Uhl, 16.39 € , 43.00 € , 32.99 € , € 7.17 ,0
439,BOTTLE,"Raritätenkiste  65,00 pro Flasche",Nals Margreid,2015,OB, 193.60 € , 44.00 € , 389.72 € , € 7.33 ,6
