ok,external_id,type,name,winery_name,area,size,vintage,price,info,quantity,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score,,
TRUE,,RED,"BAROLO “DAGROMIS"" Gaja Docg","BAROLO “DAGROMIS"" Gaja Docg",,BOTTLE,2018,110,3 - 2017 | 1 -2015,,3 - 2017 | 1 -2015 https://www.winedoor.it/barolo-dagromis-docg-gaja.html,Dagromis Barolo,Gaja,wine_01gzr4ksppt0jb18tnmca890vq,66164,44.280323,,
TRUE,,RED,"BAROLO “SPERSS"" Gaja Docg","BAROLO “SPERSS"" Gaja Docg",,BOTTLE,2017,420,,,https://www.callmewine.com/barolo-sperss-gaja-2017-P35573.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb2NxDPMaqic7hS1H_KvvDFJhZueWb1E3elWpcEYbtZOXrZn6G3zMW0aAqSNEALw_wcB,Sperss Barolo,Gaja,wine_01gzr4kspp7qb0nmb3p3cs0zz4,66194,41.2166,,
TRUE,,RED,BAROLO “VIGNETO CAMPE” La Spinetta Docg,BAROLO “VIGNETO CAMPE” La Spinetta Docg,,BOTTLE,2014,200,3 - 2011,,3 - 2011 https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barolo-campe-docg-2014-it.pdf,Vürsù Barolo Campè,La Spinetta,wine_01gzr4kt1pk11tgn836mjdgz3c,,37.228024,,
TRUE,,RED,BAROLO “VIGNETO CAMPE” La Spinetta Docg,BAROLO “VIGNETO CAMPE” La Spinetta Docg,,BOTTLE,2009,220,,,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barolo-campe-docg-2014-it.pdf,Vürsù Barolo Campè,La Spinetta,wine_01gzr4kt1pk11tgn836mjdgz3c,,37.228024,,
TRUE,,RED,BAROLO “VIGNETO GARRETTI” La Spinetta Docg,BAROLO “VIGNETO GARRETTI” La Spinetta Docg,,BOTTLE,2018,99,,,https://www.la-spinetta.com/wp-content/uploads/2020/02/barolo-garretti-2018-ita.pdf,Vigneto Garretti Barolo,La Spinetta,wine_01gzr4kt1qmz1gfvad5ffm09z6,,47.856842,,
TRUE,,RED,BAROLO Classico Oddero Docg,BAROLO Classico Oddero Docg,,BOTTLE,2018,75,,,https://www.oddero.it/images/pdf/it/Barolo.pdf,Barolo,Oddero,wine_01h0my5sexqpgjdmhtn3m9dewq,,32.25993,,
TRUE,,RED,"BAROLO ""BUSSÌA"" Parusso Docg","BAROLO ""BUSSÌA"" Parusso Docg",,BOTTLE,2018,150,,,https://www.parusso.com/images/vini/bussia/scheda_barolo_docg_bussia.pdf,Barolo Bussia,Parusso,wine_01h0my5sexpr96m989f1pqj4zw,,41.43356,,
TRUE,,RED,"BAROLO ""PERARMANDO"" Parusso Docg","BAROLO ""PERARMANDO"" Parusso Docg",,BOTTLE,2018,75,,,https://www.parusso.com/images/vini/barolo/perarmando_it.pdf,Perarmando Barolo,Parusso,wine_01gzr4kscqj6h9w9rp9gsh81v1,10107117,47.852516,,
TRUE,,RED,"BAROLO ""BUSSÌA"" Prunotto Docg","BAROLO ""BUSSÌA"" Prunotto Docg",,BOTTLE,2017,105,,,https://www.prunotto.it/it/vino/bussia-barolo-docg/?wineyear=2017&gen_pdf=1,Barolo Bussia,Prunotto,wine_01gzr4kt7qrh9g1r2sfq35jvst,,40.439293,,
TRUE,,RED,BAROLO Rocche dei Manzoni Docg,BAROLO Rocche dei Manzoni Docg,,BOTTLE,2018,75,,,https://www.rocchedeimanzoni.it/wp-content/uploads/2018/12/05_barolo-docg-it-min.pdf,Barolo (Rocche),Rocche dei Manzoni,wine_01h0my5sexmwsha8fgg7n6159b,,47.471607,,
TRUE,,RED,"BAROLO ""CASTIGLIONE"" Vietti Docg","BAROLO ""CASTIGLIONE"" Vietti Docg",,BOTTLE,2018,80,,,https://www.vietti.com/wp-content/uploads/Vietti_Barolo-Castiglione-2018_IT.pdf,Barolo Castiglione,Vietti,wine_01gzr4kt7rmtqah8vf04j2jwxa,,43.87011,,
TRUE,,RED,"BAROLO ""LAZZARITO"" Vietti Docg","BAROLO ""LAZZARITO"" Vietti Docg",,BOTTLE,2018,270,,,https://www.vietti.com/wp-content/uploads/Vietti_Barolo-Lazzarito-2018_IT.pdf,Barolo Lazzarito,Vietti,wine_01gzr4kt7r5pny6wr77tb9cz11,,45.37388,,
TRUE,,RED,"BAROLO ""CEREQUIO"" Vietti Docg","BAROLO ""CEREQUIO"" Vietti Docg",,BOTTLE,2018,270,,,https://www.vietti.com/wp-content/uploads/Vietti_Barolo-Cerequio-2018_IT.pdf,Cerequio Barolo,Vietti,wine_01gzr4kt7rgv6848dfb7z4r84h,,44.572197,,
TRUE,,RED,DOLCETTO “PAPÁ CELSO” Abbona Marziano Dogliani Docg,DOLCETTO “PAPÁ CELSO” Abbona Marziano Dogliani Docg,,BOTTLE,2016,38,,,https://www.abbona.com/wp-content/uploads/2015/03/Pap%C3%A0-Celso-2017-2.pdf,Papà Celso Dolcetto,Abbona,wine_01h0qsxn5x6r94r1wzwmv53wsn,,44.97068,,
TRUE,,RED,DOLCETTO “TRIFOLÈ” Bruno Rocca Dolcetto d’Alba Doc,DOLCETTO “TRIFOLÈ” Bruno Rocca Dolcetto d’Alba Doc,,BOTTLE,2019,29,,,https://www.brunorocca.it/vini/dolcetto-dalba-doc-trifole/,Trifolé Dolcetto d''Alba,Bruno Rocca,wine_01h0my5t2ntjvmpn6s9at78xy0,,49.065174,,
TRUE,,RED,DOLCETTO “ROSSANA” Ceretto Doc,DOLCETTO “ROSSANA” Ceretto Doc,,BOTTLE,2020,29,,,https://www.ceretto.com/uploads/public/2202_ceretto-dolcetto-doc-rossana.pdf,Dolcetto D''Alba Rossana,Ceretto,wine_01gzr4kt6epdnjf9qax3c3x132,,35.790005,,
TRUE,,RED,DOLCETTO Elio Altare Doc,DOLCETTO Elio Altare Doc,,BOTTLE,2020,29,,,https://www.ceretto.com/uploads/public/2202_ceretto-dolcetto-doc-rossana.pdf,Dolcetto d''Alba,Elio Altare,wine_01h0my5t4fj1jzvnr8dyc3cbx9,,44.729015,,
TRUE,,RED,"NEBBIOLO ""GIBLIN"" Ca'Viola Langhe Doc","NEBBIOLO ""GIBLIN"" Ca'Viola Langhe Doc",,BOTTLE,2019,36,4 - 2017,,4 - 2017 https://www.tannico.it/langhe-nebbiolo-doc-giblin-2018-ca-viola.html,Giblin Nebbiolo Langhe,Ca'Viola,wine_01gzr4ksdshw9d6eyph50ks9zs,1232796,46.080307,,
TRUE,,RED,NEBBIOLO “BERNARDINA” Ceretto Doc,NEBBIOLO “BERNARDINA” Ceretto Doc,,BOTTLE,2020,36,9 - 2019,,9 - 2019 https://www.ceretto.com/uploads/public/2213_ceretto-nebbiolo-doc-bernardina.pdf,Nebbiolo d''Alba Bernardina,Ceretto,wine_01gzr4kt6e57qeprbbe7k7g6rg,,40.11681,,
TRUE,,RED,NEBBIOLO “GINESTRINO” Conterno Fantino Langhe Doc,NEBBIOLO “GINESTRINO” Conterno Fantino Langhe Doc,,BOTTLE,2021,36,,,https://www.callmewine.com/nebbiolo-ginestrino-conterno-fantino-2019-P30893.htm,Nebbiolo Langhe Ginestrino,Conterno Fantino,wine_01gzr4ksjegwegeg14ry41e9rq,16644,62.108967,,
TRUE,,RED,"NEBBIOLO ""MARGHE"" Damilano Langhe Doc","NEBBIOLO ""MARGHE"" Damilano Langhe Doc",,BOTTLE,2019,34,,,http://cantinedamilano.it/wp-content/uploads/2017/11/08-Langhe-Nebbiolo-Marghe.pdf,Nebbiolo Langhe Marghe,Damilano,wine_01h0my5rn1r4nrrdj6752599v4,,50.959503,,
TRUE,,RED,NEBBIOLO “CAPISME” Domenico Clerico Langhe Doc,NEBBIOLO “CAPISME” Domenico Clerico Langhe Doc,,BOTTLE,2018,36,,,https://www.callmewine.com/nebbiolo-capisme-e-clerico-2020-P34450.htm,Nebbiolo Langhe Capisme-e,Domenico Clerico,wine_01gzr4kt5y6jqdf4sxkeq5ws5k,,57.611897,,
TRUE,,RED,NEBBIOLO Classico Elio Altare Docg,NEBBIOLO Classico Elio Altare Docg,,BOTTLE,2021,34,,,https://www.callmewine.com/nebbiolo-elio-altare-2020-P33256.htm,Langhe Nebbiolo,Elio Altare,wine_01h0my5rn42xw91mmgrntqs511,,45.367226,,
TRUE,,RED,NEBBIOLO “MONTEGRILLI” Elvio Cogno Langhe Doc,NEBBIOLO “MONTEGRILLI” Elvio Cogno Langhe Doc,,BOTTLE,2019,34,3 - 2018,,3 - 2018 https://www.elviocogno.com/wp-content/uploads/2015/11/10-nebbiolo-it.pdf,Montegrilli Nebbiolo Langhe,Elvio Cogno,wine_01h0qsxnd91sx44qkmr3mtfncn,,59.547054,,
TRUE,,RED,NEBBIOLO La Spinetta Langhe Doc,NEBBIOLO La Spinetta Langhe Doc,,BOTTLE,2019,39,3 - 2016,,3 - 2016 https://www.la-spinetta.com/wp-content/uploads/2020/02/langhe-nebbiolo-2019-ita-1.pdf,Langhe Nebbiolo,La Spinetta,wine_01gzr4kt1kbzebshgcpv4j4wdk,,39.020042,,
TRUE,,RED,NEBBIOLO Massolino Langhe Doc,NEBBIOLO Massolino Langhe Doc,,BOTTLE,2019,34,1 - 2015 mattoni,,1 - 2015 mattoni https://www.massolino.it/wp-content/uploads/Langhe-DOC-Nebbiolo-IT-Massolino.pdf,Nebbiolo Langhe,Massolino,wine_01gzr4ksg1ajt276ehrtmt9nf9,79969,39.205673,,
TRUE,,RED,NEBBIOLO Oddero Langhe Doc,NEBBIOLO Oddero Langhe Doc,,BOTTLE,2020,36,8 - 2019 | 1 - 2018 vetro,,8 - 2019 | 1 - 2018 vetro https://www.oddero.it/images/pdf/it/Langhe_nebbiolo.pdf,Nebbiolo Langhe,Oddero,wine_01h0my5rn3fd1y7q4z6h67yna5,,37.984604,,
TRUE,,RED,"NEBBIOLO ""PERBACCO"" Vietti Doc","NEBBIOLO ""PERBACCO"" Vietti Doc",,BOTTLE,2020,34,,,https://www.vietti.com/vini/nebbiolo-perbacco/nebbiolo-perbacco-2019/,Perbacco Nebbiolo,Vietti,wine_01gzr4kt7rqwdh3c9mffcjqj0q,,46.20043,,
TRUE,,RED,CREMES Gaja Langhe Doc,CREMES Gaja Langhe Doc,,BOTTLE,2018,59,"PINOT NERO,DOLCETTO | 2 - 2016",,"PINOT NERO,DOLCETTO | 2 - 2016 https://www.callmewine.com/cremes-gaja-2019-P27362.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb09QIwsr79vItaB3qkDX8KvDMwNdfwOwIvNe55Xpm-g9SNhjW-4HjIaAhFQEALw_wcB",Cremes Langhe,Gaja,wine_01gzr4ksppd270rmhp05yw7cnd,1136040,38.240883,,
TRUE,,RED,BARBARESCO Riserva “BALUCHIN” Enzo Cocitto Docg,BARBARESCO Riserva “BALUCHIN” Enzo Cocitto Docg,,BOTTLE,2009,78,,,https://www.xtrawine.com/it/vini/cocito-barbaresco-baluchin-riserva-2012/p29091,Barbaresco Baluchin Riserva,Cocito,wine_01h0my5scb51xv21f86xjnyhcr,,46.484783,,
TRUE,,RED,BAROLO Parusso Docg,BAROLO Parusso Docg,,BOTTLE,2013,58,,,https://www.parusso.com/images/vini/langhenebbiolo/Langhe_nebbiolo_PARUSSO_IT_2022.pdf,Barolo,Parusso,wine_01h0my5sez5tz0empcgtadea5s,,34.063442,,
TRUE,,RED,BAROLO “PIRA” Roagna Docg,BAROLO “PIRA” Roagna Docg,,BOTTLE,2009,320,1 sotto tetto,,1 sotto tetto https://www.roagna.com/wp-content/uploads/2015/07/04-Barolo-pira.pdf,Pira Barolo,Roagna,wine_01gzr4kt5zqvt4at8zjhb0m6gf,,42.32221,,
TRUE,,RED,BAROLO “BRICCO PERNICE” Elvio Cogno Docg,BAROLO “BRICCO PERNICE” Elvio Cogno Docg,,BOTTLE,2010,116,mattoni,,mattoni https://www.elviocogno.com/wp-content/uploads/2015/11/02-barolo-briccopernice-it.pdf,Bricco Pernice Barolo,Elvio Cogno,wine_01h0my5sf2s8gbn9h9rqqjg7vk,,55.616898,,
TRUE,,RED,BAROLO “TERLO RAVERA” Abbona Marziano Docg,BAROLO “TERLO RAVERA” Abbona Marziano Docg,,BOTTLE,2004,89,mattoni,,mattoni https://www.callmewine.com/barolo-ravera-abbona-2015-P23210.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb0Rp4ljOwA54UI4RwEcaHNjKVFf4Tg_bv3D4UgFEGbBD3yRr5GbtTYaAjACEALw_wcB,Barolo Terlo Ravera,Abbona,wine_01h0my5sezjt713t9x08s9n0jx,,49.486843,,
TRUE,,RED,BAROLO “CERVIANO” Abbona Marziano Docg,BAROLO “CERVIANO” Abbona Marziano Docg,,BOTTLE,2011,89,,,https://www.abbona.com/wp-content/uploads/2015/03/barolo-docg-cerviano-it-2011-1.pdf,Barolo Cerviano,Abbona,wine_01h0my5sf5ha4318dx99295q64,,44.15611,,
TRUE,,WHITE,POGGIO ALLE GAZZE Tenuta dell’ Ornellaia Toscana IGT,POGGIO ALLE GAZZE Tenuta dell’ Ornellaia Toscana IGT,,BOTTLE,2013,55,"SAUVIGNON BLANC, VIOGNER, VERMENTINO, VERDICCHIO | mattoni",,"SAUVIGNON BLANC, VIOGNER, VERMENTINO, VERDICCHIO | mattoni https://www.ornellaia.com/wp-content/uploads/2022/03/PG2020-VINTAGE-SHEET-IT.pdf",Poggio alle Gazze,Ornellaia,wine_01gzr4kt8429ngd7379nr5td8w,,51.287865,,
TRUE,,WHITE,POMINO BIANCO Riserva “BENEFIZIO” C. di Pomino Doc,POMINO BIANCO Riserva “BENEFIZIO” C. di Pomino Doc,,BOTTLE,2013,42,CHARDONNAY | mattoni,,CHARDONNAY | mattoni ,Benefizio Riserva Pomino Bianco,Castello Pomino,wine_01gzr4kss348s7ywj3zfqbtkz4,1127204,78.503944,,
TRUE,,WHITE,"SAUVIGNON BLANC ""SERENA"" C. di Banfi Toscana IGT","SAUVIGNON BLANC ""SERENA"" C. di Banfi Toscana IGT",,BOTTLE,2018,26,,,,Serena Sauvignon Blanc,Banfi,wine_01gzr4ksgcbqwa5w8qhs6xf0kf,22906,36.687397,,
TRUE,,RED,BRUNELLO DI MONTALCINO Biondi Santi Docg,BRUNELLO DI MONTALCINO Biondi Santi Docg,,BOTTLE,2016,260,2 - 2009 | 2 - 2011,,2 - 2009 | 2 - 2011 https://www.biondisanti.it/pdfgen/sheet/77/461/it,Brunello di Montalcino,Biondi-Santi,wine_01gzr4ksd3w8328ttr5b1njkxs,1558589,46.640785,,
TRUE,,RED,BRUNELLO DI MONTALCINO “POGGIO ALLE MURA” C. di Banfi Docg,BRUNELLO DI MONTALCINO “POGGIO ALLE MURA” C. di Banfi Docg,,BOTTLE,2016,56,8 - 2013,,8 - 2013 https://www.callmewine.com/brunello-montalcino-poggio-alle-mura-banfi-2017-P38675.htm,Poggio alle Mura Brunello di Montalcino,Banfi,wine_01gzr4ksga1y9bvbrackprhjgv,1133661,49.15533,,
TRUE,,RED,BRUNELLO DI MONTALCINO Cerbaiona Docg,BRUNELLO DI MONTALCINO Cerbaiona Docg,,BOTTLE,2018,260,,,https://www.tannico.it/brunello-di-montalcino-docg-2016-cerbaiona.html,Brunello di Montalcino,Cerbaiona,wine_01h0f3cmcrmmwakxk8mfqt06v7,,45.984425,,
TRUE,,RED,BRUNELLO DI MONTALCINO Gaja - Pieve Santa Restituta Docg,BRUNELLO DI MONTALCINO Gaja - Pieve Santa Restituta Docg,,BOTTLE,2016,96,7 - 2015,,7 - 2015 https://www.winedoor.it/brunello-di-montalcino-docg-pieve-santa-restituta-gaja.html,Pieve Santa Restituta Brunello di Montalcino,Gaja,wine_01gzr4ksd4mq78mgrkc03t10kd,1165708,53.824303,,
TRUE,,RED,BRUNELLO DI MONTALCINO Mastrojanni Docg,BRUNELLO DI MONTALCINO Mastrojanni Docg,,BOTTLE,2014,85,1 - 2013,,1 - 2013 https://www.mastrojanni.com/pdfgen/sheet/36/248/it,Brunello di Montalcino,Mastrojanni,wine_01gzr4ksd7xxn6av2sket6k35p,57194,43.923687,,
TRUE,,RED,BRUNELLO DI MONTALCINO Tenuta Le Potazzine Docg,BRUNELLO DI MONTALCINO Tenuta Le Potazzine Docg,,BOTTLE,2017,110,3 - 2013 | 2 - 2012 *controllare*,,3 - 2013 | 2 - 2012 *controllare* https://acrobat.adobe.com/link/review?uri=urn:aaid:scds:US:5ab8091d-3ff6-3724-a64a-1f7073f41ee7#pageNum=1,Brunello di Montalcino Le Potazzine,Le Potazzine,wine_01h0f3cmcr6qcm57fsqnxh2qwt,,55.646095,,
TRUE,,RED,BRUNELLO DI MONTALCINO Riserva Tenuta Le Potazzine Docg,BRUNELLO DI MONTALCINO Riserva Tenuta Le Potazzine Docg,,BOTTLE,2011,280,1 sotto tetto,,1 sotto tetto https://acrobat.adobe.com/link/review?uri=urn:aaid:scds:US:098477bf-c230-3afc-96f5-1a227d415dc5,Brunello di Montalcino Le Potazzine,Le Potazzine,wine_01h0f3cmcr6qcm57fsqnxh2qwt,,55.646095,,
TRUE,,RED,CHIANTI Classico Castello di Ama Docg,CHIANTI Classico Castello di Ama Docg,,BOTTLE,2019,36,4 - 2018,,4 - 2018 https://www.datocms-assets.com/11287/1611656740-ama-2019-ita.pdf,Chianti Classico,Castello di Ama,wine_01gzr4ksd458e1b3jk0y3k9tsm,89884,39.377014,,
TRUE,,RED,"CHIANTI Classico Riserva ""LE BARONCOLE"" Fattoria San Giusto A Rentennano Docg","CHIANTI Classico Riserva ""LE BARONCOLE"" Fattoria San Giusto A Rentennano Docg",,BOTTLE,2019,45,"97% SANGIOVESE, 3% CANNAIOLO",,"97% SANGIOVESE, 3% CANNAIOLO https://distilwine.com/rossi/690-chianti-classico-riserva-le-baroncole-docg-san-giusto-a-rentennano.html#:~:text=Descrizione,%2C%20viola%20appassita%2C%20molto%20complesso.",Chianti Classico Le Baroncole Riserva,San Giusto a Rentennano,wine_01gzr4ksp0k1j80td4b5x0trqw,1202997,69.44678,,
TRUE,,RED,CHIANTI Classico Fontodi Docg,CHIANTI Classico Fontodi Docg,,BOTTLE,2020,45,,,http://www.fontodi.com/assets/chianticlassico_fontodi.pdf,Chianti Classico,Fontodi,wine_01gzr4kt80f0t49p6s4b6nvkdv,,39.469765,,
TRUE,,RED,CHIANTI RUFINA Riserva “NIPOZZANO” Frescobaldi Docg,CHIANTI RUFINA Riserva “NIPOZZANO” Frescobaldi Docg,,BOTTLE,2018,29,9 - 2015,,9 - 2015 https://www.frescobaldi.com/it/pdf/nipozzano-riserva/2018,Chianti Rùfina Riserva,Castello Nipozzano,wine_01gzr4ksd1e9gd713mv8f14tf5,20983,38.81228,,
TRUE,,RED,CHIANTI Classico “TENUTA PERANO” Frescobaldi Docg,CHIANTI Classico “TENUTA PERANO” Frescobaldi Docg,,BOTTLE,2019,29,,,https://www.frescobaldi.com/it/pdf/tenuta-perano/2016,Chianti Classico,Tenuta Perano,wine_01gzr4kscp2250bdzzaqv7eh6h,6328862,41.839394,,
TRUE,,RED,"CHIANTI Classico Gran Selezione ""RIALZI TENUTA PERANO” Frescobaldi Docg","CHIANTI Classico Gran Selezione ""RIALZI TENUTA PERANO” Frescobaldi Docg",,BOTTLE,2017,69,1 - 2018,,1 - 2018 https://www.frescobaldi.com/it/pdf/rialzi/2015,Rialzi Chianti Classico Gran Selezione,Tenuta Perano,wine_01gzr4kscpet6gw28c09be842r,7007717,55.689156,,
TRUE,,RED,CHIANTI Classico Riserva “TENUTA PERANO” Frescobaldi Docg,CHIANTI Classico Riserva “TENUTA PERANO” Frescobaldi Docg,,BOTTLE,2015,39,,,https://www.frescobaldi.com/it/pdf/tenuta-perano-riserva/2015,Chianti Classico Riserva,Tenuta Perano,wine_01gzr4kscq3v162hxdht6qcnvf,6330061,44.496044,,
TRUE,,RED,"CHIANTI Classico Lamole & Lamole ""DUELAME"" Docg","CHIANTI Classico Lamole & Lamole ""DUELAME"" Docg",,BOTTLE,2019,29,3 - 2016,,3 - 2016 https://www.lamole.com/wp-content/uploads/2019/11/LAM_Duelame_Chianti-Classico-DOCG_ITA.pdf,Duelame Chianti Classico,Lamole di Lamole,wine_01h0qzm04zabxqk2vh5aa2b4fd,,71.929596,,
TRUE,,RED,"CHIANTI Classico Riserva Lamole & Lamole ""LAREALE"" Docg","CHIANTI Classico Riserva Lamole & Lamole ""LAREALE"" Docg",,BOTTLE,2018,44,,,https://www.lamole.com/wp-content/uploads/2019/11/LAM_Lareale_Chianti-Classico-DOCG_Riserva_ITA.pdf,Lareale Riserva Chianti Classico,Lamole di Lamole,wine_01h0qzm2waqsdmdcvkb5yxg4vp,,69.94741,,
TRUE,,RED,CHIANTI Classico “GRAN SELEZIONE” Lamole & Lamole Docg,CHIANTI Classico “GRAN SELEZIONE” Lamole & Lamole Docg,,BOTTLE,2015,49,2 - 2012,,2 - 2012 https://www.tannico.it/chianti-classico-gran-selezione-docg-vigneto-di-campolungo-2015-magnum-lamole-di-lamole-cassetta-di-legno.html,Vigna Grospoli Gran Selezione Chianti Classico,Lamole di Lamole,wine_01hawwcw6c65e5v27ne59dw1rx,,64.90504,,
TRUE,,RED,ROSSO DI MONTALCINO Cerbaiona IGT,ROSSO DI MONTALCINO Cerbaiona IGT,,BOTTLE,2020,69,7 - 2017,,7 - 2017 https://www.callmewine.com/rosso-montalcino-cerbaiona-2019-P37349.htm?gclid=CjwKCAjwrNmWBhA4EiwAHbjEQDEdneye9WDl94QOBnMvp9EURkNdubtoF36-esQv1KbsMjjtZpWp4BoC7cMQAvD_BwE,Rosso di Montalcino,Cerbaiona,wine_01h0my5sjcvxgk4fbgwr7wkq0j,,43.30862,,
TRUE,,RED,ROSSO DI MONTALCINO Mastrojanni Doc,ROSSO DI MONTALCINO Mastrojanni Doc,,BOTTLE,2018,39,,,https://www.mastrojanni.com/pdfgen/sheet/40/252/it,Rosso di Montalcino,Mastrojanni,wine_01gzr4kt24smq1ccqhfwz72d3r,,41.247883,,
TRUE,,RED,ROSSO DI MONTALCINO Tenuta Le Potazzine Doc,ROSSO DI MONTALCINO Tenuta Le Potazzine Doc,,BOTTLE,2020,42,8 - 2017,,8 - 2017 https://acrobat.adobe.com/link/review?uri=urn:aaid:scds:US:7dc13a49-1900-3742-bcc2-3b131b0127e9#pageNum=1,Brunello di Montalcino Le Potazzine,Le Potazzine,wine_01h0f3cmcr6qcm57fsqnxh2qwt,,50.642967,,
TRUE,,RED,IL PARETO A. & G. Folonari Tenuta Nozzole IGT,IL PARETO A. & G. Folonari Tenuta Nozzole IGT,,BOTTLE,2018,95,CABERNET SAUVIGNON | 1 - 2013,,CABERNET SAUVIGNON | 1 - 2013 https://www.tenutefolonari.com/wp-content/uploads/2022/01/IL-PARETO-2017.pdf,Toscana Il Pareto,Tenuta di Nozzole,wine_01gzr4ksd9ptp4r68vg492ppq5,1100318,42.383423,,
TRUE,,RED,SOR UGO Aia Vecchia Bolgheri Superiore Doc,SOR UGO Aia Vecchia Bolgheri Superiore Doc,,BOTTLE,2016,55,"CABERNET SAUVIGNON, MERLOT, PETIT VERDOT",,"CABERNET SAUVIGNON, MERLOT, PETIT VERDOT https://www.aiavecchiabolgheri.it/wp-content/uploads/doc/scheda_tecnica_sor_ugo_it.pdf",Sor Ugo Bolgheri Superiore,Aia Vecchia,wine_01h0f3cmc1yvwq1myb582zb5e2,,58.501392,,
TRUE,,RED,IL PINO DI BISERNO Biserno Toscana IGT,IL PINO DI BISERNO Biserno Toscana IGT,,BOTTLE,2020,79,"CABERNET FRANC, CABERNET SAUVIGNON, MERLOT, PETIT VERDOT | 4 - 2018",,"CABERNET FRANC, CABERNET SAUVIGNON, MERLOT, PETIT VERDOT | 4 - 2018 https://www.biserno.it/public/wines/Tenuta%20di%20Biserno_Schede%20Tecniche_A4_IL%20PINO%20DI%20BISERNO_ITA_2018_ehiblwqw.pdf",Il Pino di Biserno,Biserno,wine_01gzr4ktfgp9e2x9h8da6w61wy,,86.81986,,
TRUE,,RED,50&50 Capannelle Toscana IGT,50&50 Capannelle Toscana IGT,,BOTTLE,2017,170,"SANGIOVESE, MERLOT | 1 - 2016",,"SANGIOVESE, MERLOT | 1 - 2016 https://www.avignonesi.it/it/portfolio-item/5050/",50 & 50,Capannelle,wine_01gzr4ksd53a52xqrepkrchv7c,1958459,51.530804,,
TRUE,,RED,SOLARE Capannelle Toscana IGT,SOLARE Capannelle Toscana IGT,,BOTTLE,2014,95,"SANGIOVESE, MALVASIA NERA",,"SANGIOVESE, MALVASIA NERA https://www.xtrawine.com/it/vini/capannelle-solare-2016/p37491",Solare Toscana,Capannelle,wine_01gzr4kt7w82aqgmxeg1npdnvz,,44.284607,,
TRUE,,RED,L'APPARITA Chianti Classico Castello di Ama Docg,L'APPARITA Chianti Classico Castello di Ama Docg,,BOTTLE,2016,330,MERLOT,,MERLOT https://www.datocms-assets.com/11287/1589557439-l-apparita-2016-ita.pdf,L''Apparita,Castello di Ama,wine_01gzr4ksd960sygzpm3fmahghh,89900,39.87558,,
TRUE,,RED,L'APPARITA Chianti Classico Castello di Ama Docg,L'APPARITA Chianti Classico Castello di Ama Docg,,BOTTLE,2018,330,MERLOT,,MERLOT https://www.datocms-assets.com/11287/1637162977-l-apparita-2018-ita.pdf,L''Apparita,Castello di Ama,wine_01gzr4ksd960sygzpm3fmahghh,89900,39.87558,,
TRUE,,RED,VIGNETO BELLAVISTA Chianti Classico Castello di Ama Docg,VIGNETO BELLAVISTA Chianti Classico Castello di Ama Docg,,BOTTLE,2016,280,"SANGIOVESE, MALVASIA NERA",,"SANGIOVESE, MALVASIA NERA https://www.datocms-assets.com/11287/1589458168-vigneto-bellavista-2016-ita.pdf",Vigneto Bellavista Chianti Classico,Castello di Ama,wine_01gzr4kss5z5bbr4hnsrf4t5b8,1647685,50.652264,,
TRUE,,RED,VIGNETO LA CASUCCIA Chianti CLassico Castello di Ama Docg,VIGNETO LA CASUCCIA Chianti CLassico Castello di Ama Docg,,BOTTLE,2016,280,"SANGIOVESE, MERLOT",,"SANGIOVESE, MERLOT https://www.datocms-assets.com/11287/1589458064-vigneto-la-casuccia-2016-ita.pdf",Vigneto La Casuccia Chianti Classico Gran Selezione,Castello di Ama,wine_01gzr4kss5r52yc8xcfn7xh7qj,1180658,48.009132,,
TRUE,,RED,EXCELSUS Castello di Banfi Toscana IGT,EXCELSUS Castello di Banfi Toscana IGT,,BOTTLE,2013,52,"MERLOT, SANGIOVESE",,"MERLOT, SANGIOVESE https://www.banfi.it/it/vini-banfi/p@excelsus",ExcelsuS,Banfi,wine_01gzr4ksgbpcfp37021zw1nn7p,1133669,35.950287,,
TRUE,,RED,ROSSO 385 Ciacci Piccolomini d'Aragona Toscana IGT,ROSSO 385 Ciacci Piccolomini d'Aragona Toscana IGT,,BOTTLE,2016,29,"MERLOT, CILIEGIOLO, SYRAH",,"MERLOT, CILIEGIOLO, SYRAH https://www.tannico.it/toscana-rosso-igt-385-2016-ciacci-piccolomini-d-aragona.html",385 Toscana Rosso,Ciacci Piccolomini d'Aragona,wine_01gzr4ktfws3stv63y763tm07w,,68.00596,,
TRUE,,RED,DUEMANI Costa Toscana IGT,DUEMANI Costa Toscana IGT,,BOTTLE,2017,210,CABERNET FRANC,,CABERNET FRANC https://www.duemani.eu/shop/prodotto/duemani-igp-costa-toscana-2017/,Duemani Cabernet Franc,Duemani,wine_01gzr4ktfh8e4ne1eqt4kapfrq,,42.252243,,
