ok,type,name,winery_name,area,size,vintage,price,info,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score
TRUE,WHITE,CHABLIS,DOMAINE SERVIN,3-1,BOTTLE,2020,60,,,Chablis,Domaine Servin,wine_01h4pmmh0s0yekmxyxfgd9af2y,,34.952385
TRUE,WHITE,CHABLIS PREMIER CRUFOURCHAUME,DOMAINE YVON & LAURENT VOCORET,,BOTTLE,2021,85,,,Chablis,Domaine Yvon & Laurent Vocoret,wine_01h4pmmh0w393zc87m0s5rx76g,,46.849976
TRUE,WHITE,BOURGOGNE ALIGOTE',DURRBACH MOIN,,BOTTLE,,65,,,Bourgogne Aligoté,Christian Morin,wine_01h0qzm1g4vjrnhs73s03nfqph,,24.184454
TRUE,WHITE,LES ARGILES BIO,FRANCOIS CHIDANE,3-2,BOTTLE,2020,65,,,Les Argiles Vouvray,François Chidaine,wine_01gzr4ksrx15k91md0y0xvsfcb,1180104,43.28991
TRUE,WHITE,CHABLIS,GILBERT PICQ,3-1,BOTTLE,2021,55,,,Chablis,Gilbert Picq,wine_01h0my5svd6jgsa972xnenb95c,,41.089466
TRUE,WHITE,RED STONE RIESLING TROCKEN,GUNDERLOCH,,BOTTLE,2018,35,,,Red Stone Riesling,Weingut Gunderloch,wine_01h4pmmh3a1mjkaw4jxkd9xs2p,,37.197567
TRUE,WHITE,BOURGOGNE HAUTESCÓTES DE NUITS BLANCDEMOSEILLE HUGUETTE,GUY & YVAN DUFOULEUR,3-1,BOTTLE,2020,60,,,Demoiselle Huguette Bourgogne Hautes-Côtes de Nuits Blanc,Guy & Yvan Dufouleur,wine_01h4pmmgwwzpqgha5ptq3vybve,,55.758987
FALSE,WHITE,DR. FISCHERRIESLING TROCKEN MOSEL,J. HOFSTÄTTER,FRIGO MESCITA,BOTTLE,2022,30,,,Riesling Trocken,J. Hettinger,wine_01h4pmmh3c6r3xdz8y4a6fhyhk,,17.316284
FALSE,WHITE,DR. FISCHER GEWÜRZTRAMINER,J. HOFSTÄTTER,FRIGO MESCITA,BOTTLE,2022,30,,,Gewürztraminer,J. Hofstätter,wine_01h0qzm1vg3y386agp77mh76qw,,37.7805
FALSE,WHITE,MALVASIA ISTRIANA,LEONARDO PALCIC,FR MES,BOTTLE,2019,40,,,La Malvasia di Milano,La Vigna di Leonardo,wine_01h0qsxnsx5a4f4m1w5xkce1gt,,18.181349
FALSE,WHITE,MALVASIA ISTRIANA PRIMO TAIO,LEONARDO PALCIC,FR MES,BOTTLE,2021,35,,,La Malvasia di Milano,La Vigna di Leonardo,wine_01h0qsxnsx5a4f4m1w5xkce1gt,,18.181349
TRUE,WHITE,ROUSSANNE CHEMINS DE BASSAC,LES CHEMINS DE BASSAC,SCAFFALE,BOTTLE,2021,40,,,Roussanne,Les Chemins de Bassac,wine_01h4pmmh405ec4dw8zvrw8ykqe,,49.5259
TRUE,WHITE,MOSEL HAUS KLOSTERBERG RIESLING QBA TROCKEN,MARCUS MOLITOR,3-2,BOTTLE,2020,40,,,Haus Klosterberg Riesling Trocken,Markus Molitor,wine_01h0r2ppyqb4q4sehfn8kbt41d,,49.072388
TRUE,WHITE,MOSEL HAUS KLOSTERBERG RIESLING QBA TROCKEN,MARCUS MOLITOR,,BOTTLE,2020,35,,,Haus Klosterberg Riesling Trocken,Markus Molitor,wine_01h0r2ppyqb4q4sehfn8kbt41d,,49.072388
TRUE,WHITE,PINOT GRIGIO CRU SELECTION,MARJAN SIMCIC,4-1,BOTTLE,2020,60,,,Pinot Grigio Cru Selection,Marjan Simčič,wine_01gzr4ksszazn8xc6vyvy11av7,9930782,34.40551
TRUE,WHITE,RIBOLLA,MARJAN SIMCIC,4-1,BOTTLE,2022,35,,,Ribolla,Marjan Simčič,wine_01gzr4kssypr8ssbgks1t13j1y,5908197,28.262596
FALSE,WHITE,CHARDONNAY,MARJAN SIMCIC,4-1,BOTTLE,2022,35,,,Chardonnay,Margan,wine_01h0r2ppmsndtdkxtw88pd494k,,24.66247
FALSE,WHITE,RIBOLLA CRU SELECTION,MARJAN SIMCIC,4-1,BOTTLE,2020,60,,,Rebula Cru Selection,Marjan Simčič,wine_01gzr4kssz8gv8db88f0kmf0a6,1169455,28.394575
TRUE,WHITE,RIBOLLA GIALLA OPOKA,MARJAN SIMCIC,4-2,BOTTLE,2019,80,,,Ribolla Opoka,Marjan Simčič,wine_01gzr4ksszk3k6hehdnm0ggrav,2364832,39.600693
TRUE,WHITE,SAUVIGNON BLANC CRU SELECTION,MARJAN SIMCIC,,BOTTLE,2020,60,,,Sauvignon Blanc Cru Selection,Marjan Simčič,wine_01gzr4ksszrgfa3gwb4sxk3e1f,2652315,32.97537
TRUE,WHITE,SAUVIGNON VERT OPOKA,MARJAN SIMCIC,4-2,BOTTLE,2019,85,,,Sauvignon Vert Opoka,Marjan Simčič,wine_01gzr4kst0e9pcx7xpnbfx4q9y,9176204,41.021214
TRUE,WHITE,EPIC,MEINKLANG,,BOTTLE,2022,35,,,Epic,Meinklang,wine_01h4pmmh53s16w7jwk71qdhhh7,,39.38495
TRUE,WHITE,CHARDONNAY PAYS D' OC,MOULIN DE GASSAC,3-2,BOTTLE,,25,,,Chardonnay,Moulin de Gassac,wine_01h4pmmh4j9kdkksda49p44hx0,,37.632378
TRUE,WHITE,BOURGOGNE ALIGOTE',PIERRICK BOULEY,3-1,BOTTLE,2020,60,,,Bourgogne Aligoté,Pierrick Bouley,wine_01h4pmmh12sfzfn5dgh87jmx4j,,49.70424
TRUE,WHITE,CHABLIS VIEILLES VIGNES,ROY PREVOSTAT & FILS,3-1,BOTTLE,2020,80,,,Chablis Vieilles Vignes,Roy Prevostat & Fils,wine_01h4pmmh0xrqk1e3ppdmt70em8,,58.28704
TRUE,WHITE,RIESLING TROCKEN BOP,SCHLOSS REINHARTHAUSEN,3-2,BOTTLE,2021,35,,,Riesling Trocken,Schloss Reinhartshausen,wine_01h4pmmh3cp3gb1k0v8hp6dj9m,,40.543003
TRUE,WHITE,POILLY FUME'BLANC,SERGE DAGUENEAU,3-1,BOTTLE,2022,60,,,Pouilly-Fumé Tradition,Serge Dagueneau & Filles,wine_01h4pmmh1kmk3hhtrm9h9vxya2,,37.949036
FALSE,WHITE,C'EST COMME CA,STEPHANE DELETTRE,SCAFFALE,BOTTLE,2020,35,,,La Combe de Malleval Condrieu,Michel & Stéphane Ogier,wine_01h0qsxnrcrtx0m8s8ggracaar,,17.733952
TRUE,WHITE,BLANC SEC DE SUDUIRAUT,SUDUIRAUT,3-2,BOTTLE,2019,45,,,Lions de Suduiraut Blanc Sec,Château Suduiraut,wine_01gzr4kt44g1e1vs7k1a1q2xr2,,41.745296
TRUE,WHITE,LAURENTCHÂTEAUNEUF DU PAPE,TARDIEU,,BOTTLE,2021,135,,,Châteauneuf-du-Pape Vieilles Vignes Blanc,Tardieu-Laurent,wine_01h4pmmgwjnbw0my9pyxmj7ngd,,26.450804
FALSE,WHITE,VDF BLANC CUVEE JOJO CHENIN,THIUBAUT HENRION,,BOTTLE,2019,60,,,Les Galuches Chenin,Thibaut Henrion,wine_01h4pmmh59aqcvarbmm3041fyh,,46.102604
TRUE,WHITE,SANCERRE FLORES,VINCENT PINARD,3-2,BOTTLE,2021,65,,,Florés Sancerre,Vincent Pinard,wine_01h4pmmh5ed5nzya83zg45rwg0,,48.798668
TRUE,WHITE,SCHIST HAPPENS,WEINGUT MICHI LORENZ,,BOTTLE,2021,75,,,Schist Happens,Michi Lorenz,wine_01h4pmmh5e4g00350mc29enp5f,,59.013275
FALSE,WHITE,RIESLING ALTE REBEN TROCKEN,WEINGUT MOLITOR,,BOTTLE,2019,55,,,Molitor Riesling Alte Reben Trocken,Molitor Rosenkreuz,wine_01h4pmmh5n3rc2wddenjxn5d5v,,32.515457
TRUE,WHITE,RIESLING NEUGBERG TROKEN,WEINGUT RAUEN,FRIGO MESCITA,BOTTLE,,40,,,Riesling Trocken,Weingut Familie Rauen,wine_01h4pmmh45d6hq7r4vsgzm5b6g,,33.111702
FALSE,RED,VANDARI FALANGHINA D.O.C.,ANTICA MASSERIA VENDITTI,,BOTTLE,2019,30,,,Vándari Barbera,Antica Masseria Venditti,wine_01h0my5rm1bj97zkywpyzwn3qa,,52.359955
TRUE,RED,COSTERA CANNONAU D.O.C.,ARGIOLAS,SCAFFALE,BOTTLE,,35,,,Costera Cannonau di Sardegna,Argiolas,wine_01gzr4ksrw6f44hg3y15z0dm2c,1161006,38.44552
TRUE,RED,BRUNELLO DI MONTALCINO S.O.C.G. POGGIO ALLE MURA,BANFI,BOTTIGLIERA,BOTTLE,2001,140,,,Poggio alle Mura Brunello di Montalcino,Banfi,wine_01gzr4ksga1y9bvbrackprhjgv,1133661,46.21132
FALSE,RED,BAROLO D.O.C.G.,LE COSTE DI MONFORTE,4 SCAFFALE 2 MAGAZZINO,BOTTLE,2018,95,,,Aceto di Barolo,Monforte Acerba,wine_01h0my5skdxrt25qtxv4nzxz40,,26.442966
FALSE,RED,DOGLIANI SUPERIORE PIANEZZO VIGNA SORI' SAN MARTINO D.O.C.G.,BOSCHIS FRANCESCO,4 SCAFFALE 2 MAGAZZINO,BOTTLE,2020,35,,,Sorì San Martino Dogliani Superiore,Boschis Francesco,wine_01gzr4kt61e1gcjdarcb30xr1x,,59.98071
TRUE,RED,AMA CHIANTI CLASSICO D.O.C.G.,CASTELLO DI AMA,SCAFFALE,BOTTLE,2020,45,,,Chianti Classico,Castello di Ama,wine_01gzr4ksd458e1b3jk0y3k9tsm,89884,39.175697
TRUE,RED,IL CHIUSO I.G.T.,CASTELLO DI AMA,SCATOLA,BOTTLE,2021,48,,,Il Chiuso,Castello di Ama,wine_01gzr4kss4482788s5dth7nehj,1182049,44.601013
TRUE,RED,SAN LORENZO GRAN SELEZIONED.O.C.G.,CASTELLO DI AMA,4 BOTTIGLIERA 2 SCATOLA,BOTTLE,2019,95,,,Chianti Classico Vigneto Gran Selezione San Lorenzo,Castello di Ama,wine_01gzr4ksny6gja7fn0tpxa4jdv,2411943,40.374287
TRUE,RED,SAN LORENZO GRAN SELEZIONED.O.C.G.,CASTELLO DI AMA,BOTTIGLIERA,MAGNUM,2019,190,,,Chianti Classico Vigneto Gran Selezione San Lorenzo,Castello di Ama,wine_01gzr4ksny6gja7fn0tpxa4jdv,2411943,40.374287
TRUE,RED,RABAJA' BAS BARBARESCO D.O.C.G.,CASTELLO DI VERDUNO,SCAFFALE,BOTTLE,2019,85,,,Rabajà Barbaresco,Castello di Verduno,wine_01gzr4kss4gwk9ngw3nr5wy7nt,1206280,47.25079
TRUE,RED,BARBARESCO D.O.C.G. BIO,CERETTO,BOTTIGLIERA,BOTTLE,2020,80,,,Barbaresco,Ceretto,wine_01gzr4kt6e8t3kr0338y8df3ry,,33.95253
TRUE,RED,BARBERA D'ALBA D.O.C. PIANA BIO,CERETTO,BOTTIGLIERA,BOTTLE,2021,35,,,Barbera d''Alba Piana,Ceretto,wine_01gzr4kt6eee3etext8jsxcaw1,,39.462517
TRUE,RED,BAROLO D.O.C.G. BIO,CERETTO,BOTTIGLIERA,BOTTLE,2019,95,,,Barolo,Ceretto,wine_01gzr4kt6dg12ga74cyqmag57t,,32.805573
TRUE,RED,NEBBIOL0 D'ALBA D.O.C. BERNARDINA BIO,CERETTO,BOTTIGLIERA,BOTTLE,2021,45,,,Nebbiolo d''Alba Bernardina,Ceretto,wine_01gzr4kt6e57qeprbbe7k7g6rg,,41.356678
TRUE,RED,LAGREIN D.O.C. RISERVA MANTSCH,COLTERENZIO,4 SCAFFALE 2 MAGAZZINO,BOTTLE,2020,38,,,Mantsch Lagrein Riserva,Colterenzio (Schreckbichl),wine_01gzr4kt492y5tscpcks9sqjjr,,41.651196
TRUE,RED,PINOT NERO D.O.C. RISERVA ST. DANIEL,COLTERENZIO,4 SCAFFALE 2 MAGAZZINO,BOTTLE,2020,38,,,St. Daniel Pinot Nero (Blauburgunder) Riserva,Colterenzio (Schreckbichl),wine_01gzr4kskv33cewkey32djev36,11193,38.42353
TRUE,RED,PINOT NERO D.O.C. RISERVA ST. DANIEL,COLTERENZIO,SOPRA FRIGO,MAGNUM,2020,85,,,St. Daniel Pinot Nero (Blauburgunder) Riserva,Colterenzio (Schreckbichl),wine_01gzr4kskv33cewkey32djev36,11193,38.42353
TRUE,RED,DOLCETTO D’ALBA D.O.C.,GIUSEPPE CORTESE,BOTTIGLIERA-MAG,BOTTLE,,25,,,Dolcetto d''Alba,Giuseppe Cortese,wine_01h0my5t8pwpex66k73s0xvcr6,,42.31029
FALSE,RED,SCHIAVA GRANITO,HARTMANN DONA',SCAFFALE,BOTTLE,2020,48,,,Liquid Stone Phyllit Vernatsch - Schiava,Hartmann Donà,wine_01h0qzm1v55hz29wndfg36hhtq,,35.49889
TRUE,RED,PINOT NERO RISERVA MAZON D.O.C..,HOFSTATTER,4 SCAFFALE 2 MAGAZZINO,BOTTLE,2020,75,,,Mazon Riserva,J. Hofstätter,wine_01h0qzm1vf1xzamprrnxx0043s,,32.50114
TRUE,RED,PINOT NERO,LES CRETES,,BOTTLE,2022,35,,,Pinot Nero,Les Crêtes,wine_01gzr4ksqf47yd69xpd2asd7zy,95237,33.454823
TRUE,RED,SYRAH D.O.P. COTEAU LA TOUR,LES CRETES,,BOTTLE,2019,40,,,Coteau la Tour Syrah,Les Crêtes,wine_01gzr4ksqfeqm5yqe8axz5z57p,1277431,42.71081
TRUE,RED,PINOT NERO COSTANERA NERO VENETO I.G.T. BIO,MASARI,4 SCAFFALE 2 MAGAZZINO,BOTTLE,,35,,,Costa Nera Pinot Nero,Masari,wine_01gzr4ktrxxdcshbhqt7wj25kw,,42.245747
TRUE,RED,AMARONE DELLA VALPOLICELLA CLASSICO D.O.C. COSTASERA,MASI,SCAFFALE,BOTTLE,2003,195,,,Costasera Amarone della Valpolicella Classico,Masi,wine_01gzr4ksd1hjdw9h6nhb6ar8vq,21929,41.279816
TRUE,RED,AMARONE DELLA VALPOLICELLA CLASSICO D.O.C. COSTASERA,MASI,SCAFFALE,BOTTLE,2004,190,,,Costasera Amarone della Valpolicella Classico,Masi,wine_01gzr4ksd1hjdw9h6nhb6ar8vq,21929,41.279816
TRUE,RED,AMARONE DELLA VALPOLICELLA CLASSICO D.O.C.G. COSTASERA /18,MASI,SCAFFALE,BOTTLE,2017,95,,,Costasera Amarone della Valpolicella Classico,Masi,wine_01gzr4ksd1hjdw9h6nhb6ar8vq,21929,41.279816
TRUE,RED,AMARONE DELLA VALPOLICELLA CLASSICO RISERVA D.O.C. COSTASERA,MASI,SCAFFALE,BOTTLE,2005,220,,,Costasera Amarone della Valpolicella Classico Riserva,Masi,wine_01gzr4kt1x6ajfw8xnmfax6dmj,,41.892075
TRUE,RED,CAMPOFIORIN ROSSO DEL VERONESE I.G.T. DOPPIA FERMENTAZIONE,MASI,SCAFFALE 3,BOTTLE,,35,,,Campofiorin Rosso Veronese,Masi,wine_01gzr4ksd16ze9p74vmrtf9jdg,21948,38.7638
TRUE,RED,SASSIROSSI ISONZO D.O.C.,MASÙT DA RIVE,4 SCAFFALE 2 MAGAZZINO,BOTTLE,2021,35,,,Sassirossi,Masut Da Rive,wine_01h0my5shydr4daz8g7ac3ddeb,,47.711765
TRUE,RED,AMMONITE ROSSO I.G.T.,MONTE BRECALE,,BOTTLE,2022,30,,,Ammonite Rosso,Monte Brècale,wine_01h0my5t1de870zr6tjryrs922,,48.41142
TRUE,RED,CHIANTI COLLI FIORENTINI D.O.C.G.,OTTOMANI,SCAFFALE,BOTTLE,,30,,,Chianti Colli Fiorentini,Ottomani,wine_01gzr4ksy4xes34hq4jj76bf2g,,48.043823
TRUE,RED,L'ANFORA VARIETA' ANTICHE TOSCANA I.G.T. BIO,OTTOMANI,SCAFFALE,BOTTLE,,65,,,Anfora,Ottomani,wine_01gzr4ksy6gn9rkh204knpj13v,,36.441307
TRUE,RED,MERLOT,PARASCHOS,,BOTTLE,2017,60,,,Merlot,Paraschos,wine_01gzr4kskwznqcyf2gre3sz2w5,2275594,30.300228
TRUE,RED,AMARONE DELLA VALPOLICELLA VIGNA GARZON D.O.C.G.,PIEROPAN,BOTTIGLIERA,BOTTLE,2017,110,,,Amarone della Valpolicella Vigna Garzon,Pieropan,wine_01gzr4ksj47kx7njz3ysy4z1cg,1923854,50.573734
TRUE,RED,VALPOLICELLA SUPERIORE S.O.C. RUBERPAN,PIEROPAN,BOTTIGLIERA,BOTTLE,2020,40,,,Ruberpan Valpolicella Superiore,Pieropan,wine_01gzr4ksj4spxbkch6na5t1j2t,1198253,48.512222
TRUE,RED,ETNA ROSSO CIAURIA D.O.C.,PIETRO CACIORNIA,4 SCAFFALE 2 MAGAZZINO,BOTTLE,2021,45,,,Ciaurìa Etna,Pietro Caciorgna,wine_01h0my5sbde80h27wtz81q6fwh,,32.261356
TRUE,RED,CHIANTI CLASSICO D.O.C.G.,POGGIO SCALETTE,SCAFFALE,BOTTLE,2021,30,,,Chianti Classico,Poggio Scalette,wine_01h0qzm20k9anc75adqv7wp7mm,,42.69748
TRUE,RED,VALPOLICELLA D.O.C. SUPERIORE,QUINTARELLI GIUSEPPE,SCAFFALE,BOTTLE,2015,180,,,Valpolicella Classico Superiore,Quintarelli Giuseppe,wine_01gzr4kt26p0r5e9wfsf3adhv2,,45.47838
TRUE,RED,REFOSCO DAL PEDUNCOLO ROSSO COLLI ORIENTALI D.O.C.,RONCO SEVERO,4 SCAFFALE 2 MAGAZZINO,BOTTLE,2019,55,,,Refosco dal Peduncolo Rosso,Ronco Severo,wine_01gzr4kskfjz4w4bajenyn0wmb,2023964,57.015923
TRUE,RED,VALPOLICELLA CLASSICO D.O.C.,RUBINELLI VAJOL,BOTTIGLIERA-MAG,BOTTLE,,30,,,Valpolicella Classico,Rubinelli Vajol,wine_01h4pmmge6asfc26sssyhzqky1,,58.066193
TRUE,RED,CANNONAU DI SARDEGNA INKIBI,SARAJA,SCAFFALE,BOTTLE,2021,25,,,Inkibi,Saraja,wine_01h4pmmfwybwz9gqnr894fb4cg,,46.3309
FALSE,RED,FRAPPATO D.O.C.,TASCA D'ALMERITA,,BOTTLE,2021,30,,,Lu Rappaio Primitivo di Manduria,Masca del Tacco,wine_01gzr4kssh61aw8h6kn1jb2bj4,3872480,17.250584
TRUE,RED,PLANTADITSCH KALTERERSEE CLASSICO SUPERIORE,TENUTA KLOSTERHOF,SCAFFALE,BOTTLE,,30,,,Plantaditsch Kalterersee Classico Superiore,Klosterhof,wine_01gzr4ksdjf03sqeadrf4m5qkt,2646244,53.344116
TRUE,RED,BLAUBURGUNDER D.O.C.,TENUTA ROTTENSTEINER,4 SCAFFALE 2 MAGAZZINO,BOTTLE,2021,30,,,Blauburgunder,Rottensteiner,wine_01h0my5t3c9jztkkdjmd11hg8z,,34.95379
FALSE,RED,LAS LAGREIN TRENTINO BIO D.O.C.,TOBLINO,,BOTTLE,2018,50,,,Lagrein Dunkel,Cantina Toblino,wine_01h0my5rkqzca0g78zq4442fsz,,28.952946
TRUE,RED,RIPASSO VALPOLICELLA JAGO CLASSICO SUPERIORE D.O.C.,VILLA SPINOSA,4 SCAFFALE 2 MAGAZZINO,BOTTLE,2018,35,,,Jago Valpolicella Ripasso Classico Superiore,Villa Spinosa,wine_01gzr4kt2zbw2my3v34wq0f78n,,52.563824
TRUE,RED,RIPASSA VALPOLICELLA RIPASSO D.O.C. SUPERIORE,ZENATO,SCAFFALE,BOTTLE,2015,45,,,Ripassa Valpolicella Ripasso Superiore,Zenato,wine_01gzr4ksd1fnr67jf8jfan1y6x,1380075,50.72162
FALSE,RED,HAUTMEDOC CRU BOURGEOUS,C. PALOUMEY,4 SCAFFALE 2 MAGAZZINO,BOTTLE,2016,70,,,Corton Grand Cru,Château Corton C,wine_01gzr4ktxd6pjhcqwtd2henhth,,13.758859
TRUE,RED,LE BRIO DE CANTENAC BROWN MARGAUX,CHATEAU CANTENAC BROWN,SCAFFALE 2,BOTTLE,2016,120,,,BriO de Cantenac Brown Margaux,Château Cantenac Brown,wine_01gzr4ktngw50hkf9bx7b8xfym,,63.270073
TRUE,RED,BORDEAUX SUPÉRIEUR RESERVE DU CHATEAU,CHÂTEAU PEY LA TOUR,SCAFFALE 2,BOTTLE,2018,60,,,Réserve du Château Bordeaux Supérieur,Château Pey La Tour,wine_01gzr4kt1jr19ns7mqc0m7aade,,50.79333
FALSE,RED,CHATEAUNEUFDUPAPE ROUGE,CLOS ST. JEAN,4 SCAFFALE 2 MAGAZZINO,BOTTLE,2020,110,,,Rouge,Clos St. Thomas,wine_01gzr4ksdaeyzwp7fwffazjevg,1237579,24.921967
FALSE,RED,TOURAINE CHENONCEAUX ROUGE,DOMAINE DU HAUT PERRON,4 SCAFFALE 2 MAGAZZINO,BOTTLE,2015,45,,,Touraine Chenonceaux Rouge,Domaine des Caillots,wine_01h4pmmgwptk7we82g3e1hazwy,,27.268423
TRUE,RED,ROUGE,DOMAINE GALLETY,4 SCAFFALE 2 MAGAZZINO,BOTTLE,2017,55,,,Côtes du Vivarais Rouge,Domaine Gallety,wine_01h0sq485y8w10zfy591j99wt9,,31.194675
TRUE,RED,LES GOLLARDES SAVIGNY LES BEAUNE AOC,DOMAINE GUY & YVAN DUFOULEUR,SCAFFALE 3,BOTTLE,2018,65,,,Savigny-lès-Beaune ''Les Gollardes'' Rouge,Guy & Yvan Dufouleur,wine_01gzr4ks6h9wxwjhxa6qaj974f,2037264,66.131676
TRUE,RED,CLOS MAIRE ARBOIS,DOMAINE RATTE,4 SCAFFALE 2 MAGAZZINO,BOTTLE,,55,,,Clos Marie Arbois,Domaine Ratte,wine_01h4pmmgxaacsajar8mhd33qzw,,43.99885
TRUE,RED,COTEAUX BOURGUIGNOS,DOMAINE STEPHANE MAGNIEN,SCAFFALE 2,BOTTLE,2021,80,,,Coteaux Bourguignons Tradition,Domaine Stephane Magnien,wine_01h4pmmgxbxqrfxcxkneexdm26,,44.41609
TRUE,RED,QUINTESSENCE BOURGOGNE,JEINNIARD ALAIN,SCAFFALE,BOTTLE,2019,65,,,Quintessence Pinot Noir,Domaine Alain Jeanniard,wine_01h4pmmgxh7tf4sbv3hgp9qrwq,,36.11424
FALSE,RED,CABERNET SAUVIGNON,MARJAN SIMCIC,SCAFFALE 2,BOTTLE,2018,35,,,Cabernet Sauvignon,Margan,wine_01h0r2ppmswc9x0233zqwcwpvm,,26.79551
TRUE,RED,BOURGOGNE PINOT NOIR,NICOLAS ROSSIGNOL,4 SCAFFALE 2 MAGAZZINO,BOTTLE,2019,70,,,Bourgogne Pinot Noir,Domaine Nicolas Rossignol,wine_01h0my5sw92xkkpsgbd4zv613h,,38.749577
TRUE,RED,VOLNAY CLOS DE ANGELES 1er Cru,NICOLAS ROSSIGNOL,SCAFFALE,BOTTLE,2019,280,,,Volnay 1er Cru ''Clos des Angles'',Domaine Nicolas Rossignol,wine_01h4pmmgxrq5rkencyg3gs7vqc,,47.266266
FALSE,RED,MONTILLA MORILES DON PX GRAN RISERVA,TORO ALBALA',BOTTIGLIERA,BOTTLE,1999,90,,,Gran Reserva,Oro del Toro,wine_01gzr4ksm2j1sj6f8z660cy368,6644702,28.690802
TRUE,RED,BANLIEUE ROUGE,YVAN BERNARD,,BOTTLE,2022,50,,,Banlieue Rouge,Yvan Bernard,wine_01gzr4ksge0kx37w2b1t724mcv,6403055,47.56957
273,,,,,,,,,,,,,,
