external_id,name,name_2,name_3,internal_notes,vintage,info,bottle_qty,magnum_qty,demi_qty,bottle_price,magnum_price,demi_price,,
,Sangiovese,,,,,,,,,,,,,
I,,CHIANTI,,,,,,,,,,,,
,,,,,,,,,,,,,,
,CHIANTI,Marchesi de Frescobaldi,CASTIGLIONI,,2020,,30,,,,,,,
1800,CHIANTI,Marchesi de Frescobaldi,CASTIGLIONI,,2017,,2,,, 35.00 € ,,,,
1801,CHIANTI,Marchesi de Frescobaldi,PERANO RISERVA,,2016,,0,,, 39.00 € ,,,,
,CHIANTI,Fontodi ,???,,2019,,6,,,,,,,
,CHIANTI,Castello di Ama              VIGNETTO BELLAVIST  CHIANTI CLASSICO ,,,1990,,,1,,, 420.00 € ,,,
1805,CHIANTI,Marchesi Antinori,VILLA ANTINORI,,2019,,34,,, 49.00 € ,,,,
1802,CHIANTI,Tenuta Nozzole,LA FORRA GRAN SELEZIONE,,2011,,15,,, 45.00 € ,,,,
,CHIANTI,Marchesi de Frescobaldi,VECCHIE VITI NIPOZZANO ,,2019,,24,,,,,,,
,CHIANTI,Marchesi de Frescobaldi,RUFINA ?????,,2016,,24,,,,,,,
1803,CHIANTI,Marchesi de Frescobaldi,,,2015,,9,,, 49.00 € ,,,,
1804,CHIANTI,Marchesi de Frescobaldi,MONTESODI,,2015,,3,,, 55.00 € ,,,,
,,,,,,,,,,,,,,
I,,VINO NOBILE DI MONTEPULCIANO,, Prugnolo gentile ,,,,,,,,,,
,,,,,,,,,,,,,,
1810,VINO NOBILE DI MONTEPULCIANO,Caterina Dei ,,,2016,,12,,, 55.00 € ,,,,
1811,VINO NOBILE DI MONTEPULCIANO,Avignonesi,,,2015,,19,,, 55.00 € ,,,,
1812,VINO NOBILE DI MONTEPULCIANO,Avignonesi,VENTISEI,,2016,,1,,, 75.00 € ,,,,
1812,VINO NOBILE DI MONTEPULCIANO,Avignonesi,PROGETTO DI SOPRA,,2017,,4,,, 75.00 € ,,,,
,,,,,,,,,,,,,,
I,,ROSSO DI MONTALCINO,, Sangiovese grosso ,,,,,,,,,,
,,,,,,,,,,,,,,
,ROSSO DI MONTALCINO,Collosorbo,,,2009,,2,,,,,,,
1821,ROSSO DI MONTALCINO,,,,2007,,5,,, 45.00 € ,,,,
1822,ROSSO DI MONTALCINO,Castiglion del Bosco,GAUGGIOLE,,2016,,19,,, 55.00 € ,,,,
1823,ROSSO DI MONTALCINO,Salvioni,,,2009,,25,,, 65.00 € ,,,,
,ROSSO DI MONTALCINO,Tenuta Constanti ,,,2017,,,1,,,,,,
,,,,,,,,,,,,,,
I,,Brunello di Montalcino,, Sangiovese grosso ,,,,,,,,,,
,,,,,,,,,,,,,,
1846,Brunello di Montalcino,Il Poggione,,,2005,,7,,, 70.00 € ,,,,
1847,Brunello di Montalcino,Castiglion del Bosco,,,2011,,29,,, 80.00 € ,,,,
1849,Brunello di Montalcino,Talenti,,,2004,,11,,, 80.00 € ,,,,
1850,Brunello di Montalcino,Costanti,COLLE AL MATRICHESE, MAGNUM  ,2009,,4,1,, 85.00 € ,,,,
1853,Brunello di Montalcino,Il Poggione,RISERVA,,2004,,5,,, 125.00 € ,,,,
,Brunello di Montalcino,Il Poggione,RISERVA,,1995,,1,,,,,,,
1854,Brunello di Montalcino,Collosorbo,RISERVA,,2006,,6,,, 105.00 € ,,,,
1855,Brunello di Montalcino,Tenuta Folonari ,LA FUGA , MAGNUM  ,2007,,9,1,, 105.00 € , 280.00 € ,,,
1856,Brunello di Montalcino,Marchesi de Frescobaldi,CASTEL GIOCONDO RIPE AL CONVENTO RISERVA,,2013,,30,,, 115.00 € ,,,,
1857,Brunello di Montalcino,Costanti,RISERVA,,2006,,18,,, 125.00 € ,,,,
,Brunello di Montalcino,Costanti,RISERVA,,2004,,1,,,,,,,
1859,Brunello di Montalcino,E. & P. Palmucci,POGGIO DI SOTTO,,1995,,5,,, 165.00 € ,,,,
1861,Brunello di Montalcino,Castiglion del Bosco,CAMPO DEL DRAGO,,2011,,1,,, 165.00 € ,,,,
1862,Brunello di Montalcino,Salvioni,LA CERBAIOLA,,2005,,22,,, 165.00 € ,,,,
1865,Brunello di Montalcino,Pieve di Santa Restituta,GAJA - SUGARILLE,,2004,,8,,, 185.00 € ,,,,
,Brunello di Montalcino,Pieve di Santa Restituta,GAJA - SUGARILLE,,1997,,3,,,,,,,
,Brunello di Montalcino,Marchesi Antinori ,VIGNAFERROVIA , MAGNUM  ,2006,,,1,,, 360.00 € ,,,
,Brunello di Montalcino,Marchesi Antinori ,VIGNAFERROVIA ,,2004,,,4,,, 360.00 € ,,,
,Brunello di Montalcino,Marchesi Antinori ,VIGNAFERROVIA ,,,,,,,,,,,
,Brunello di Montalcino,Biondi Santi,ANNATA,,2009,RARITAS,1,,,,,,,
,Brunello di Montalcino,Biondi Santi,ANNATA,,2008,,1,,,,,,,
1870,Brunello di Montalcino,Biondi Santi,ANNATA,,2007,,1,,, 220.00 € ,,,,
,Brunello di Montalcino,Biondi Santi,ANNATA,,1990,,1,,,,,,,
1874,Brunello di Montalcino,Salvioni,RISERVA,,1995,RARITAS,4,,, 550.00 € ,,,,
,,,,,,,,,,,,,,
,,Merlot,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Merlot,Lamaione,Marchesi de Frescobaldi,,2017,,18,,,,,,,
2120,Merlot,Lamaione,Marchesi de Frescobaldi,,2016,,10,,, 85.00 € ,,,,
,Merlot,Lamaione,Marchesi de Frescobaldi,,2015,,30,,,,,,,
2121,Merlot,Desiderio,Avignonesi,,2018,,29,,, 85.00 € ,,,,
2122,Merlot,Giorgio Bartholomäus,Tenuta Argentiera,,2008,,17,,, 145.00 € ,,,,
,Merlot,Giorgio Bartholomäus,Tenuta Argentiera, MAGNUM  ,2006,,,1,,, 260.00 € ,,,
,Merlot,L`Apparita,Marchesi Antinori,,2019,,6,,,,,,,
2123,Merlot,L`Apparita,Marchesi Antinori,,2016,,6,,, 260.00 € ,,,,
2123,Merlot,Baffonero,Rocca di Frassinello,,2010,,3,,, 260.00 € ,,,,
,Merlot,Massetino,Tenuta dell`Ornellaia,   ,2019,,3,,,,,,,
2133,Merlot,Massetino,Tenuta dell`Ornellaia,,2018,,3,,, 500.00 € ,,,,
,Merlot,Masseto,Tenuta dell`Ornellaia,,2018,,3,,,,,,,
2130,Merlot,Masseto,Tenuta dell`Ornellaia,,2017,,3,,, 700.00 € ,,,,
,Merlot,Masseto,Tenuta dell`Ornellaia,,2016,,3,,,,,,,
,Merlot,Masseto,Tenuta dell`Ornellaia, MAGNUM  ,2011,,,1,,," 2,400.00 € ",,,
,Merlot,Masseto,Tenuta dell`Ornellaia,,2010,,1,,,,,,,
,Merlot,MESSORIO ,Le Macchiole , MAGNUM  ,2008,,,2,,, 420.00 € ,,,
,,,,,,,,,,,,,,
,,Cabernet Sauvignon / Cabernet Franc,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Pertra ,Cabernet Sauvignon ????,,2009,,12,,,,,,,
2020,,Ceccante,Grillesino,   ,2013,,13,,, 55.00 € ,,,,
,,Ceccante,Grillesino, MAGNUM  ,2012,,,2,,, 190.00 € ,,,
,,Cifra Cabernet Franc,Duemani,   ,2020,,12,,,,,,,
2021,,Cifra Cabernet Franc,Duemani,,2018,,21,,, 60.00 € ,,,,
,,Il Pareto,Tenuta Nozzole,   ,2013,,2,,,,,,,
2022,,Il Pareto,Tenuta Nozzole,,2007,,6,,, 75.00 € ,,,,
2023,,Altrovino ,Duemani,   ,2019,,18,,, 75.00 € ,,,,
2024,,Collezione de Marchi,Isole Olena,,2001,,17,,, 95.00 € ,,,,
2025,,Paleo Rosso,Le Macchiole,,2007,,4,,, 125.00 € ,,,,
,,Sassicaia,Tenuta San Guido,,2020,,18,,, 350.00 € ,,,,
,,Sassicaia,Tenuta San Guido,,2019,,29,5,, 350.00 € ," 1,200.00 € ",,,
,,Sassicaia,Tenuta San Guido,,2018,6L 1X,31,8,, 350.00 € ," 1,200.00 € "," 2,800.00 € ",,
2031,,Sassicaia,Tenuta San Guido,,2017,,16,6,, 350.00 € ," 1,000.00 € ",,,
2030,,Sassicaia,Tenuta San Guido,,2016,,26,10,, 550.00 € ," 1,600.00 € ",,,
2030,,Sassicaia,Tenuta San Guido,,2015,,42,1,, 550.00 € ,,,,
,,Sassicaia,Tenuta San Guido,,2014,,2,5,, 400.00 € ," 1,200.00 € ",,,
,,Sassicaia,Tenuta San Guido,,2013,,,9,1,," 1,200.00 € ",,,
,,Sassicaia,Tenuta San Guido,,2012,,,3,,," 1,200.00 € ",,,
,,Sassicaia,Tenuta San Guido,,2011,,,2,,,,,,
,,Sassicaia,Tenuta San Guido,,2010,,5,1,, 450.00 € ," 1,200.00 € ",,,
,,Sassicaia,Tenuta San Guido,,2009,,,6,2,," 1,900.00 € "," 3,900.00 € ",,
,,Sassicaia,Tenuta San Guido,,2008,,3,1,, 450.00 € ," 1,600.00 € ",,,
,,Sassicaia,Tenuta San Guido,,2007,,6,,, 450.00 € ,,,,
2032,,Sassicaia,Tenuta San Guido,,2006,,15,3,, 400.00 € ," 1,900.00 € ",,,
,,Sassicaia,Tenuta San Guido,,2005,,2,,, 450.00 € ,,,,
,,Sassicaia,Tenuta San Guido,,2004,,2,2,, 400.00 € ," 1,600.00 € ",,,
,,Sassicaia,Tenuta San Guido,,2003,,4,2,, 400.00 € ," 1,600.00 € ",,,
,,Sassicaia,Tenuta San Guido,,2002,,8,1,, 400.00 € ," 1,600.00 € ",,,
,,Sassicaia,Tenuta San Guido,,2000,,5,6,, 550.00 € ," 2,600.00 € ",,,
,,Sassicaia,Tenuta San Guido,,1999,,2,2,, 450.00 € ," 1,600.00 € ",,,
,,Sassicaia,Tenuta San Guido,,1998,,4,2,, 450.00 € ,,,,
,,Sassicaia,Tenuta San Guido,,1997,,9,2,, 550.00 € ," 2,600.00 € ",,,
,,Sassicaia,Tenuta San Guido,,1996,,3,4,, 450.00 € ," 1,600.00 € ",,,
,,Sassicaia,Tenuta San Guido,,1995,,,2,,,,,,
,,Sassicaia,Tenuta San Guido,,1994,,5,1,, 450.00 € ," 1,600.00 € ",,,
,,Sassicaia,Tenuta San Guido,,1992,,6,1,, 400.00 € ,,,,
,,Sassicaia,Tenuta San Guido,,1990,,,3,,," 2,500.00 € ",,,
,,Sassicaia,Tenuta San Guido,,1989,,,1,1,," 2,200.00 € "," 4,800.00 € ",,
,,Sassicaia,Tenuta San Guido,,1988,,,3,,," 2,300.00 € ",,,
,,Sassicaia,Tenuta San Guido,,1985,,,1,,," 9,900.00 € ",,,
,,Sassicaia,Tenuta San Guido,,1984,,,1,,,,,,
,,Sassicaia,Tenuta San Guido,,1983,,4,,, 400.00 € ,,,,
,,Sassicaia,Tenuta San Guido,,1982,,,0,,," 3,200.00 € ",,,
,,Sassicaia,Tenuta San Guido,,1980,,,1,,," 2,500.00 € ",,,
2034,,Cabernet Franc,Duemani,,2018,,48,,, 145.00 € ,,,,
"""",,Cabernet Franc,Duemani, (In Bar)  ,2017,,2,,, 145.00 € ,,,,
2035,,Cabernet Franc,Duemani, MAGNUM  ,2008,,6,1,, 210.00 € , 320.00 € ,,,
,,Cabernet Franc,Duemani,,2007,,2,,,,,,,
,,Ophelia Maria ,Tenuta Argntiera , MAGNUM  ,2010,,,3,,, 260.00 € ,,,
,,,,,,,,,,,,,,
,,Cuvée Sangiovese & Merlot,,,,,,,,,,,,
,,,,,,,,,,,,,,
1901,,Lucente,Marchesi de Frescobaldi,,2019,,36,,, 60.00 € ,,,,
,,Lucente,Marchesi de Frescobaldi,,2012,,3,,,,,,,
,,Lucente,Marchesi de Frescobaldi,,2010,,1,,,,,,,
1902,,Siepi,Castello di Fonterutoli,,2003,,4,,, 185.00 € ,,,,
,,Siepi,Castello di Fonterutoli,,2001,,4,,,,,,,
,,Siepi,Castello di Fonterutoli,,1998,,1,,,,,,,
,,Siepi,Castello di Fonterutoli,,1996,,2,,,,,,,
,,Luce,Marchesi de Frescobaldi,,2019,,6,,,,,,,
1905,,Luce,Marchesi de Frescobaldi,,2009,,9,,, 185.00 € ,,,,
1910,,50 & 50,Avignonesi & Capanelle,,2007,,8,,, 230.00 € ,,,,
,,50 & 50,Avignonesi & Capanelle,,1993,,,1,,, 450.00 € ,,,
,,,,,,,,,,,,,,
,,Cuvée Sangiovese & Merlot & Cabernet,,,,,,,,,,,,
,,,,,,,,,,,,,,
1920,,Le Difese,Tenuta San Guido (Sassicaia),,2023,,18,,, 65.00 € ,,,,
,,,,,,,,,,,,,,
,,Cuvée Cabernet & Sangiovese,,,,,,,,,,,,
,,,,,,,,,,,,,,
1963,,Le Volte,Tenuta dell`Ornellaia, MAGNUM  ,2020,,36,6,, 50.00 € ,,,,
,,Le Volte,Tenuta dell`Ornellaia, MAGNUM  ,2019,,,,2,,,,,
1978,,Tignanello,Marchesi Antinori,,2019,,7,,, 145.00 € ,,,,
,,Tignanello,Marchesi Antinori,,2018,,30,2,,,,,,
,,Tignanello,Marchesi Antinori,,2017,,,2,,, 288.00 € ,,,
,,Tignanello,Marchesi Antinori,,2007,,,1,,, 320.00 € ,,,
,,Tignanello,Marchesi Antinori,,2005,,,1,,,,,,
,,Lux Vitis,Marchesi de Frescobaldi,,2016,,3,,,,,,,
1979,,Lux Vitis,Marchesi de Frescobaldi,,2015,,5,,, 230.00 € ,,,,
,,Solaia,Marchesi Antinori,,2019,,3,,,,,,,
1981,,Solaia,Marchesi Antinori, MAGNUM  ,2017,,12,2,, 380.00 € ,,,,
,,Solaia,Marchesi Antinori, MAGNUM  ,2008,,,4,,, 950.00 € ,,,
,,Solaia,Marchesi Antinori, MAGNUM  ,2006,,,1,,, 950.00 € ,,,
,,Solaia,Marchesi Antinori,,1995,,1,,,,,,,
,,Solaia,Marchesi Antinori,,1990,,1,,,,,,,
,,Cá del Pazzo ,Tenuta Caparzo ,,1990,,,1,,, 160.00 € ,,,
,,,,,,,,,,,,,,
,,Cuvée Cabernet & Merlot,,,,,,,,,,,,
,,,,,,,,,,,,,,
2051,,Castello di Bolgheri ,Contessa Franca Spaletti T.,,2007,,10,,, 75.00 € ,,,,
,,Guidoalberto,Tenuta San Guido,,2020,,105,,,,,,,
,,Guidoalberto,Tenuta San Guido,,2019,,49,,,,,,,
2052,,Guidoalberto,Tenuta San Guido,,2017,,10,,, 85.00 € ,,,,
,,Guidoalberto,Tenuta San Guido,,2016,,6,,,,,,,
,,Guidoalberto,Tenuta San Guido,,2015,,6,,,,,,,
2060,,Guidoalberto,Tenuta San Guido,,2013,,4,,, 95.00 € ,,,,
2053,,Le Serre Nuove,Tenuta dell`Ornellaia, MAGNUM  ,2019,,27,7,, 80.00 € ,,,,
,,Tenuta dell`Ornellaia,20 ANNI , MAGNUM  ,2017,,,4,,, 160.00 € ,,,
,,Tenuta dell`Ornellaia,20 ANNI ,,2016,,7,,,,,,,
,,Tenuta dell`Ornellaia,20 ANNI , MAGNUM  ,,,,1,,, 140.00 € ,,,
2061,,Tenuta Argentiera,Argentiera,,2016,,38,8,, 110.00 € , 180.00 € ,,,
,,Tenuta Argentiera,Argentiera,,2010,,7,,,,,,,
,,Tenuta Argentiera,Argentiera,,2009,,24,,,,,,,
2062,,Saffredi,Fattoria Le Pupille,,2017,,29,,, 120.00 € ,,,,
,,Saffredi,Fattoria Le Pupille,,2016,,2,,,,,,,
2068,,Magari,Angelo Gaja - Tenuta Marcanda,,2015,,23,,, 145.00 € ,,,,
,,Magari,Angelo Gaja - Tenuta Marcanda,,2010,,6,,,,,,,
2071,,Lupicaia,Tenuta del Terriccio,,2007,,13,,, 165.00 € ,,,,
2075,,Ca Marcanda,Angelo Gaja - Tenuta Marcanda,,2004,,12,,, 165.00 € ,,,,
2084,,Ornellaia,Tenuta dell`Ornellaia, MAGNUM  ,2017,,11,3,, 280.00 € , 600.00 € ,,,
2083,,Ornellaia,Tenuta dell`Ornellaia,,2016,,11,,, 280.00 € ,,,,
2081,,Ornellaia,Tenuta dell`Ornellaia,,2014,,4,,, 240.00 € ,,,,
,,Tenuta dell`Ornellaia,25 ANNI , MAGNUM  ,2010,,,1,0,, 600.00 € ," 1,400.00 € ",,
,,Tenuta dell`Ornellaia,25 ANNI , MAGNUM  ,2009,,,4,,, 500.00 € ,,,
,,Tenuta dell`Ornellaia,25 ANNI ,,2006,,1,,,,,,,
,,,,,,,,,,,,,,
,,?????????,,,,,,,,,,,,
,,Liena ,PETIT VERDOT ,,2013,,6,,,,,,,
,,Liena ,CABERNET SAUVIGNON,,2013,,6,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Cuvée Cabernet & Merlot & Syrah & Petit Verdot…,,,,,,,,,,,,
,,,,,,,,,,,,,,
1991,,Campo al Mare,Tenute Folonari,,2011,,15,,, 55.00 € ,,,,
,,Baia al vento  ,Tenute Folonari, MAGNUM  ,2011,,25,2,,, 110.00 € ,,,
,,Baia al vento  ,Tenute Folonari, MAGNUM  ,2009,,,1,,, 110.00 € ,,,
1992,,Il Seggio,Poggio al Tesoro,,2021,,14,,, 55.00 € ,,,,
,,Pian di Nova,Il Borro,,2013,,4,,,,,,,
1994,,Pian di Nova,Il Borro,,2012,,6,,, 60.00 € ,,,,
1995,,Varvàra,Castello di Bolgheri,,2008,,7,,, 65.00 € ,,,,
,,Promis,Tenuta Cá Marcanda - Angelo Gaja ,,2015,,29,,,,,,,
1996,,Promis,Tenuta Cá Marcanda - Angelo Gaja ,,2012,,11,,, 65.00 € ,,,,
2000,,Prima Pietra,Tenuta Prima Pietra,,2016,,72,,, 85.00 € ,,,,
,,Prima Pietra,Tenuta Prima Pietra,,2012,,5,,,,,,,
,,Prima Pietra,Tenuta Prima Pietra,,2010,,3,,,,,,,
2001,,Mormoreto,Marchesi de Frescobaldi,,2016,,5,,, 85.00 € ,,,,
,,Mormoreto,Marchesi de Frescobaldi,,2010,,3,,,,,,,
,,Sondraia ,Tenuta Poggio al Tesoro ,,2019,,6,,,,,,,
,,Millepassi ,Donnaolimpia ,,2017,,6,,,,,,,
2002,,G. Punto - Grenache,Duemani,,2018,,4,,, 180.00 € ,,,,
2003,,Guado al Tasso,Marchesi Antinori ,,2008,,2,,, 185.00 € ,,,,
,,Petra RISERVA ,Tenuta Prima Pietra,,2008,,6,,,,,,,
2004,,TreSoro,Caia Rossa+Duemani+Prima Pietra,,2017,,18,,, 190.00 € ,,,,
,,Lodovico ,Tenuta di Biserno , MAGNUM  ,2007,,,2,,, 800.00 € ,,,
,,Insoglio ,Capo di sasso , 12L ,2010,1,,,,,,,,
,,,,,,,,,,,,,,
,,Syrah,,,,,,,,,,,,
,,,,,,,,,,,,,,
1940,Syrah,Ammiraglia,Marchesi de Frescobaldi,,2011,,19,,, 75.00 € ,,,,
1941,Syrah,Bramasole,Tenuta La Braccesca, MAGNUM  ,2006,,7,2,, 85.00 € , 180.00 € ,,,
,Syrah,Bramasole,Tenuta La Braccesca,,2000,,1,,,,,,,
1942,Syrah,Collezione De Marchi,Isole & Olena,,2004,,15,,, 95.00 € ,,,,
1943,Syrah,Case Via,Tenuta Fontodi,,2004,,12,,, 95.00 € ,,,,
1944,Syrah,Suisassi,Duemani,,2016,,20,,, 165.00 € ,,,,
1946,Syrah,Scrio,Le Macchiole, MAGNUM  ,2006,,12,5,, 185.00 € , 165.00 € ,,,
,,,,,,,,,,,,,,
I,,Piemonte,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Dolcetto,,,,,,,,,,,,
,,,,,,,,,,,,,,
1600,Dolcetto,Marcarini,BOSCHI DI BERRI,,2017,,11,,, 40.00 € ,,,,
1604,Dolcetto,Voerzio Roberto,PRIAVINO,,2010,,11,,, 45.00 € ,,,,
,,,,,,,,,,,,,,
,,Barbera,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Barbera,Montalbera,NUDA,,2018,,49,,,,,,,
,Barbera,Montalbera,NUDA,,2016,,5,,,,,,,
1620,Barbera,Montalbera,NUDA,,2015,,14,,, 50.00 € ,,,,
1623,Barbera,Braida,MONTEBRUNA,,2016,,5,,, 50.00 € ,,,,
,Barbera,M. Marengo ,VINGA PANGIANE ,,2018,,12,,,,,,,
1622,Barbera,Rocche dei Manzoni,SORITO MOSCONI,,2010,,7,,, 65.00 € ,,,,
,Barbera,Voerzio Roberto,BARBERA D´ALBA , MAGNUM  ,2007,,,1,,, 160.00 € ,,,
1625,Barbera,Voerzio Roberto,VIGNETO CERETTO,,2006,,13,,, 65.00 € ,,,,
,Barbera,Braida,BRICCO DELL´UCCELLONE,,2018,,24,,,,,,,
1627,Barbera,Braida,BRICCO DELL´UCCELLONE,,2016,,5,,, 95.00 € ,,,,
,Barbera,Primtto Castamiole ,BARBERA D´ASTI ,,2008,,4,,,,,,,
,Barbera,Primtto Castamiole ,BARBERA D´ASTI ,,2003,,3,,,,,,,
,Barbera,Primtto Castamiole ,BARBERA D´ASTI ,,2000,,4,,,,,,,
1628,Barbera,Braida,BRICCO DELLA BIGOTTA,,2018,,47,,, 95.00 € ,,,,
,Barbera,Braida,BRICCO DELLA BIGOTTA,,2016,,11,,,,,,,
,Barbera,Braida,BRICCO DELLA BIGOTTA,,2013,,6,,,,,,,
1629,Barbera,Braida,AI SUMA,,2016,,21,,, 115.00 € ,,,,
,,,,,,,,,,,,,,
,,Ruché,,,,,,,,,,,,
,,,,,,,,,,,,,,
1630,Ruché,Montalbera,LACCENTO,,2018,,18,,, 49.00 € ,,,,
,Ruché,Montalbera,LACCENTO,,?,,,,1,,,,,
,,,,,,,,,,,,,,
,,Cabernet Sauvignon,,,,,,,,,,,,
,,,,,,,,,,,,,,
1631,Cabernet Sauvignon,Angelo Gaja,DARMAGI,,2019,,18,,, 395.00 € ,,,,
,Cabernet Sauvignon,Angelo Gaja,DARMAGI,,2013,,3,,,,,,,
,Cabernet Sauvignon,Angelo Gaja,DARMAGI,,1990,,6,,,,,,,
,,,,,,,,,,,,,,
,,Merlot,,,,,,,,,,,,
,,,,,,,,,,,,,,
1650,,Voerzio Roberto,FONTANAZZA,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Cuvée ,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Angelo Gaja ,SITO MORESCO ,,2020,,14,,,,,,,
,LANGhE ROSSO ,Conterno Fantino ,MONPRÁ ,,2007,MAGNUM ,,1,,, 420.00 € ,,,
,,,,,,,,,,,,,,
,,Nebbiolo,,,,,,,,,,,,
,,,,,,,,,,,,,,
1610,Nebbiolo,Manzone,IL CRUTIN ,,2011,,11,,, 49.00 € ,,,,
1611,Nebbiolo,Marcarini,LASARIN,,2017,,12,,, 55.00 € ,,,,
1611,Nebbiolo,M. Marengo - La Morra,VIGNA VALMAGGIORE,,2018,,12,,, 55.00 € ,,,,
1612,Nebbiolo,Rocche dei Manzoni,LANGHE,,2014,,24,,, 55.00 € ,,,,
,Nebbiolo,Rocche dei Manzoni,LANGHE,,2010,,18,,,,,,,
1613,Nebbiolo,Sandrone,D´ALBA VALMAGGIORE ,,2016,,8,,, 55.00 € ,,,,
1615,Nebbiolo,Angelo Gaja,CONTEISA,,2007,,6,,, 230.00 € ,,,,
,,,,,,,,,,,,,,
I,,Barbaresco,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Barbaresco,Albino Rocca,VIGNETO BRICH RONCHI,,1998,,2,,,,,,,
1706,Barbaresco,Albino Rocca,VIGNETO BRICH RONCHI,,1997,,4,,, 97.00 € ,,,,
1706,Barbaresco,Albino Rocca,VIGNETO BRICH RONCHI,,1996,,10,,, 97.00 € ,,,,
1730,Barbaresco,Nada Fiorenzo,,,1995,,2,,, 115.00 € ,,,,
1732,Barbaresco,Angelo Gaja,,,2019,,3,,, 185.00 € ,,,,
,Barbaresco,Angelo Gaja,, MAGNUM  ,2018,,,1,,,,,,
,Barbaresco,Angelo Gaja,,,2006,,2,,,,,,,
,Barbaresco,Angelo Gaja,,,2005,,1,,,,,,,
1733,Barbaresco,Albino Rocca,VIGNETO BRICH RONCHI,,1996,,,,, 185.00 € ,,,,
1734,Barbaresco,Angelo Gaja,SORÌ SAN LORENZO,,1995,,,,, 450.00 € ,,,,
1735,Barbaresco,Angelo Gaja,SORÌ TILDIN,,1983,,1,,, 450.00 € ,,,,
1780,Barbaresco,Gromis Gaja,,,1971,,2,,, 650.00 € ,,,,
,Barbaresco,Gromis Gaja,,,1970,,1,,,,,,,
,Barbaresco,Gromis Gaja,,,1967,,1,,,,,,,
,Barbaresco,Gromis Gaja,,,1982,,1,,,,,,,
1740,Barbaresco,Borgogno,,,1967,RARITAS,3,,, 450.00 € ,,,,
1740,Barbaresco,Borgogno,,,1964,RARITAS,4,,, 450.00 € ,,,,
1740,Barbaresco,Giovanni Gaja,,,1964,RARITAS,3,,, 450.00 € ,,,,
,,,,,,,,,,,,,,
I,,Barolo,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Barolo,Maccerini ,COMUNE DI LA MORRA ,,2015,,3,,,,,,,
,Barolo,,BRUMATE ,,2015,,21,,,,,,,
,Barolo,,,,2014,,26,,,,,,,
,Barolo,,,,2011,,3,,,,,,,
1752,Barolo,M. Marengo,,,2016,,12,,, 60.00 € ,,,,
1753,Barolo,M. Marengo,BRICCO DELLE VIOLE,,2016,,11,,, 75.00 € ,,,,
1755,Barolo,Marcarini,LA SERRA,,2015,,20,,, 80.00 € ,,,,
,Barolo,Angelo Gaja,DAGROMIS,,2019,,12,,,,,,,
,Barolo,,,,2018,,30,,,,,,,
1756,Barolo,,,,2010,,1,,, 90.00 € ,,,,
,Barolo,,,,2006,,1,,,,,,,
1757,Barolo,Massolino,PARAFADA SERRALUNGA,,2008,,6,,, 115.00 € ,,,,
1749,Barolo,Massolino,MARGHERIA SERRALUNGA,,2008,,6,,, 115.00 € ,,,,
,Barolo,,,,2005,,11,,,,,,,
1758,Barolo,Corino Renato,VECCHIE VIGNE,,2004,,7,,, 95.00 € ,,,,
1759,Barolo,Sandrone Luciano,LE VIGNE,,2007,,8,,, 115.00 € ,,,,
1760,Barolo,Sandrone Luciano,CANUBBI BOSCHIS,,2007,,8,,, 135.00 € ,,,,
1761,Barolo,Rocche dei Manzoni,VIGNA CAPPELLA DI S.S.,,1997,,3,,, 135.00 € ,,,,
1762,Barolo,Conterno Fantino,SORI GINESTRA,,2006,,12,,, 150.00 € ,,,,
1763,Barolo,Bruno Giacosa,FALLETTO SERRALUNGA,,2012,,,,, 230.00 € ,,,,
1783,Barolo,Angelo Gaja,SPERSS,,2017,,4,,, 470.00 € ,,,,
1780,Barolo,Borgogno,RISERVA,,1967,,3,,, 450.00 € ,,,,
,Barolo,,,,1964,,2,,, 450.00 € ,,,,
,Barolo,,,,1961,,1,,, 450.00 € ,,,,
,Barolo,,,,1957,,3,,, 450.00 € ,,,,
1780,Barolo,Terre di Barolo,,,1964,,1,,, 450.00 € ,,,,
1780,Barolo,Fratelli Cogno,,,1967,,1,,, 450.00 € ,,,,
,Barolo,,,,1961,,3,,,,,,,
1780,Barolo,Giacomo Conterno,,,1964,,1,,, 650.00 € ,,,,
1780,Barolo,Aldo Conterno,BRICCO BUSSIA,,1976,,3,,, 650.00 € ,,,,
1780,Barolo,F.lli Alessandria,,,1964,,2,,, 450.00 € ,,,,
1780,Barolo,Voerzio Giacomo,,,1967,,0,,, 650.00 € ,,,,
1780,Barolo,Marchesi di Barolo,,,1990,,1,,, 450.00 € ,,,,
1780,Barolo,Cavallotto,BRICCO BOSCHIS,,1989,,1,,, 450.00 € ,,,,
1780,Barolo,Montanello,,,1976,,2,,, 450.00 € ,,,,
1780,Barolo,Pio Cesare,,,1961,,1,,, 650.00 € ,,,,
,,,,,1949,,3,,,,,,,
,,,,,,,,,,,,,,
,,Bruno Giacosa,,,,,,,,,,,,
