external_id,type,name,winery_name,storage_area,size,vintage,price,info,quantity,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score
8025493523173.0,RED,CABERNET FRANC CABERNET FRANC,RUSSIZ SUPERIORE,,,2021.0,33,,16.0,Purchase Price: 12.0,Cabernet Franc,Russiz Superiore,wine_01gzr4ksfwexgp2k36a037vt01,,60.35514
87654657687965.0,SPARKLING,CHAMPAGNE BLANC DE BLANCS,MAURICE GRUMIER,,,,90,,6.0,Purchase Price: 37.0,Blanc de Blancs Champagne,Maurice Grumier,wine_01h4pmmgp8cy4bwc33je0vdf5w,,54.431988
5678976228.0,SPARKLING,CHAMPAGNE BLANC DE BLANCS EB GRAN CRU,VAUVERSIN,,,,70,,12.0,Purchase Price: 32.0,Blanc de Blancs Brut Original Champagne Grand Cru ''Oger'',Vauversin,wine_01h4pmmghz5sfqjd8tty846nx3,,44.476505
3760105450236.0,SPARKLING,CHAMPAGNE BLANC DE BLANCS GRAN CRU,LEGRAS & HAAS,,,,85,,1.0,Purchase Price: 39.0,Blanc de Blancs Brut Champagne Grand Cru ''Chouilly'',Legras & Haas,wine_01h0qsxn611wqtr00ysd7z8gv5,,49.733593
1234567802022.0,SPARKLING,CHAMPAGNE BLANC DE BLANCS NATURE,LAHERTE FRERES,,,,95,,2.0,Purchase Price: 42.0,Blanc de Blancs Brut Nature Champagne,Laherte Freres,wine_01h0f3cmbrcanhpm4prr1pphzn,,53.606606
3446281300038.0,SPARKLING,CHAMPAGNE BLANCS DE BLANC,PALMER & C,,,,80,,1.0,Purchase Price: 35.5,Blanc de Blancs Champagne,Palmer & Co.,wine_01gzr4ktsd8hgn0ttp91tvyxgm,,34.876633
3418760000654.0,SPARKLING,CHAMPAGNE BRUT,DELAMOTTE,,,,75,,2.0,Purchase Price: 35.0,Sélectionné Pour Hiramatsu Brut Champagne,Delamotte,wine_01gzr4ks6dx1xqjerzkcn7s36y,7547671.0,34.74823
3353210019711.0,SPARKLING,CHAMPAGNE BRUT EXCELLENCE,GOSSET,,,,75,,3.0,Purchase Price: 27.0,Brut Excellence Aÿ Champagne,Gosset,wine_01h0f3cmbndht09me9m3d2qesy,,39.292534
8767564563454.0,SPARKLING,CHAMPAGNE BRUT NAURE ZERO,TARLANT,,,,85,,1.0,Purchase Price: 39.0,Zero Brut Nature Champagne,Tarlant,wine_01gzr4ksn6ecbq7whxpq5see53,1177703.0,40.972652
3114080404355.0,SPARKLING,CHAMPAGNE COLLECTIO 243,LOUIS ROEDERER,,,,90,,6.0,Purchase Price: 45.0,Collection 243 Champagne,Louis Roederer,wine_01gzr4ks5tefbv8mz37yrb2ndk,10283576.0,50.81253
97656777.0,SPARKLING,CHAMPAGNE CONTRÈE NOIR EB,BROCARD PIERRE,,,2015.0,90,,1.0,Purchase Price: 45.0,Contrée Noire Extra Brut Champagne,Brocard Pierre,wine_01h4pmmfcy26b1d3jk8a67pzvm,,40.028107
3114080701454.0,SPARKLING,CHAMPAGNE CRISTAL,VEUVE CLICQUOT,,,2014.0,350,,2.0,Purchase Price: 145.0,Rich Champagne,Veuve Clicquot,wine_01gzr4ks5v5z8crgkpzj6m4nwm,5610986.0,39.416782
897867564534.0,SPARKLING,CHAMPAGNE CUVÈE 746 EB,JAQUESSON,,,,120,,3.0,Purchase Price: 50.0,Cuvée No 746 Extra Brut Champagne,Jacquesson,wine_01h4pmmfdg7tddsmbdd3hscyf4,,35.638344
8787783983879.0,SPARKLING,CHAMPAGNE GRAN CRU V.P.,EAGLY-OURIET,,,2014.0,190,,2.0,Purchase Price: 90.0,V.P Champagne Grand Cru ''Ambonnay'',Egly-Ouriet,wine_01h4pmmgjjrjegjn1ydd4f7a07,,54.350685
87654758978.0,SPARKLING,CHAMPAGNE GRAND CRU,EAGLY-OURIET,,,2017.0,160,,4.0,Purchase Price: 68.0,Champagne Extra Brut Grand Cru,Egly-Ouriet,wine_01h4pmmff782ryqv710jecfqq4,,48.14828
8978965.0,SPARKLING,CHAMPAGNE GRAND CRU,FRANCOIS SECONDE,,,,75,,6.0,Purchase Price: 27.95,Brut Champagne Grand Cru ''Sillery'',François Secondé,wine_01h4pmmgjm3mteh0qq7cmvs93a,,40.185066
,SPARKLING,CHAMPAGNE GRAND CRU BRUT,FRANCOIS SECONDE,,,,160,,3.0,Purchase Price: 75.0,Brut Champagne Grand Cru ''Sillery'',François Secondé,wine_01h4pmmgjm3mteh0qq7cmvs93a,,42.657227
,SPARKLING,CHAMPAGNE GRAND MILLESIME BRUT,PAUL BARA,,,2016.0,90,,1.0,Purchase Price: 36.5,Millesimé Brut Champagne Grand Cru ''Bouzy'',Paul Bara,wine_01h0my5shc0hay6g40y0tx5wt7,,46.11853
3353211012216.0,SPARKLING,CHAMPAGNE GRANDE RESERVE BRUT,GOSSET,,,,80,,3.0,Purchase Price: 35.0,Grande Réserve Brut Champagne,Gosset,wine_01h0f3cmbm75yr9fd6x5zw9k1k,,39.2248
3049614176814.0,SPARKLING,CHAMPAGNE LA GRAND DAME,VEUVE CLICQUOT,,,2018.0,250,,1.0,Purchase Price: 120.0,La Grande Dame Brut Champagne,Veuve Clicquot,wine_01gzr4ks5tt4506w79jjj5t50v,79836.0,49.858006
347275267252626.0,SPARKLING,CHAMPAGNE LATITUDINE,LARMANDIER-BERNIER,,,,100,,3.0,Purchase Price: 45.0,Latitude Extra Brut Champagne,Larmandier-Bernier,wine_01gzr4ktqd01dh5ccgq479h0k5,,53.49641
