wine_id,size,vintage,price,info,storage_area,internal_notes
wine_01h0sq492mjaaj8b2trztae5pz,BOTTLE,2020,6400,,,1 - 2018 https://www.callmewine.com/chardonnay-sol-ronco-del-gnemiz-2020-P35173.htm
wine_01h0qzm1pa2dqrq8ape7xkkhf2,BOTTLE,2019,3400,,, https://www.tannico.com/friuli-colli-orientali-chardonnay-doc-cladrecis-2019-sirch.html
wine_01gzr4kssd17d4c7s60p3fvy22,BOTTLE,2017,3500,,, https://www.valentinienoteca.it/11087-tercic-planta-chardonnay-13-vol-2020-75cl.html
wine_01gzr4ksk56cadmzq03npfe2jz,BOTTLE,2020,3600,,, https://www.tannico.it/friuli-isonzo-chardonnay-doc-ciampagnis-2020-vie-di-romans.html
wine_01h0sq48byejpj25a280n1rmev,BOTTLE,2016,3400,,, https://www.enotecatelaro.it/chardonnay-venezia-giulia-igp-ruttars-villa-parens.html
wine_01h0my5svsee18011461an21tz,BOTTLE,2019,4700,,,6 - | 4 - 2017 | 2014 - 2015 mattoni https://www.tannico.it/collio-friulano-doc-2019-borgo-del-tiglio.html
wine_01h0my5svs2ntacdvc99zfacdy,BOTTLE,2018,8600,,,mattoni https://www.enosearcher.it/bottiglia/borgo-del-tiglio-collio-doc-friulano-ronco-della-chiesa-2018/
wine_01h4pmmfqdpm9ad2tak3d4zqvj,BOTTLE,2020,5200,,, https://wine.il-quadrifogliostore.it/it/vini-bianchi/13872-cav-luigino-balozio-friulano-cuar-2019-colli-orientali-del-friuli-doc.html
wine_01h0qzm03xyxh3h60q9yvb331j,BOTTLE,2020,3400,,,? - 2018 https://www.tannico.it/collio-friulano-doc-2020-doro-princic.html
wine_01gzr4kt12w1xx0c6hcysd5g07,BOTTLE,2016,3900,,, https://www.laviarte.it/prodotto/friulano-liende/
wine_01gzr4ksk6nd59nxkk1q4x1qws,BOTTLE,2019,7400,,,3 - 2017 https://www.grandibottiglie.com/en/friulano-buri-2019-miani.html
wine_01gzr4ksk65fcggsd24w1585ma,BOTTLE,2019,7400,,, https://www.grandibottiglie.com/en/friulano-filip-2019-miani.html
wine_01h0qzm19svczkn4f0t8s3njbq,BOTTLE,2021,3400,,,BIO | 8 - 2019 | 6 - 2018 https://winenews.it/it/sturm-doc-collio-friulano-bio-2018_401144/
wine_01h0qsxn4hvw7zs7vd7x36ydrt,BOTTLE,2017,4700,,, https://vinidocfriuli.it/picech-friulano-athena-2017/
wine_01h0sq48y23z9gmb6bcteqppsx,BOTTLE,2020,4200,,, https://www.callmewine.com/friulano-san-zuan-ronco-del-gnemiz-2020-P36355.htm
wine_01gzr4kskfjd6ver2eaw03q26h,BOTTLE,2020,4200,,, https://www.lostallovini.it/ronco-severo-vini/1197-friulano-ronco-severo-2020.html
wine_01gzr4kt3zn6ym09nf584dn0ca,BOTTLE,2021,3500,,,2 - 2019 | 3 - 2016 | 1 mattoni https://www.tannico.it/collio-friulano-doc-2016-russiz-superiore.html
wine_01h4pmmfqcb5pvevmfry1h2yq3,BOTTLE,2019,3400,,, https://www.tannico.it/collio-friulano-doc-2019-schiopetto.html
wine_01h4pmmfvp9nnhvc4zkdq1e4t9,BOTTLE,2015,3500,,, https://www.tannico.it/en/friulano-riserva-friuli-grave-doc-le-bastie-2015-tenute-tomasella.html
wine_01gzr4kskx095ns4s3qs8j5kpb,BOTTLE,2016,3700,,,1 - 2018 | 9 - https://www.tannico.it/collio-friulano-doc-2016-toros.html
wine_01gzr4ksm6n616a3td318x0160,BOTTLE,2020,2800,,, https://www.bernabei.it/collio-doc-friulano-primarul-venica
wine_01gzr4ksm6mkthf9bqjqqykg6b,BOTTLE,2021,4200,,, https://www.venica.it/bianchi/ronco-delle-cime-friulano-doc-collio/
wine_01h0my5svsbzkhqkq625h91bwd,BOTTLE,2020,7600,,,1 - 2018 https://www.bernardistore.it/prodotto/collio-malvasia-italo-bruno-2019-borgo-del-tiglio/
wine_01h0my5sw2jy3jvxry3fwf7t2h,BOTTLE,2021,2900,,,4 - 2019 https://www.enosearcher.it/bottiglia/borgo-san-daniele-malvasia-2019/
wine_01h0qzm03xd0w800brq6cebvw3,BOTTLE,2021,3600,,,8 - 2019 https://www.tannico.it/collio-malvasia-doc-etichetta-blu-doro-princic.html
wine_01h0qsxnxe9khc7rv9kmzfj5ca,BOTTLE,2021,2800,,, https://divinishop.it/products/ronco-dei-tassi-malvasia-doc-collio-2018-cl-75?pr_prod_strat=copurchase&pr_rec_id=4603fa355&pr_rec_pid=4514717892742&pr_ref_pid=4514719891590&pr_seq=uniform
wine_01h0qzm0b56c1ytzc5rvdvfvpy,BOTTLE,2019,6500,,,legno https://www.comunicati-stampa.fvg.it/ronco-dei-tassi-la-malvasia-collezione-di-famiglia-2019-vino-dellanno-ai-food-and-travel-italia-awards-2021/
wine_01h0qzm03xgbf59yrnks5vwjaf,BOTTLE,2021,3600,,,9 - 2020 https://www.tannico.it/collio-pinot-bianco-doc-doro-princic.html
wine_01gzr4kt3zzzd0qr5tb22zqgzd,BOTTLE,2018,3400,,, https://vinidocfriuli.it/livon-pinot-bianco-cavezzo-2018/
wine_01gzr4kt3z5brfp7rzhaxc3pjw,BOTTLE,2021,3200,,, https://www.xtrawine.com/it/vini/russiz-superiore-collio-pinot-bianco-2020/p29806
wine_01gzr4kt3z5brfp7rzhaxc3pjw,BOTTLE,2016,4600,,, https://www.marcofelluga.com/vini/collio-pinot-bianco-riserva-russiz-superiore/
wine_01h4pmmfq03dmx87x33nbj6js8,BOTTLE,2019,3400,,, https://www.tannico.it/collio-pinot-bianco-doc-2019-schiopetto.html
wine_01gzr4ksm658t91qhb3q4k9n0t,BOTTLE,2021,3400,,, https://www.vino.com/dettaglio/collio-doc-pinot-bianco-talis-venica-e-venica-2021.html
wine_01h0my5sw2dt3gdvtddnbhs520,BOTTLE,2019,2900,,, https://www.callmewine.com/pinot-grigio-borgo-san-daniele-2020-P34298.htm
wine_01gzr4kss5kbwqva4dmvg0seed,BOTTLE,2016,4800,,,1 - 2013 https://www.tannico.it/collio-doc-bianco-della-castellada-2013-la-castellada.html
wine_01h0qzm1m1t5h2ryxmg6myf3ce,BOTTLE,2019,3500,,, https://www.callmewine.com/pinot-grigio-gris-lis-neris-2019-P31847.htm
wine_01h0qzm19rvkbrj7eyx8ks7whf,BOTTLE,2019,2800,,, https://www.valentinienoteca.it/2736-ronco-gelso-pgrigio-cl75.html
wine_01h0qzm233rfffvpgtsq4ds7ry,BOTTLE,2020,3400,,, https://www.topbevande.it/vino-jermann-afix-riesling-2020-riesling-venezia-giulia-igt-75cl
wine_01h0qsxnj3dw44pk84nbw7pjsp,BOTTLE,2014,3400,,, https://www.attems.it/wp-content/uploads/2015/04/Cicinis_2014_it.pdf
wine_01h0my5svsgp6e59aak2hw96yx,BOTTLE,2019,4200,,, https://www.tannico.ch/it/collio-sauvignon-doc-2019-borgo-del-tiglio.html
wine_01gzr4kskw8m4fwtzrz2650yx7,BOTTLE,2018,4500,,, https://www.cilentowinestore.com/it/friuli/6452-09236-sauvignon-potentilla-doc-2018-cl-75-felluga.html
wine_01h0sq492p04ytjttdfxnbtffj,BOTTLE,2020,4200,,,2 - 2018 https://www.callmewine.com/sauvignon-sol-ronco-del-gnemiz-2020-P36357.htm
wine_01h0sq492rpakfpdpc2j0y05de,BOTTLE,2020,6200,,,5 - 2017 https://www.callmewine.com/sauvignon-sol-ronco-del-gnemiz-2020-P36357.htm
