external_id,name,winery_name,type,storage_area,size,vintage,price,info,quantity,internal_notes
365,azienda agricola puntozero,,,,BOTTLE,,,,0.0,
366,carmenere rosso,Az. Agr. Puntozero,,,BOTTLE,16,48.0,,4.0,
367,tai rosso,Az. Agr. Puntozero,,,BOTTLE,18,48.0,,1.0,
368,merlot,Az. Agr. Puntozero,,,BOTTLE,15,75.0,,2.0,
369,azienda agricola nicolis,,,,BOTTLE,,,,0.0,
370,amarone valpolicella classico,Az. Agr. Nicolis,,,MAGNUM,10,170.0,,2.0,
371,azienda agricola inama,,,,BOTTLE,,,,0.0,
372,carmenere riserva oratorio di san lorenzo,Az. Agr. Inama,,,BOTTLE,13,70.0,,2.0,
373,carmenere riserva oratorio di san lorenzo,Az. Agr. Inama,,,BOTTLE,16,70.0,,4.0,
374,carmenere riserva oratorio di san lorenzo,Az. Agr. Inama,,,BOTTLE,17,110.0,,11.0,
375,carmenere riserva oratorio di san lorenzo,Az. Agr. Inama,,,MAGNUM,16,140.0,,2.0,
376,carmenere riserva oratorio di san lorenzo,Az. Agr. Inama,,,MAGNUM,17,250.0,,3.0,
380,carmenere carminium colli berici,Az. Agr. Inama,,,MAGNUM,18,150.0,,7.0,
381,carmenere più veneto rosso igt,Az. Agr. Inama,,,MAGNUM,18,70.0,,1.0,
383,"cabernet sauvignon ""bradisismo"" colli berici doc",Az. Agr. Inama,,,MAGNUM,19,120.0,,5.0,
384,bertani,,,,BOTTLE,,,,0.0,
385,secco,Bertani,,,MAGNUM,19,90.0,,5.0,
386,recioto valpolicella amarone,Bertani,,,BOTTLE,1975,840.0,,1.0,
387,amarone valpolicella classico,Bertani,,,BOTTLE,12,125.0,,1.0,
388,amarone valpolicella classico,Bertani,,,MAGNUM,12,330.0,,2.0,
389,pian della vette,,,,BOTTLE,,,,0.0,
390,pinot nero,Pian delle vette,,,BOTTLE,19,,,12.0,
391,le guaite di noemi,,,,BOTTLE,,,,0.0,
392,valpolicella superiore,Le Guaite di Noemi,,,BOTTLE,12,48.0,,18.0,
393,valpolicella superiore,Le Guaite di Noemi,,,MAGNUM,12,105.0,,0.0,
394,valpolicella ripasso,Le Guaite di Noemi,,,BOTTLE,17,66.0,,5.0,
395,valpolicella ripasso,Le Guaite di Noemi,,,MAGNUM,12,132.0,,2.0,
396,amarone,Le Guaite di Noemi,,,BOTTLE,11,86.0,,8.0,
397,amarone,Le Guaite di Noemi,,,MAGNUM,11,180.0,,3.0,
398,val de pol,,,,BOTTLE,,,,0.0,
399,pinot nero cors,Val De Pol,,,BOTTLE,21,45.0,,37.0,
400,pinot nero frazesca,Val De Pol,,,BOTTLE,20,75.0,,3.0,
401,pinot nero corletta,Val De Pol,,,BOTTLE,19,98.0,,0.0,
402,azienda agricola montebrecale,,,,BOTTLE,,,,0.0,
403,ammonite rosso,Az. Agr. Montebrecale,,,BOTTLE,20,30.0,,20.0,
404,a & g de martin,,,,BOTTLE,,,,0.0,
405,silenzio rosso,A & G De Martin,,,BOTTLE,23,,,10.0,
406,trentino alto adige,,,,BOTTLE,,,,0.0,
407,cantina di bolzano gries / santa maddalena,,,,BOTTLE,,,,0.0,
408,blauburgunder,Cantina di Bolzano Gries / Santa Maddalena,,,BOTTLE,2021,30.0,,0.0,
408,blauburgunder,Cantina di Bolzano Gries / Santa Maddalena,,,BOTTLE,2022,30.0,,0.0,
412,pinot nero riserva,Cantina di Bolzano Gries / Santa Maddalena,,,BOTTLE,16,48.0,,0.0,
414,lagrein taber,Cantina di Bolzano Gries / Santa Maddalena,,,BOTTLE,20,75.0,,2.0,
415,lagrein taber,Cantina di Bolzano Gries / Santa Maddalena,,,MAGNUM,16,150.0,,3.0,
416,merlot lagrein mauritius,Cantina di Bolzano Gries / Santa Maddalena,,,BOTTLE,19,70.0,,4.0,
417,merlot lagrein mauritius,Cantina di Bolzano Gries / Santa Maddalena,,,MAGNUM,16,130.0,,1.0,
418,gumphof,,,,BOTTLE,,,,0.0,
419,blauburgunder,Gumphof,,,MAGNUM,17,105.0,,0.0,
420,tenuta j. hofstätter,,,,BOTTLE,,,,0.0,
422,lagrein steinraffler,Tenuta J. Hofstätter ,,,BOTTLE,19,55.0,,18.0,
423,sant’urbano barthenau,Tenuta J. Hofstätter ,,,BOTTLE,16,90.0,,0.0,
424,sant’urbano barthenau,Tenuta J. Hofstätter ,,,BOTTLE,19,98.0,,3.0,
425,sant’urbano barthenau,Tenuta J. Hofstätter ,,,MAGNUM,16,200.0,,2.0,
