type,prefix,name,winery,internal_notes,size,vintage,ricavo,purchase_price,sales_price,qty
RED,,Barolo la Tartufaia,Giulia Negri,,,2020,,50 €, 112.00 € ,0
RED,,Barolo Riserva  ,Osvaldo Viberti,,,2016,51,50 €,112 €,10
RED,,Barolo Serra,Giovanni Rosso,,,2020,,50.00 €, 130.00 € ,10
RED,,Barolo Aleste,Luciano Sandrone,,,2019,46,59.00 €, 108.00 € ,7
RED,,Barolo Liste,Borgogno,,,2019,,53.00 €, NON IN LIST,19
RED,,Barolo Bricco Ambrogio,Paolo Scavino,,,2019,,53.10 €, NON IN LIST,5
RED,,Barolo Bricco Ambrogio,Paolo Scavino,,,2020,,56.00 €, NON IN LIST,0
RED,,Bricco delle Viole,GD Vajra,,,2018,,53 €, NON IN LIST,5
RED,,Bricco delle Viole,GD Vajra,,,2017,40,, 105.00 € ,2
RED,,Barolo Mosconi Vigna Ped,Conterno Fantino,,,2019,50,57.50 €, 120.00 € ,5
RED,,Barolo le Vigne  ,Luciano Sandrone,,,2019,,59.00 €, NON IN LIST,6
RED,,Barolo le Vigne  ,Luciano Sandrone,,,2020,,53.00 €, NON IN LIST,6
RED,,Barolo Sori Ginestra,Conterno Fantino,,,2020,,63.00 €, 145.00 € ,4
RED,,Barolo Ravera,Paolo Scavino,,,2019,,64.70 €, NON IN LIST,11
RED,,Barolo Ravera,Paolo Scavino,,,2020,,68.00 €, NON IN LIST,6
RED,,Barolo Monvigliero,Paolo Scavino,,,2019,45,64.70 €, 124.00 € ,4
RED,,Barolo Monvigliero,Paolo Scavino,,,2020,,70.00 €, 124.00 € ,5
RED,,Barolo Pajana,Domenico Clerico,,,2014,,70.45 €, 144.00 € ,2
RED,,Barolo Pajana,Domenico Clerico,,,2019,,67.90 €, 162.00 € ,6
RED,,Barolo Aeroplanservaj,Domenico Clerico,,,2019,54,70 €, 140.00 € ,6
RED,,Barolo Prapo,Paolo Scavino,,,2020,,68.00 €, NON IN LIST,6
RED,,Barolo Dagromis,Gaja,,,2019,49,70.40 €, 135.00 € ,9
RED,,Barolo Dagromis,Gaja,,,2018,,70.40 €, 135.00 € ,1
RED,,Barolo Serradenari,Giulia Negri,,,2020,,72 €, 160.00 € ,12
RED,,Barolo Ciabot Mentin Ginestra,Domenico Clerico,,,2019,,72 €, NON IN LIST,6
RED,,Barolo Ciabot Mentin Ginestra,Domenico Clerico,,,2015,,84 €, 189.00 € ,6
RED,,Barolo Ginestra Case Mate,Elio Grasso,,,2019,,75.60 €, NON IN LIST,2
RED,,Barolo Bric del Fiasc,Paolo Scavino,,,2019,,76 €, NON IN LIST,5
RED,,Barolo Bric del Fiasc,Paolo Scavino,,,2020,,68 €, 148.00 € ,1
RED,,Barolo Via Nuova,Chiara Boschis,,,2020,,76 €, 148.00 € ,10
RED,,Barolo Riserva Lazzarito,Ettore Germano,,,2016,61,76.80 €, 155.00 € ,14
RED,,Bussia 90 Dí,Giacomo Fenocchio,,,2015,67,78.20 €, 162.00 € ,2
RED,,Barolo Aleste Sibi et Paucis,Luciano Sandrone,,,2013,,83.50 €, 172.00 € ,2
RED,,Barolo Cannubi Sibi et Paucis,Luciano Sandrone,,,2012,,90.00 €, NON IN LIST,6
RED,,Barolo Arborina,Elio Altare,,,2015,,92 €, 218.00 € ,2
RED,,Barolo Cicala,Aldo Conterno,,,2018,83,96 €, 200.00 € ,3
RED,,Barolo Colonnello,Aldo Conterno,,,2018,83,96 €, 200.00 € ,4
RED,,Barolo Vigna Rionda,Massolino,,,2017,,108.00 €, 231.00 € ,3
RED,,Barolo Bricco Cerretta,Elio Altare,,,2009,,122.00 €, 262.00 € ,3
RED,,Perno Santo Stefano,Giuseppe Mascarello,,,2012,,130 €, 317.00 € ,2
RED,,Barolo La Pira,Roagna,,,2018,,133 €, NON IN LIST,0
RED,,Barolo Rocche Castiglione,Roagna,,,2019,,144 €, 285.00 € ,6
RED,,Barolo,Burlotto,,,2020,,38, 160.00 € ,2
RED,,Acclivi ,Burlotto,,,2019,,42, 190.00 € ,2
RED,,Cannubi,Burlotto,,,2020,,53, 400.00 € ,6
RED,,Cannubi,Burlotto,,,2015,,147.00 €, NON IN LIST,2
RED,,Castelletto,Burlotto,,,2020,,42, 220.00 € ,3
RED,,Monvigliero,Burlotto,,,2019,,59,0,1
RED,,Barolo Sperss,Gaja,,,2017,,, 261.00 € ,1
RED,,Barolo Cicala,Aldo Conterno,,,2000,,, 255.00 € ,0
RED,,Falletto le Rocche Et. Rossa,Bruno Giacosa,,,2016,,499, NON IN LIST,2
RED,,Barolo Francia,Giacomo Conterno,,,2010,,248 €, 430.00 € ,2
RED,,Barolo Francia,Giacomo Conterno,,,2016,,239.00 €, non in list,1
RED,,Falletto le Rocche ,Bruno Giacosa,,,2019,,199, NON IN LIST,6
RED,,Rocche Annunziata,Paolo Scavino,,,2016,112,152 €, 320.00 € ,2
RED,,Tre Tine,Giuseppe Rinaldi,,,2010,,548 €, NON IN LIST,2
RED,Red,Gattinara,Antoniolo,,,2019,,34.80 €, 85.00 € ,3
RED,,Carema,Ferrando,,,2019,,52.00 €, 98.00 € ,2
RED,,Gattinara,Nervi Conterno,,,2020,,46.90 €, NON IN LIST,13
RED,,Sumié Carema,Muraje,,,X,,48, 112.00 € ,6
RED,,Vigna Molsino,Nervi Conterno,,,2018,60,94.00 €, 175.00 € ,7
RED,,Vigna Valferana,Nervi Conterno,,,2019,,94.00 €, 175.00 € ,4
RED,VALTELLINA,Inferno,Rainoldi,,,2018,,25.00 €, 55.00 € ,2
RED,,Gess Grumello Superiore,Dirupi,,,2019,,28 €, 65.00 € ,5
RED,,Rocce Rosse,Arpepe,,,2016,,56.00 €, 105.00 € ,3
RED,,Sfursat 5 Stelle,Nino Negri,,,2015,,, 108.00 € ,1
RED,SANGIOVESE,Pian del Ciampolo,Montevertine,,,2021,38,16.50 €, 58.00 € ,7
RED,,Chianti Classico,Monteraponi,,,2022,,22.00 €, 58.00 € ,17
RED,,Bugialla Riserva,Poggerino,,,2019,,21.00 €, 82.00 € ,2
RED,,Chianti Classico,Carleone,,,x,,23.14, 72.00 € ,22
RED,,Il Carbonaione,Poggio Scalette,,,2021,,30.00 €, 73.00 € ,4
RED,,Montevertine IGT,Montevertine,,,2018,42,43 €, 95.00 € ,5
RED,,Montevertine IGT,Montevertine,,,2019,,43 €, 95.00 € ,9
RED,,Montevertine IGT,Montevertine,,,2020,,43 €, 95.00 € ,11
RED,,Montevertine IGT,Montevertine,,,2014,,43 €, 95.00 € ,0
RED,,Nobile di Montepulciano Riserva Asinone,Poliziano,,,2019,37,39.25 €, 85.00 € ,5
RED,,Baron Ugo,Monteraponi,,,2019,,55.00 €, 112.00 € ,4
RED,,Cepparello,Isole e Olena,,,2019,61,65.00 €, 140.00 € ,1
RED,,Carla 6 ,La Massa,,,2017,49,66.50 €, 130.00 € ,0
RED,,Flaccianello della Pieve,Fontodi,,,2019,102,73.90 €, 182.00 € ,11
RED,,Flaccianello della Pieve,Fontodi,,,2014,,, 400.00 € ,4
RED,,Le Pergole Torte,Montevertine,,,2021,,95 €, 295.00 € ,16
RED,,Le Pergole Torte,Montevertine,,,2020,,, 295.00 € ,9
RED,,Le Pergole Torte,Montevertine,,,2019,,, 295.00 € ,0
RED,,Le Pergole Torte,Montevertine,,,2020,,85 €, non in list,5
RED,,Le Pergole Torte,Montevertine,,,2019,,, 325.00 € ,2
RED,,Case Basse,Soldera,,,2018,,399 €, 990.00 € ,1
RED,,Case Basse,Soldera,,,2019,,650 €, non in list,2
RED,MONTALCINO,Rosso di Montalcino,Canalicchio di Sopra,,,2022,,18.80 €, 48.00 € ,16
RED,,Rosso di Montalcino,Le Ragnaie,,,2020,,18.80 €, 70.00 € ,8
RED,,Rosso di Montalcino,Le Ragnaie,,,2014,,26.00 €, non in list,3
RED,,Brunello di Montalcino,Collosorbo,,,2018,34,25 €, 65.00 € ,2
RED,,Brunello di Montalcino,Il Poggione,,,2019,,34.95 €, non in list,12
RED,,Brunello di Montalcino,Talenti,,,2019,,32.00 €, 82.00 € ,12
RED,,Brunello Pelagrilli,Siro Pacenti,,,2019,,35.00 €, 82.00 € ,10
RED,,Brunello di Montalcino,Lisini,,,2019,,38.00 €, non in list,22
RED,,Brunello di Montalcino,La Magia,,,2019,,41.00 €, 85.00 € ,1
RED,,Rosso di Montalcino,Poggio di Sotto,,,2018,40,44.80 €, 95.00 € ,10
RED,,Brunello di Montalcino,Conti Costanti,,,2019,,49.00 €, 155.00 € ,9
RED,,Brunello di Montalcino,Canalicchio di Sopra,,,2019,,51.00 €, 105.00 € ,16
RED,,Brunello di Montalcino,Le Ragnaie,,,2019,,54.00 €, non in list,10
RED,,Brunello di Montalcino,Le Ragnaie,,,2009,,68.00 €, non in list,2
RED,,Brunello di Montalcino,Castello Romitorio,,,2018,,52.80 €, 112.00 € ,1
RED,,Brunello di Montalcino,Le Chiuse,,,2019,,57.00 €, non in list,11
RED,,Brunello Vecchie Vigne,Siro Pacenti,,,2017,51,60 €, 125.00 € ,10
RED,,Brunello NICCO,Capanna,,,2019,,62.00 €, 145.00 € ,10
RED,,Brunello di Montalcino,Cupano,,,2018,56,64.70 €, 135.00 € ,4
RED,,Brunello di Montalcino,Cupano,,,2019,,64.70 €, non in list,6
RED,,Brunello Montosoli,Altesino,,,2019,,50 €, 170.00 € ,10
RED,,Brunello di Montalcino Le Lucere,San Filippo,,,2016,,70.00 €, 165.00 € ,3
RED,,Brunello Vigneti Versante,Pian dell'Orino,,,2017,62,72 €, 150.00 € ,2
RED,,Brunello Piero,Talenti,,,2018,68,75 €, 160.00 € ,2
RED,,Brunello Piero,Talenti,,,2019,,75 €, non in list,6
RED,,Brunello Tenuta Nuova,Casanova di Neri,,,2019,,87 €, non in list,6
RED,,Brunello Tenuta Nuova,Casanova di Neri,,,2017,69,79 €, 195.00 € ,2
RED,,Brunello Vigna Loreto,Mastrojanni,,,2017,85,78 €, 180.00 € ,5
RED,,Brunello di Montalcino Riserva,Il Poggione,,,1997,,89.00 €, non in list,1
RED,,Brunello di Montalcino Riserva,Tenuta Uccelliera,,,2016,77,96.90 €, 195.00 € ,3
RED,,Brunello Filo di Seta,Castello Romitorio,,,2018,77,94.29 €, 192.00 € ,4
RED,,Brunello Riserva,Il Poggione,,,2010,,97.00 €, non in list,2
RED,,Brunello di Montalcino Pietroso,Le Ragnaie,,,2019,,111.00 €, non in list,3
RED,,Brunello di Montalcino Casaccia,Canalicchio di Sopra,,,2019,,115.00 €, non in list,3
RED,,Brunello di Montalcino Montosoli,Canalicchio di Sopra,,,2019,,115.00 €, non in list,3
RED,,Brunello di Montalcino Vigna Vecchia,Le Ragnaie,,,2011,,116.00 €, 322.00 € ,5
RED,,Brunello di Montalcino ,Biondi Santi,,,2015,134,119 €, 280.00 € ,4
RED,,Poggio di Sotto,Poggio di Sotto,,,2018,,125 €, NON IN LIST,5
RED,,Brunello di Montalcino Riserva,Pian dell'Orino,,,2004,,130.00 €, 265.00 € ,3
RED,,Poggio di Sotto,Poggio di Sotto,,,2015,72,125 €, 225.00 € ,3
RED,,Brunello di Montalcino Cerretalto,Casanova di Neri,,,2013,,329.00 €, 600.00 € ,3
RED,Red,Primitivo,Rosa del Golfo,,,2020,35,8.80 €, 45.00 € ,11
RED,,Teatrale Incrocio,Malibran,,,2022,34,6.50 €, 42.00 € ,9
RED,,Schioppettino,I Clivi,,,2021,34,9.11 €, 45.00 € ,7
RED,,Terrazas Malbec,Terrazas de los Andes,,,2021,,13 €, 55.00 € ,12
RED,,Cannonau Manca,Garagisti Sorgono,,,2020,27,15 €, 45.00 € ,9
RED,,Pignolo,Ronchi di Cialla,,,2016,,22.00 €, NON IN LIST,6
RED,,Teroldego Morei,Foradori,,,2020,31,21.95 €, 58.00 € ,3
RED,,Montepulciano d'Abruzzo Riserva,Praesidium,,,2019,,24.39 €, 66.00 € ,0
RED,,Mourvedre Monkey gone to Heaven,Testalonga,,,2021,27,26 €, 59.00 € ,3
RED,,Montepulciano d'Abruzzo,Emidio Pepe,,,2022,,41.60 €, 120.00 € ,12
RED,,Refosco,Ronchi di Cialla,,,2014,,31.50 €, 75.00 € ,2
RED,,Schioppettino,Ronchi di Cialla,,,2018,,35.00 €, 85.00 € ,5
RED,,Nerobuffalj,Gulfi,,,2020,,37 €, 82.00 € ,9
RED,,Joschuari,Gut Oggau,,,2015,39,38 €, 85.00 € ,6
RED,,Lemberger Lammler Fellbacher,Aldinger,,,X,,43 €, NON IN LIST,#REF!
RED,,Zinfandel Lytton Spring,Ridge ,,,2018,35,45 €, 90.00 € ,5
RED,,Carnasciale ,Podere il Carnasciale,,,2016,,, 105.00 € ,4
RED,,JO Negroamaro,Gianfranco Fino,,,2020,,50 €, 112.00 € ,6
RED,,ES Primitivo,Gianfranco Fino,,,2021,50,51.10 €, 112.00 € ,9
RED,,Moulin a Vent La Roche,Thibault Liger Belair,,,2020,31,48.60 €, 90.00 € ,5
RED,,Oratorio San Lorenzo,Inama,,,2017,,55 €, 138.00 € ,5
RED,,Hillside Grenache,Torbreck,,,2018,,59.00 €, NON IN LIST,2
RED,,Kurni,Oasi degli Angeli,,,2017,94,91 €, 205.00 € ,13
RED,,Kupra,Oasi degli Angeli,,,2019,78,198 €, 320.00 € ,2
RED,,Caberlot,Podere il Carnasciale,,,2016,,, 260.00 € ,2
RED,Red,Purgatorio, Curtaz,,,CHECK,,18 €, 48.00 € ,0
RED,,Rosso di Mezzo,Federico Graziani,,,2021,,34 €, non in list,2
RED,,Etna Rosso,Federico Graziani,,,2021,,20 €, non in list,2
RED,,Reseca,Gulfi,,,x,,23.00 €, non in list,6
RED,,Etna Rosso,Terre Nere ,,,2020,33,25.00 €, 54.00 € ,3
RED,,Idda Rosso,Gaja,,,2019,,28.00 €, 92.00 € ,3
RED,,Contrada Chiappemacine Etna,Passopisciaro,,,2019,33,42.24 €, 85.00 € ,0
RED,,Profumo di Vulcano,Federico Graziani,,,2021,49,51 €, 110.00 € ,3
RED,,Calderara Sottana,Tenuta Terre Nere,,,2021,47,52.78 €, 112.00 € ,10
RED,,Contrada San Lorenzo,Terre Nere ,,,2019,61,65 €, 140.00 € ,7
RED,,Contrada San Lorenzo,Terre Nere ,,,2021,,65 €, NON IN LIST,11
RED,,Barbabecchi,Graci,,,2020,,95.00 €, 190.00 € ,2
RED,Red,Barbera d'Alba,Trediberri,,,2023,,8.63 €, 42.00 € ,9
RED,,Barbera d'Alba,Burlotto,,,2023,,11.50 €, NON IN LIST,4
RED,,Barbera d'Alba,GD Vajra,,,2021,27,12.13 €, 42.00 € ,2
RED,,Barbera d'Alba,Giulia Negri,,,2022,,20.00 €, 60.00 € ,0
RED,,Pelaverga,Burlotto,,,2023,,11.70 €, 65.00 € ,9
RED,,Freisa Langhe,Burlotto,,,2022,,12.90 €, 65.00 € ,10
RED,,Dolcetto,Roagna,,,2022,,20.00 €, 85.00 € ,2
RED,,Freisa KYE,GD Vajra,,,2019,31,20 €, 55.00 € ,6
RED,,Grignolino Bricco Bosco,Accornero,,,2019,,32.00 €, 78.00 € ,3
RED,,Bricco dell´uccellone,Braida,,,2020,42,46.00 €, 98.00 € ,4
RED,,Barbera d'Alba,Giacomo Conterno,,,2021,,50 €, 165.00 € ,2
RED,Red,Negre Historic,Terroir al Limit,,,2021,31,19.36 €, 55.00 € ,1
RED,,Vertebra Grenache,Terroir al Limit,,,2021,,23.50 €,0,5
RED,,Les Eres Priorat Vinyes Viellies,Joan Simo,,,2016,,33.25 €, 75.00 € ,1
RED,,Vina Tondonia Reserva,Lopez de Heredia,,,2012,,36.00 €, 80.00 € ,7
RED,,Velles Vinyes,Alvaro Palacios,,,X,,38.00 €, NON IN LIST,5
RED,,Dits del Terra,Terroir al Limit,,,2021,,51.00 €, 115.00 € ,5
RED,,Lacima,Dominio do Bibei,,,2019,,55 €, 105.00 € ,5
RED,,Arbossar (Carignan),Terroir al Limit,,,2021,44,61.78 €, 120.00 € ,2
RED,,Marcenca Negre (Grenache),Terroir al Limit,,,2021,44,61.78 €, 120.00 € ,4
RED,,Toro Pintia,Vega Sicilia,,,2018,50,69.60 €, 135.00 € ,10
RED,,Finca Dofi,Alvaro Palacios,,,X,,70.00 €, 172.00 € ,4
RED,,Alion (Ribera),Vega Sicilia,,,2018,90,87 €, 160.00 € ,1
RED,,Flor de Pingus,Dominio de Pingus,,,2019,66,97 €, 185.00 € ,0
RED,,Les Manyes Vi d'Altura Garnacha,Terroir al Limit,,,2021,55,162.00 €, 280.00 € ,5
RED,,Castillo Ygay,Marques de Murrieta,,,2011,38,189.00 €, 350.00 € ,2
RED,Red,URAS,Garagisti Sorgono,,,2020,,16.50 €, 60.00 € ,2
RED,,il Conte,Manincor,,,2022,,14 €, 48.00 € ,11
RED,,Palestina CS/ME,H. Lentsch,,,2016,26,17.90 €, 48.00 € ,15
RED,,Storlong ME/CS,Tröpfltalhof,,,2021,,21 €, NON IN LIST,2
RED,,Sacrisassi,Le due Terre,,,2021,,21 €, 65.00 € ,5
RED,,Villa Gresti,Tenuta San Leonardo,,,2016,34,21 €, 60.00 € ,3
RED,,Feldhrr,Lieselehof,,,x,,27.00 €, 80.00 € ,4
RED,,Linticlarus Cuvee,Tiefenbrunner,,,2021,,29 €, 76.00 € ,7
RED,,Gemola ,Vignalta,,,2018,,31.00 €, 72.00 € ,5
RED,,Composition Reif CS/ME/LA/PV,Unterganzner,,,2020,35,32.60 €, 75.00 € ,1
RED,,Palestina Limited 2011,H. Lentsch,,,2011,40,37.00 €, 85.00 € ,17
RED,,Rosso Riserva,Borgo del Tiglio,,,2017,,38 €, 85.00 € ,3
RED,,Brenntal (ME/CF),Peter Dipoli,,,2020,34,41.50 €, 85.00 € ,28
RED,,Kermesse,Elena Walch,,,2022,,42.75 €, 85.00 € ,7
RED,,Geyserville,Ridge,,,2019,,51.50 €, NON IN LIST,6
RED,,Bandol Rouge,Chateau Pibarnon,,,2021,,48.00 €, 102.00 € ,5
RED,,Buri Bellaria,Ronco del Gnemiz,,,2020,44,49.90 €, 105.00 € ,7
RED,,Buri Bellaria,Ronco del Gnemiz,,,2023,,49.90 €, NON IN LIST,6
RED,,Viribus Unitis,Kofler & Soelva,,,2016,36,50.80 €, 98.00 € ,2
RED,,Capo di Stato,Loredan Gasparini,,,2018,45,52 €, 108.00 € ,6
RED,,Dry Red N1,Yarra Yering,,,2017,,63.00 €, NON IN LIST,3
RED,,San Leonardo CS/ME/CF,Tenuta San Leonardo,,,2016,41,64.40 €, 120.00 € ,5
RED,,San Leonardo CS/ME/CF,Tenuta San Leonardo,,,2019,,67.00 €, NON IN LIST,6
RED,,San Leonardo CS/ME/CF,Tenuta San Leonardo,,,2018,,64.40 €,0,5
RED,,San Leonardo CS/ME/CF,Tenuta San Leonardo,,,2014,,, 95.00 € ,1
RED,,San Leonardo CS/ME/CF,Tenuta San Leonardo,,,2010,,, 108.00 € ,2
RED,,San Leonardo CS/ME/CF,Tenuta San Leonardo,,,1991,,,0,1
RED,,Barbacarlo,Lino Maga,,,2021,,80.00 €, NON IN LIST,3
RED,,TAL ROT,Bozen,,,2020,66,81.00 €, 165.00 € ,0
RED,,Rosso Gravner,Josko Gravner,,,1999,,90.00 €, non in list,1
RED,,TRES,Kurtatsch,,,2016,,123 €, NON IN LIST,10
RED,,Alzero,Quintarelli,,,2015,156,241 €, 450.00 € ,2
RED,SUPER TUSCANS,Lucente,Tenuta Luce,,,2022,,22.00 €, 60.00 € ,8
RED,,Piastraia,Michele Satta,,,2021,,29.50 €, 75.00 € ,9
RED,,Turpino ,Querciabella,,,2017,,32.00 €, 79.00 € ,0
RED,,MAGARI,GAJA,,,2021,40,56.00 €, 110.00 € ,6
RED,,Il Blu ME/SA/CS,Brancaia,,,2018,52,59 €, 125.00 € ,9
RED,,Oreno,Tenuta Sette Ponti,,,2019,44,62 €, 120.00 € ,1
RED,,Tinata SY/GR,Monteverro,,,2017,51,65 €, 130.00 € ,6
RED,,Tignanello,Antinori,,,2021,,95 €, 185.00 € ,18
RED,,Camartina,Querciabella,,,2017,60,73.62 €, 148.00 € ,4
RED,,Saffredi,Fonterutoli,,,2021,,76.00 €, 155.00 € ,5
RED,,Vigna d'Alceo,Castello dei Rampolla,,,2018,,89.00 €, 180.00 € ,4
RED,,Siepi,Fattoria le Pupille,,,2019,,90.00 €, 200.00 € ,5
RED,,GIORGIO I,LA MASSA,,,x,,89 €, 176.00 € ,3
RED,,Monteverro CS/CF/ME/PV,Monteverro,,,2017,74,95 €, 190.00 € ,1
RED,,Guado al Tasso,Guado al Tasso,,,2020,82,96.80 €, 200.00 € ,3
RED,,Biserno,Tenuta di Biserno,,,2019,90,119 €, 235.00 € ,3
RED,,Biserno,Tenuta di Biserno,,,2021,,100 €, NON IN LIST,3
RED,,Biserno,Tenuta di Biserno,,,2014,128,100 €, 250.00 € ,2
RED,,Ca' Marcanda,Gaja,,,2019,120,125 €, 255.00 € ,4
RED,,Ca Marcanda,Gaja,,,2013,,178.00 €, 310.00 € ,2
RED,,Trinoro CF/ME/CS,Tenuta di Trinoro,,,2019,,240 €, 390.00 € ,0
RED,,Ornellaia,Tenuta dell'Ornellaia,,,2020,,229 €, 430.00 € ,2
RED,,Solaia,Antinori,,,2019,,375 €, 600.00 € ,1
RED,Red,Chateau Quinalt L'Enclos Grand Cru,Quinault L'Enclos,,,2019,40,38.90 €, 87.00 € ,9
RED,,Chateau Kirwan 3 Gran Cru Classè,KIRWAN,,,2016,,56.80 €, 105.00 € ,1
RED,,Les Pagode de Cos,Cos d´Estournel,,,2016,,58.20 €, 110.00 € ,5
RED,,4eme Saint Julien,Chateau Talbot,,,2019,,58 €, NON ,6
RED,,"Grand Vin, Margaux",Rauzan Segla,,,2017,,86 €, 165.00 € ,1
RED,,4eme Saint Julien,Chateau Talbot,,,2016,,99 €, 190.00 € ,1
RED,,"Grand Vin, Pauillac",Pontet Canet,,,2020,117,109 €, 250.00 € ,3
RED,,"Grand Vin, Pauillac",Pontet Canet,,,2013,,115 €, 250.00 € ,0
RED,,Lynch Bages 5eme,Lynch Bages,,,2021,,130 €, NON ,3
RED,,4eme Saint Julien,Chateau Beychevelle,,,2017,,144 €, 325.00 € ,3
RED,,St Emilion GC,Tertre Rotebeouf,,,2011,,149 €, 377.00 € ,3
RED,,"Grand Cru, St. Emilion",Troplong Mondot,,,2016,,148 €, 275.00 € ,1
RED,,Phelan Segur,Phelan Segur,,,2010,50,75.00 €, 142.00 € ,0
RED,,"Grand Vin, St. Julien",Leoville Poyferre,,,2015,,104 €, 150.00 € ,0
RED,,Chateau Pape Clement,,,,2009,,182.00 €, 382.00 € ,0
RED,,"Grand vin, Pessac Leognan",Smith Haut Lafitte,,,2010,,199 €, 320.00 € ,1
RED,,Pomerol,La Conseillante,,,2019,,205 €, 420.00 € ,3
RED,,Pichon Longueville,,,,2012,,212.00 €, 350.00 € ,2
RED,,Chateau Montrose,,,,2020,,215.00 €, 390.00 € ,2
RED,,2eme Saint Julien,Leoville las Cases,,,2019,,235 €, NON ,3
RED,,Cos d'Estournel,Cos d´Estournel,,,2018,,261.00 €, 500.00 € ,2
RED,,Pomerol,Lafleur Petrus,,,2018,100,255.00 €, 460.00 € ,1
RED,,Palmer,Chateau Palmer,,,2013,,263 €, 390.00 € ,2
RED,,Figeac,Chateau Figeac,,,2019,,280 €, 450.00 € ,3
RED,,HAUT BRION,,,,1993,,, 540.00 € ,1
RED,,Chateau Margaux,,,,1991,,, 640.00 € ,0
RED,,Clarence de Haut Brion,Haut Brion,,,2016,,159 €, 255.00 € ,2
RED,,Pomerol,Vieux Chateau Certan,,,2017,,385.00 €, 680.00 € ,1
RED,,1eme Margaux,Chateau Margaux,,,2011,,775 €,1100,2
RED,,1eme Pauillac,Chateau Mouton,,,2017,,725 €,1100,2
RED,,1eme Pauillac,Chateau Latour,,,2014,,755 €,1100,1
RED,Red,MAX,Miles Mossop,,,2017,,, 49.00 € ,6
RED,,Le Petit Clos,Casa Lapostolle,,,2018,,32.90 €, 70.00 € ,3
RED,,Chaetauneuf du Pape Telegramme,Le Vieux Telegraphe,,,2020,,39 €, 82.00 € ,6
RED,,Chateauneuf Clos de l'Oratoire,Ogier,,,2021,,46.50 €, 95.00 € ,9
RED,,Cuvée X,Knipser,,,2018,,43.72 €, NON IN LIST,6
RED,,Chateauneuf du Pape,La Nerthe,,,2020,,72 €, 152.00 € ,3
RED,,Salzberg,Heinrich,,,2013,,, 108.00 € ,4
RED,,Gaston Hochar,Chateau Musar,,,2017,,40.00 €, 88.00 € ,7
RED,,Chaetauneuf du Pape  ,Clos de Papes,,,2022,,99 €, NON IN LIST,6
RED,,Nicolas Zapata,Catena Zapata,,,2019,,101.00 €, 250.00 € ,1
RED,,Chateauneuf du Pape,Beaucastel,,,2020,,109 €, 250.00 € ,3
RED,,Belle Leone,La Peyre Rose,,,2013,,110 €, NON IN LIST,2
RED,,Almaviva,Concha y Toro + Rotschild,,,2019,86,175 €, 300.00 € ,5
RED,,Monte Bello,Ridge,,,2018,,270 €, 450.00 € ,1
RED,Dessert,Sweet Claire,Lieselehof,,,37.5,,, 11.00 € ,8
RED,,Pasithea Rosa,Girlan,,,15.5,,, 7.00 € ,13
RED,,Pasithea Oro,Girlan,,,21.5,,, 9.00 € ,13
RED,,Essenzia,Pojer Sandri,,,15.75 €,,, 6.50 € ,5
RED,,Beerenauslese Kirschgarten 2015,Kuhn,WS,,2015,,,0,5
RED,,Beerenauslese,Kracher,,,x,,, 9.50 € ,1
RED,,Quintessenz Passito,Kaltern,,,x,,28.40 €, 60.00 € ,7
RED,,Tawny 10 yr,Noval,,,30.83,,, 10.00 € ,3
RED,,Vintage,Noval,,,2017,,, 10.00 € ,2
RED,,Niederhauser Hermannshöhle,Dönnhoff,,,x,,31 €, NON IN LIST,18
RED,,Pedro Ximenez Murillo,Lustau,,,35 €,,,0,4
RED,,VINSANGIUSTO,San Giusto Rentennano,,,x,,38 €, NON IN LIST,10
RED,,Muffato,Merlano,,,x,,, NON IN LIST,5
RED,,Oloroso Emperatriz,Lustau,,,x,,, NON IN LIST,1
RED,,Tawny 10 yr,Grahams,,,x,,, NON IN LIST,1
RED,,Eiswein,Dr Loosen,,,29 €,,,0,12
RED,,Picolit ,Ronchi di Ciala,,,2015,,56 €, NON IN LIST,5
RED,,Recioto Tordare,Cá la Bionda,,,2015,,26 €, 9.00 € ,0
RED,,Madeira Verdelho 2007,H&H,,,42,,,0,1
RED,MAGNUMS,Lugana MGM ,Ca die Frati,,Magnum,2021,,27.20 €, non in list,0
RED,,Vieris / Piere,Vie di Romans,,Magnum,2021,,43 €, 112.00 € ,6
RED,,Vieris / Piere,Vie di Romans,,JEROBOAM,2021,,,0,2
RED,,Vieris / Piere,Vie di Romans,,BORDEAUX_JEROBOAM,2021,,,0,0
RED,,Dessimis,Vie di Romans,,MAGNUM,2021,,43 €, 112.00 € ,2
RED,,Dessimis,Vie di Romans,,JEROBOAM,2021,,,0,0
RED,,Dessimis,Vie di Romans,,BORDEAUX_JEROBOAM,2021,,,0,0
RED,,Vie di Romans,Vie di Romans,,MAGNUM,2021,,43 €, 112.00 € ,6
RED,,Vie di Romans,Vie di Romans,,MAGNUM,2022,,, NON IN LIST,3
RED,,Vie di Romans,Vie di Romans,,JEROBOAM,2022,,,0,2
RED,,Vie di Romans,Vie di Romans,,BORDEAUX_JEROBOAM,2022,,,0,0
RED,,Saskia,Max Miles,,MAGNUM,2018,,,0,1
RED,,Manna,Franz Haas,,MAGNUM,2022,,35.40 €, 104.00 € ,2
RED,,Sauvignon Lafoa,Schreckbichl,,MAGNUM,2021,,38.40 €, 90.00 € ,2
