type,full_details,size,price,internal_notes
RED,REFOSCO Jacùss Doc COF 2019,0.75,€ 32.00,https://jacuss.it/index.php/it/vini/vini-rossi/refosco
RED,REFOSCO La Viarte Doc COF 2013,0.75,€ 42.00,https://www.laviarte.it/prodotto/refosco-dal-peduncolo-rosso/
RED,REFOSCO “PAVAR” Lis Fadis Doc COF 2015 (4 - 2012),0.75,€ 75.00,https://lisfadis.com/wp-content/uploads/2017/09/LIS-FADIS_ENG_-Pavar-092016.pdf
RED,REFOSCO Moschioni Doc COF 2015 (? - 2013),0.75,€ 42.00,https://www.michelemoschioni.it/wp-content/uploads/2018/07/MOSCH_RefoscoPR_ITA.pdf
RED,REFOSCO Oscar Sturm IGP Venezia Giulia 2019 (30 - 2018),0.75,€ 42.00,https://www.vivino.com/FR/it/sturm-oscar-venezia-giulia-refosco-dal-peduncolo-rosso/w/2565580
RED,SCHIOPPETTINO Antico Broilo Doc COF 2020 (9 - 2019),0.75,€ 38.00,https://www.anticobroilo.com/portfolio-item/schioppettino/
RED,SCHIOPPETTINO Riserva Antico Broilo Doc COF 2018 (2 - 2016?),0.75,€ 59.00,https://www.anticobroilo.com/portfolio-item/schioppettino-riserva/
RED,SCHIOPPETTINO Bressan Mastri Vinai IGP Venezia Giulia 2016  (7 - 2015),0.75,€ 66.00,https://www.tannico.it/venezia-giulia-schioppettino-igt-2015-bressan-mastri-vinai.html
RED,SCHIOPPETTINO Conte D'Attimis Doc COF 2019 (7 - 2018),0.75,€ 34.00,https://www.contedattimismaniago.it/produzione/schioppettino/
RED,SCHIOPPETTINO Dario Coos IGP Venezia Giulia 2020,0.75,€ 32.00,https://www.tannico.it/schioppettino-igp-venezia-giulia-2020-dario-coos.html
RED,SCHIOPPETTINO La Viarte Doc COF 2013 (5 - 2011),0.75,€ 42.00,https://www.laviarte.it/prodotto/schioppettino-di-prepotto/
RED,SCHIOPPETTINO Le due Terre Doc COF 2017,0.75,€ 64.00,https://www.tannico.it/venezia-giulia-schioppettino-igt-2017-le-due-terre.html
RED,SCHIOPPETTINO Moschioni Doc COF 2012 (7 - 2011) (2 bt mattoni 2011),0.75,€ 84.00,https://www.michelemoschioni.it/wp-content/uploads/2018/07/MOSCH_Schioppettino_ITA.pdf
RED,SCHIOPPETTINO Ronco del Gnemiz Doc COF 2018 (3 - 2017) (6 - 2020),0.75,€ 42.00,https://www.vivino.com/IT/it/ronco-del-gnemiz-schioppettino/w/1152992
RED,TAZZELENGHE Conte D'Attimis Doc COF 2016 (12 - 2013),0.75,€ 64.00,https://www.contedattimismaniago.it/produzione/tazzelenghe/
RED,TAZZELENGHE La Viarte Doc COF 2013 (7 - 2012),0.75,€ 54.00,https://www.laviarte.it/prodotto/tazzelenghe/
RED,"ROSSO DEL TIGLIO (MERLOT, CAB. SAUVIGNON) Borgo del Tiglio Doc Collio 2017 (9 - 2014)",0.75,€ 45.00,https://www.caratello.ch/it/vini/collio-rosso-docb-229266
RED,"ROSSO DEL TIGLIO Riserva (MERLOT, CAB. SAUVIGNON) Borgo del Tiglio Doc Collio 2017  (9 - 2013)",0.75,€ 69.00,https://www.bibentes.com/it/collio-rosso-riserva-borgo-del-tiglio-2012
RED,ROSSO DELLA CENTA (MERLOT) Borgo del Tiglio Doc Collio 2015 (2 - 2010),0.75,€ 110.00,https://www.caratello.ch/it/vini/collio-rosso-della-centa-igt-229245
RED,"EGO (CABERNET FRANC, SCHIOPPETTINO) Bressan Mastri Vinnai IGP Venezia Giulia 2016  (2 - 2011) (2 -2003 mattoni) (2 - 2015)",0.75,€ 69.00,https://www.tannico.it/venezia-giulia-rosso-igt-ego-2015-bressan-mastri-vinai.html
RED,"N.3 (MERLOT, CABERNET SAUVIGNON, CABERNET FRANC) Bressan Mastri Vinnai Doc COF 2016 (3 - 2011) ",0.75,€ 69.00,https://www.tannico.it/venezia-giulia-n-3-2013-bressan-mastri-vinai.html
RED,"BLAU & BLAU (PINOT NERO, FRANCONIA) Jermann IGP Venezia Giulia 2019",0.75,€ 29.00,https://www.jermann.it/download/prodotti/66_scheda_it.pdf
RED,"ROSSO DELLA CASTELLADA (MERLOT, CABERNET SAUVIGNON) La Castellada Doc Collio 2012 (5 - 2009) ",0.75,€ 66.00,https://lacastellada.it/schede-tecniche/Rosso_della_Castellada.pdf
RED,"SACRISASSI (SCHIOPPETTINO, REFOSCO) Le due Terre Doc COF 2018",0.75,€ 52.00,https://www.callmewine.com/sacrisassi-rosso-due-terre-2018-P33918.htm
RED,"BERGUL ROSSO (REFOSCO, SCHIOPETTINO, MERLOT) Lis Fadis Doc COF 2016",0.75,€ 39.00,https://www.caffevergnanomestre.com/prodotto/bergul-rosso-colli-orientali-friuli-lis-fadis-refosco-d-p-r-schioppettino-merlot/
RED,"LIS NERIS ROSSO (MERLOT, CAB. SAUVIGNON) Lis Neris IGT Venezia Giulia 2015",0.75,€ 59.00,https://www.callmewine.com/cabernet-sauvignon-lis-neris-2019-P35935.htm
RED,"SOSSÒ ROSSO Riserva (REFOSCO, MERLOT, PIGNOLO) Livio Felluga Doc COF 2016",0.75,€ 75.00,https://www.winekissyou.com/prodotto/friuli-colli-orientali-sosso-riserva-doc-2016-livio-felluga/?utm_source=google&utm_medium=google+shopping&utm_content=23735&utm_source=google&utm_medium=cpc&campaignid=17614147830&adgroupid=&gclid=CjwKCAjw_b6WBhAQEiwAp4HyIDsXbCMavZ8iczZ5H9ZEGOttYOr6hZwm4rRbhreaQ7iHr_DQkUfTexoCXl0QAvD_BwE&gclid=CjwKCAjw_b6WBhAQEiwAp4HyIDsXbCMavZ8iczZ5H9ZEGOttYOr6hZwm4rRbhreaQ7iHr_DQkUfTexoCXl0QAvD_BwE
RED,"VERTIGO ROSSO (MERLOT, CAB. SAUVIGNON) Livio Felluga Doc COF 2020",0.75,€ 32.00,https://www.liviofelluga.it/portfolio/vertigo
RED,"TIARE BLÙ (MERLOT, CABERNET SAUVIGNON) Livon IGT VeneziaGiulia 2018 (6 - 2019)",0.75,€ 39.00,https://www.tannico.it/venezia-giulia-rosso-igt-tiareblu-2015-livon.html
RED,"ROSSO BISEST (PIGNOLO, SCHIOPPETTINO) Moschioni Doc COF 2014",0.75,€ 36.00,https://www.michelemoschioni.it/wp-content/uploads/2018/07/MOSCH_Bisest_ITA.pdf
RED,"ROSSO CELTICO Riserva (MERLOT, CABERNET SAUVIGNON) Moschioni Doc COF 2013 (4 - 2011)",0.75,€ 49.00,https://www.michelemoschioni.it/wp-content/uploads/2018/07/MOSCH_RossoCeltico_ITA.pdf
RED,"ROSSO DI MOSCHIONI (MERLOT, C. SAUVIGNON, PIGNOLO, SCHIOPPETTINO, REFOSCO) Moschioni Doc COF 2017 (12 - 2014)",0.75,€ 39.00,https://www.michelemoschioni.it/wp-content/uploads/2018/07/MOSCH_Rosso_ITA.pdf
RED,"CJARANDON ROSSO (MERLOT, CABERNET SAUVIGNON) Ronco dei Tassi Doc Collio 2015",0.75,€ 37.00,https://www.italianwinelovers.it/vini-rossi/rosso-riserva-collio-cjarandon.htm
RED,"ROSSO DEL GNEMIZ (MERLOT, CAB. SAUVIGNON) Ronco del Gnemiz Doc COF 2019 (13 - 2019) (4 - 2017) (1 - 2016) ",0.75,€ 89.00,https://www.tannico.it/colli-orientali-del-friuli-rosso-doc-rosso-del-gnemiz-2013-ronco-del-gnemiz.html
RED,"ROSSO DOTTOR PALAZZOLO ""SOL"" 2016 (CAB. SAUVIGNON, CAB. FRANC, MERLOT) Ronco del Gnemiz Doc COF 2016 ",0.75,€ 120.00,https://www.diemmevini.com/Rosso-Sol-Dott-Palazzolo-Colli-Orientali-del-Friuli-Doc-2013-Ronco-Del-Gnemiz
RED,"ROSSO DEGLI ORZONI (MERLOT, CABERNET SAUVIGNON, CABERNET FRANC) Russiz Superiore Doc Collio 2015 (2 - 2013)",0.75,€ 55.00,https://www.marcofelluga.com/vini/collio-rosso-riserva-degli-orzoni-russiz-superiore/
RED,"ROSSO CLADRECIS (MERLOT, PIGNOLO) Sirch Doc COF 2016",0.75,€ 38.00,https://www.tannico.it/friuli-colli-orientali-rosso-doc-cladrecis-2016-sirch.html
RED,SCHIOPPETTINO Venica & Venica Doc COF 2012,0.75,€ 49.00,https://www.liberiniwine.com/prodotto/venica-schioppettino-friuli-collio-orientale-doc-2012/
RED,CABERNET SAUVIGNON Oscar Sturm Doc Collio 2016 ,0.75,€ 42.00,https://www.vivino.com/IT/it/sturm-cabernet-sauvignon/w/1268507
RED,CABERNET SAUVIGNON Ronchi Ro Doc Collio 2016 ,0.75,€ 34.00,
RED,MERLOT Az. Agricola Miani Doc COF 2018 (4 - 2016),0.75,€ 120.00,https://www.enosearcher.it/bottiglia/miani-colli-orientali-del-friuli-doc-merlot-2018/
RED,MERLOT Oscar Sturm Doc Collio 2016 (sottotetto),0.75,€ 36.00,https://sturm.it/i-nostri-vini/merlot/
RED,"MERLOT RADIKON (nascosto) (4 - 0,5L costa 28,40 €) (2-1L costa 52,50)",0.75,€ 130.00,https://www.callmewine.com/merlot-radikon-2006-P29427.htm
RED,"REFOSCO ""COSSUT""  Az. Agricola Miani Doc COF 2016",0.75,€ 150.00,https://www.gallienoteca.it/refosco-dal-peduncolo-rosso-cossut-miani-2016.html
RED,"REFOSCO ""LA MONT DI ZUC""  Az. Agricola Miani Doc COF 2019",0.75,€ 140.00,https://italianwineselection.com/6-rossi/54af8c0e8crefosco-dal-peduncolo-rosso-colli-orientali-del-friuli-doc/
RED,"RUBEN ROSSO Riserva (MERLOT, CABERNET SAUVIGNON)  Picéch Doc Collio 2016",0.75,€ 66.00,https://divinishop.it/products/picech-ruben-rosso-riserva-doc-collio-2016-cl-75
RED,RIVAROSSA (MERLOT CABERNET SAUVIGNON) Schioppetto IGT Venezia Giulia 2017,0.75,€ 34.00,https://www.tannico.it/venezia-rosso-igt-rivarossa-2017-schiopetto.html
,,0.75,,
,Alto Adige Bianchi,0.75,,
WHITE,BRONNER Elena Walch  IGT Mitterberg  2019,0.75,€ 29.00,https://www.elenawalch.com/wp-content/uploads/2021/01/Bronner-2019.pdf
WHITE,"CHARDONNAY ""GAUN"" Alois Lageder Doc Südtirol 2020 (5 - 2018)",0.75,€ 32.00,https://aloislageder.eu/vini/composizioni/gaun-chardonnay
WHITE,"CHARDONNAY ""LOWENGANG"" Alois Lageder Doc Südtirol 2017",0.75,€ 74.00,https://aloislageder.eu/vini/capolavori/loewengang-vini
WHITE,CHARDONNAY “FLORA” Girlan Doc Südtirol 2019,0.75,€ 39.00,https://www.girlan.it/it/vini/flora/flora-chardonnay-2020/
WHITE,"CHARDONNAY ""DONÀ D'OR"" Hartmann Donà Doc Südtirol 2011 (mattoni)",0.75,€ 110.00,https://liberstore.it/prodotti/hartmann-dona-dona-dor-2011/
WHITE,"CHARDONNAY ""MASO REINER"" Kettmeir Doc Südtirol 2020",0.75,€ 42.00,https://www.kettmeir.com/images/pdf/schede-ita/Chardonnay-Vigna-Maso-Reiner_Alto-Adige-Do_ITA.pdf
WHITE,GEWURZTRAMINER “CONCERTO GROSSO” Elena Walch Doc Südtirol 2019 (2 - 2018),0.75,€ 36.00,https://www.elenawalch.com/wp-content/uploads/2021/01/Gew%c3%bcrztraminer-Concerto-Grosso-2019.pdf
WHITE,GEWURZTRAMINER Franz Haas Doc Südtirol 2022,0.75,€ 32.00,https://www.franz-haas.it/wp-content/uploads/2021/04/4-Gew%C3%BCrztraminer_ITA.pdf
WHITE,GEWURZTRAMINER Hartmann Donà Doc Südtirol  2019,0.75,€ 33.00,https://www.callmewine.com/gewurztraminer-hartmann-dona-2019-P28852.htm
WHITE,GEWURZTRAMINER “KOLBENHOF“ J. Hofstatter Doc Südtirol 2019,0.75,€ 45.00,https://www.shop.hofstatter.com/it/eur/it/prodotti/vigna-kolbenhof-gewurztraminer-alto-adige-doc-2019-j-hofstatter.html
WHITE,GEWURZTRAMINER “AURATUS” Ritterhof Doc Südtirol 2019,0.75,€ 36.00,https://www.ritterhof.it/it/vini-alto-adige/collis/gewurztraminer-auratus
WHITE,GEWURZTRAMINER San Michele Appiano Doc Südtirol 2020,0.75,€ 32.00,https://www.tannico.it/alto-adige-gewurztraminer-doc-2020-san-michele-appiano-0-375l.html
WHITE,GEWURZTRAMINER Thomas Dorfmann Valle Isarco Doc Südtirol 2019,0.75,€ 36.00,https://trentinoaltoadigewine.it/dorfmann-thomas/474-gewurztraminer-2018-thomas-dorfmann.html
WHITE,GEWURZTRAMINER “NUSSBAUMER“ Tramin Doc Südtirol 2018,0.75,€ 44.00,https://kellereitramin.sharepoint.com/sites/CantinaTraminOPEN/Freigegebene%20Dokumente/Forms/AllItems.aspx?ga=1&id=%2Fsites%2FCantinaTraminOPEN%2FFreigegebene%20Dokumente%2FSito%20Tramin%20Sharepoint%2FITALIANO%20download%2Fschede%20vino%2FNussbaumer%20Gew%C3%BCrztraminer%2FTRAMIN%2DI%2DNUSSBAUMER%2D2018%2Epdf&parent=%2Fsites%2FCantinaTraminOPEN%2FFreigegebene%20Dokumente%2FSito%20Tramin%20Sharepoint%2FITALIANO%20download%2Fschede%20vino%2FNussbaumer%20Gew%C3%BCrztraminer
WHITE,GRUNER VELTLINER Strasserhof Doc Südtirol 2018,0.75,€ 29.00,https://www.vinusta.com/it-it/vini/vini-bianchi/altri-vini-bianchi/789/gruener-veltliner-valle-isarco-doc-2019-strasserhof
WHITE,GRUNER VELTLINER Thomas Dorfmann Valle Isarco Doc Südtirol 2019,0.75,€ 34.00,https://www.viniferi.com/de/gr%C3%BCner-veltliner-alto-a
WHITE,KERNER “PRAEPOSITUS” Abbazia di Novacella Doc Südtirol 2019 (5 - 2017),0.75,€ 36.00,https://www.bernabei.it/alto-adige-valle-isarco-doc-kerner-praepositus-abbazia-di-novacella?gclid=CjwKCAjw_b6WBhAQEiwAp4HyIEcqS6fhDHXZC7cQ3EVtt18ANBNaCP2TQNLtA_g8WjILyT-gpsva5BoCNbIQAvD_BwE
WHITE,KERNER Strasserhof Dop Südtirol Valle Isarco 2020,0.75,€ 29.00,https://www.vinusta.com/it-it/vini/vini-bianchi/altri-vini-bianchi/785/kerner-valle-isarco-doc-2021-strasserhof
WHITE,PINOT BIANCO “LEPUS” Franz Haas Doc Südtirol 2020,0.75,€ 29.00,https://www.callmewine.com/pinot-bianco-lepus-franz-haas-2020-P34234.htm
WHITE,PINOT BIANCO “ATHESIS” Kettmeir Doc Südtirol 2019 (6 - 2018),0.75,€ 35.00,https://www.kettmeir.com/images/pdf/schede-ita/PinotB_Athesis_KT_2020_ITA.pdf
WHITE,"PINOT BIANCO ""SCHULTHAUSER"" San Michele Appiano Doc Südtirol 2020",0.75,€ 29.00,https://shop.stmichael.it/it/pinot-bianco-schulthauser.html
WHITE,PINOT BIANCO “VORBERG” Terlan Doc Südtirol 2019,0.75,€ 46.00,https://www.cantina-terlano.com/it/weinbrief/?w-id=97&l-id=13
WHITE,"PINOT BIANCO ""MORIZ"" Tramin Doc Südtirol 2019 ",0.75,€ 29.00,https://kellereitramin.sharepoint.com/sites/CantinaTraminOPEN/Freigegebene%20Dokumente/Forms/AllItems.aspx?ga=1&id=%2Fsites%2FCantinaTraminOPEN%2FFreigegebene%20Dokumente%2FSito%20Tramin%20Sharepoint%2FITALIANO%20download%2Fschede%20vino%2FMoriz%20Pinot%20Bianco%2FTRAMIN%2DI%2DMORIZ%2D19%2Epdf&parent=%2Fsites%2FCantinaTraminOPEN%2FFreigegebene%20Dokumente%2FSito%20Tramin%20Sharepoint%2FITALIANO%20download%2Fschede%20vino%2FMoriz%20Pinot%20Bianco
WHITE,"PINOT GRIGIO ""MASO REINER"" Kettmeir Doc Südtirol 2020",0.75,€ 38.00,https://www.kettmeir.com/images/pdf/schede-ita/Pinot_Grigio_Vigna_Maso_Reiner_ITA.pdf?_gl=1*z7t9zt*_up*MQ..&gclid=Cj0KCQjwguGYBhDRARIsAHgRm49qahoyCEM1fNBGS5QtUfau1b_juQD_K7zLjs33sOwQ7sFlhUKACrcaAi9PEALw_wcB
WHITE,RIESLING Falkenstein Doc Südtirol Val Venosta 2019,0.75,€ 36.00,https://www.bernabei.it/alto-adige-sudtirol-doc-riesling-falkenstein
WHITE,SAUVIGNON “ANDRIUS” Andrian Doc Südtirol 2020,0.75,€ 46.00,https://www.pursuedtirol.com/it/kellerei-andrian-sauvignon-andrius-2020
WHITE,SAUVIGNON “QUARZ” Terlan Doc Südtirol 2020 (2 - 2018),0.75,€ 75.00,https://www.cantina-terlano.com/it/vini/quarz-11/
WHITE,SAUVIGNON “WINKL” Terlan Doc Südtirol 2021 (1 - 2016) (11 - 2019),0.75,€ 36.00,https://www.cantina-terlano.com/it/vini/winkl-15/
WHITE,"SYLVANER ""PRAEPOSITUS"" A. di Novacella Doc Südtirol 2019",0.75,€ 36.00,https://www.callmewine.com/sylvaner-praepositus-abbazia-di-novacella-2019-P28096.htm?gclid=CjwKCAjw_b6WBhAQEiwAp4HyIPttYrCBdncwqnKNqhNyYHjgYM7Zq3KoRUs_6Q1Z_-zDmUlrIdW6lhoCbNMQAvD_BwE
WHITE,"SYLVANER ""ANJO"" Strasserhof Dop Südtirol Valle Isarco 2017",0.75,€ 36.00,https://www.vinopuro.com/it/gruner-veltliner-aa-valle-isarco-doc-strasserhof-2021-25132.html?utm_source=google-shop&utm_medium=cpc&utm_campaign=feed-google&gclid=CjwKCAjw_b6WBhAQEiwAp4HyIOTW8YcKqdz31aU_Q7ackVp07uoR81cJzOBq8fxcS4rgwU8_6bqN3hoC_6kQAvD_BwE
WHITE,SYLVANER Thomas Dorfmann Valle Isarco Doc Südtirol 2019,0.75,€ 34.00,"https://trentinoaltoadigewine.it/dorfmann-thomas/473-sylvaner-2018-thomas-dorfmann.html#:~:text=Colore%20giallo%20paglierino%20tendente%20al,e%20con%20una%20persistenza%20elegante."
WHITE,"DONA’ BLANC (PINOT BIANCO, CHARDONNAY) Hartmann Dona’ IGT Mitterberg 2018",0.75,€ 44.00,https://www.callmewine.com/don%C3%A0-blanc-hartmann-don%C3%A0-2018-P36455.htm?gclid=CjwKCAjw_b6WBhAQEiwAp4HyIAXQbMtJxSmMEeAFYUoHouqcR8LhYNN8CxsjnvNmtDofRJQcqs2fuhoCelsQAvD_BwE
WHITE,"MANNA BIANCO (CHARDONNAY, SAUVIGNON, GEWURZTRAMINER, RIESLING, KERNER) Franz Haas Doc Südtirol 2019",0.75,€ 36.00,https://www.franz-haas.it/wp-content/uploads/2021/04/8-Manna_ITA.pdf
WHITE,"APPIUS (CHARDONNAY, PINOT GRIGIO, PINOT BIANCO, SAUVIGNON) San Michele Appiano Doc Südtirol 2016 (legno)",0.75,€ 190.00,https://www.stmichael.it/media/wine_fotos/pdf/it_Alto%20Adige%20DOC%20Bianco%20APPIUS%202016.pdf
WHITE,"ANJO (SYLVANER, RIESLING, KERNER) Strasserhof Vigneti Delle Dolomiti IGT 2018",0.75,€ 44.00,https://www.strasserhof.info/it/tenuta/inostrivini/AnJo_18_Strasserhof_it.pdf
WHITE,"NOVA DOMUS (PINOT BIANCO, CHARDONNAY, SAUVIGNON BLANC) Terlan Doc Südtirol 2020 (6 - 2018) (? - 2016) (? - 2017)",0.75,€ 69.00,https://www.cantina-terlano.com/it/vini/nova-domus-5/
WHITE,"RARITÀ TERLANER (PINOT BIANCO, CHARDONNAY, SAUVIGNON BLANC) Terlan Doc Südtirol 2008",0.75,€ 170.00,https://www.cantina-terlano.com/it/vini/rarity-2008-38/
WHITE,"TERLANER Classico (PINOT BIANCO, CHARDONNAY, SAUVIGNON BLANC) Terlan Doc Südtirol 2020",0.75,€ 34.00,https://www.cantina-terlano.com/it/vini/terlaner-16/
WHITE,"TERLANER ""PRIMO"" (PINOT BIANCO, CHARDONNAY, SAUVIGNON BLANC) Terlan Doc Südtirol 2018",0.75,€ 270.00,https://www.cantina-terlano.com/it/vini/terlaner-i-9/
WHITE,PINOT BIANCO Kettmeir Doc Südtirol 2017 ,0.75,€ 25.00,
WHITE,CHARDONNAY “SOPHIE” Manincor Doc Südtirol 2017  ,0.75,€ 52.00,file:///Users/admin/Downloads/sophie-2020-ital.pdf
,,0.75,,
,Alto Adige Rossi,0.75,,
RED,LAGREIN Riserva “PRAEPOSITUS” A. di Novavcella Doc Südtirol 2018,0.75,€ 49.00,https://www.bernabei.it/alto-adige-doc-lagrein-riserva-praepositus-abbazia-di-novacella
RED,LAGREIN Alois Lageder Doc Südtirol 2020,0.75,€ 34.00,https://aloislageder.eu/vini/vitigni-classici/lagrein
RED,"LAGREIN ""LINDENBURG"" Alois Lageder Doc Südtirol 2017 (3 - 2016) (3 - 2006 legno)",0.75,€ 49.00,https://aloislageder.eu/vini/capolavori/lindenburg-vini
RED,"LAGREIN ""RUBENO"" Andrian Doc Südtirol 2021 (? - 2019) (? - 2020)",0.75,€ 36.00,https://www.kellerei-andrian.com/fileadmin/user_upload/media/weine/tech-sheets/Rubeno_Lagrein_2021_ITA.pdf
RED,LAGREIN Riserva “TOR DI LUPO” Andrian Doc Südtirol 2019 (5 - 2017),0.75,€ 59.00,https://www.kellerei-andrian.com/fileadmin/user_upload/media/weine/tech-sheets/Tor_di_Lupo_Lagrein_Riserva_2019_ITA.pdf
RED,LAGREIN “UNTERSTOAN” Bellutti Weingut Doc Südtirol 2019,0.75,€ 34.00,https://www.callmewine.com/lagrein-weinberghof-bellutti-2020-P36312.htm
RED,LAGREIN Riserva Bellutti Weingut Doc Südtirol 2017 (3 - 2016) (1 - 2015),0.75,€ 45.00,https://justitalianwine.com/vino/Lagrein-S%C3%BCdtirol-Alto-Adige-DOC-Weinberghof-Bellutti-2019
RED,LAGREIN Vecchie Vigne Brunnenhof Doc Südtirol 2018,0.75,€ 34.00,https://www.wine-online.it/it/lagrein-vigne-vecchie-2019-bio-alto-adige-doc-brunnenhof.html
RED,LAGREIN Elena Walch Doc Südtirol 2020,0.75,€ 34.00,https://www.elenawalch.com/wp-content/uploads/2021/01/Lagrein-2019.pdf
RED,LAGREIN Riserva “CASTEL RINGBERG” Elena Walch Doc Südtirol 2017 (7 - 2016),0.75,€ 59.00,https://www.callmewine.com/lagrein-elena-walch-2021-P36238.htm
RED,LAGREIN “SCHWEIZER” Franz Haas Doc Südtirol 2019 (7 - 2018),0.75,€ 36.00,https://www.enosearcher.it/bottiglia/franz-haas-alto-adige-sudtirol-doc-lagrein-2019/
RED,LAGREIN Girlan Doc Südtirol 2020 (6 - 2021),0.75,€ 34.00,https://www.girlan.it/it/weinbrief/?id=205
RED,LAGREIN Hartmann Donà Doc Südtirol 2019 (10 - 2017),0.75,€ 39.00,https://www.tannico.it/alto-adige-lagrein-doc-2017-hartmann-dona.html
RED,"LAGREIN ""STEINRAFFLER"" J. Hofstatter Doc Südtirol 2018 (5 - 2017)",0.75,€ 49.00,https://www.shop.hofstatter.com/it/eur/it/prodotti/vigna-steinraffler-lagrein-alto-adige-doc-2017-j-hofstatter.html
RED,LAGREIN Kettmeir Doc Südtirol 2018 ,0.75,€ 29.00,https://www.kettmeir.com/images/pdf/schede-ita/KT_Lagrein_AA_ITA.pdf
RED,"LAGREIN ""RUBATSCH"" Manincor Doc Südtirol 2019 (3 - 2018)",0.75,€ 55.00,https://www.manincor.com/it/lagrein-rubatsch.html
RED,"LAGREIN Riserva ""SANCT VALENTIN""  San Michele Appiano Doc Südtirol 2019",0.75,€ 49.00,https://www.stmichael.it/media/wine_fotos/pdf/it_Alto%20Adige%20DOC%20Lagrein%20Riserva%20Sanct%20Valentin_2019.pdf
RED,LAGREIN Terlan Doc Südtirol 2020,0.75,€ 34.00,https://www.cantina-terlano.com/it/weinbrief/?w-id=96&l-id=24
RED,LAGREIN Riserva “GRIES” Terlan Doc Südtirol 2020,0.75,€ 39.00,https://www.cantina-terlano.com/it/weinbrief/?w-id=100&l-id=7
RED,LAGREIN Riserva “URBAN” Tramin Doc Südtirol 2017,0.75,€ 54.00,https://kellereitramin.sharepoint.com/sites/CantinaTraminOPEN/Freigegebene%20Dokumente/Forms/AllItems.aspx?ga=1&id=%2Fsites%2FCantinaTraminOPEN%2FFreigegebene%20Dokumente%2FSito%20Tramin%20Sharepoint%2FITALIANO%20download%2Fschede%20vino%2FUrban%20Lagrein%2FTRAMIN%2DI%2DURBAN%2D17%2Epdf&parent=%2Fsites%2FCantinaTraminOPEN%2FFreigegebene%20Dokumente%2FSito%20Tramin%20Sharepoint%2FITALIANO%20download%2Fschede%20vino%2FUrban%20Lagrein
RED,PINOT NERO Riserva “PRAEPOSITUS” A. di Novacella Doc Südtirol 2018 (3 - 2015),0.75,€ 54.00,"https://www.callmewine.com/pinot-nero-praepositus-abbazia-di-novacella-2018-P34209.htm#:~:text=Il%20Pinot%20Nero%20%E2%80%9CPraepositus%E2%80%9D%20Riserva,coltivazione%20del%20vitigno%20di%20Borgogna."
RED,PINOT NERO Alois Lageder Doc Südtirol 2020,0.75,€ 34.00,https://aloislageder.eu/assets/lag_files/2020_Pinot%20Noir_IT.pdf
RED,"PINOT NERO ""KRAFUSS"" Alois Lageder Doc Südtirol 2019",0.75,€ 69.00,https://aloislageder.eu/vini/capolavori/krafuss-vini
RED,PINOT NERO Andrian Doc Südtirol 2020 (23 - 2019),0.75,€ 34.00,https://www.kellerei-andrian.com/fileadmin/user_upload/media/weine/tech-sheets/Pinot_Noir_2021_ITA.pdf
RED,PINOT NERO Riserva “ANRAR” Andrian Doc Südtirol 2017,0.75,€ 65.00,https://www.kellerei-andrian.com/fileadmin/user_upload/media/weine/tech-sheets/Anrar_Pinot_Nero_Riserva_2019_ITA.pdf
RED,PINOT NERO Carlotto Ferruccio Doc Südtirol 2018,0.75,€ 44.00,https://www.ferruccio-carlotto.com/docs/pinot-pdf-it.pdf
RED,PINOT NERO Elena Walch Doc Südtirol 2021,0.75,€ 34.00,https://www.elenawalch.com/it/shop/
RED,"PINOT NERO Riserva ""LUDWIG"" Elena Walch Doc Südtirol 2019",0.75,€ 56.00,https://www.elenawalch.com/it/shop/
RED,PINOT NERO Falkenstein Doc Südtirol Val Venosta 2017,0.75,€ 39.00,https://www.falkenstein.bz/it/vini/pinot-nero/
RED,PINOT NERO Franz Haas Doc Südtirol 2021,0.75,€ 44.00,https://www.franz-haas.it/wp-content/uploads/2021/04/13-PinotNero_ITA.pdf
RED,"PINOT NERO ""SCHWEIZER"" Franz Haas Doc Südtirol 2019 (7 - 2018)",0.75,€ 65.00,https://www.franz-haas.it/wp-content/uploads/2021/04/14-PinotNeroSchweizer_ITA.pdf
RED,"PINOT NERO ""PATRICIA"" Girlan  Doc Südtirol 2020",0.75,€ 34.00,https://www.girlan.it/it/weinbrief/?id=238
RED,"PINOT NERO Riserva ""FLORA"" Girlan Doc Südtirol  2019",0.75,€ 44.00,https://www.girlan.it/it/weinbrief/?id=219
RED,PINOT NERO Riserva “TRATTMANN” Girlan Doc Südtirol 2018,0.75,€ 62.00,https://www.girlan.it/it/weinbrief/?id=236
RED,PINOT NERO Riserva “CURLAN” Girlan Doc Südtirol 2018,0.75,€ 135.00,https://www.girlan.it/it/weinbrief/?id=236
RED,"PINOT NERO Riserva ""VIGNA GANGER"" Girlan Doc Südtirol 2016",0.75,€ 190.00,https://www.girlan.it/it/weinbrief/?id=231
RED,PINOT NERO MAZZON Gottardi Doc Südtirol 2017 (14 - 2016),0.75,€ 46.00,https://www.tannico.it/alto-adige-pinot-nero-doc-mazzon-2016-gottardi.html
RED,PINOT NERO Riserva Gottardi Doc Südtirol 2015,0.75,€ 110.00,"https://www.callmewine.com/pinot-nero-riserva-mazzon-gottardi-2012-P1805.htm#:~:text=Il%20vino%20Pinot%20Nero%20Riserva,dotata%20di%20una%20notevole%20longevit%C3%A0."
