external_id,name_one,name_two,size,winery_name,country,vintage,currency,price,quantity,
713,Terre Brune Superiore,,,Santadi,,18,€,"€ 70,00",2,
714,Terre Brune Superiore,,,Santadi,,‘19,€,"€ 70,00",3,
715,Carignano del Sulcis Rocca Rubia Riserva,,,Santadi,,12,€,"€ 40,00",1,
716,Carignano del Sulcis Rocca Rubia Riserva,,,Santadi,,17,€,"€ 38,00",1,
717,Carignano del Sulcis Rocca Rubia Riserva,,,Santadi,,‘20,€,"€ 38,00",6,
718,Ferruccio Deiana,,,,,,,,,
719,Cannonau Sileno,,,Ferruccio Deiana,,14,€,"€ 40,00",,
720,Argiolas,,,,,,,,,
721,Rosso Iselis,,,Argiolas,,12,€,"€ 36,00",5,
722,Cannonau Costera,,,Argiolas,,14,€,"€ 40,00",,
723,Cannonau Costera,,,Argiolas,,16,€,"€ 40,00",1,
724,Cannonau Costera,,,Argiolas,,19,€,"€ 38,00",3,
725,Turriga,,,Argiolas,,16,€,"€ 126,00",1,
726,Turriga,,,Argiolas,,19,€,"€ 130,00",6,
727,,,,,,,,,,
728,"Altri vini biodinamici, biologici e naturali",,,,,,,,,
729,Cantina d'Isera,,,,,,,,,
730,Marzemino d'Isera Trentino Superiore,,,Cantina d'Isera,,19,€,"€ 30,00",7,
731,Marco Mosconi,,,,,,,,,
732,Rosso Tre Monelli,,,Marco Mosconi,,21,€,"€ 34,00",,
733,Masi Tupungato,,,,,,,,,
734,Rosso di Malbec e Corvina Passo Doble Tierra Soleada,,,Masi Tupungato,,20,€,"€ 45,00",,
735,Vinicentanni,,,,,,,,,
736,Rosso Primodelia bio,,,Vinicentanni,,‘19,€,,5,
737,Rosso Piceno Renarie bio,,,Vinicentanni,,‘21,€,,4,
738,Puro Centanni Marche Rosso,,,Vinicentanni,,‘22,€,,12,
739,,,,,,,,,,
740,Vini Rossi Esteri,,,,,,,,,
741,Francia,,,,,,,,,
742,Chateau Margaux,,,,,,,,,
743,Chateau Margaux Gran Cru Classé,,,Chateau Margaux,,97,€,"€ 1.250,00",2,
744,Chateau Mouton Rothshild,,,,,,,,,
745,Chateau Mouton Rothshild Grand Cru Classé,,,Chateau Mouton Rothshild,,1,€,"€ 1.200,00",2,
746,Chateau Clarke Rothshild,,,,,12,,,1,
747,Chateau,,,Chateau Mouton Rothshild,,12,€,"€ 66,00",6,
748,Bordeaux Legende,,,Chateau Mouton Rothshild,,19,€,"€ 24,00",6,
749,Rouge Legende Medoc,,,Chateau Mouton Rothshild,,19,€,"€ 36,00",3,
750,Dourthe n 1 Bordeaux,,,,,14,,,1,
751,Château Carteau,,,,,,,,1,
752,Château Cote Daugay,,,Château Carteau,,16,€,"€ 60,00",7,
753,Château Gigognan,,,,,,,,,
754,Chateauneuf du Pape Clos du Roi,,,Château Gigognan,,‘17,€,"€ 55,00",5,
755,Cotes du Rhone,,,Château Gigognan,,17,€,"€ 27,00",,
756,Chanson,,,,,,,,,
757,Bourgogne Pinot Noir,,,Chanson,,22,€,"€ 63,00",17,
758,Rouge Pernande Verglesses,,,Chanson,,‘17,€,"€ 70,00",6,
759,Chateau Moulin Haut-Laroque,,,,,,,,,
760,Fronsac,,,Chateau Moulin Haut-Laroque,,11,€,"€ 45,00",,
761,Chateau de Fussignac,,,Chateau Moulin Haut-Laroque,,‘11,€,"€ 55,00",,
762,Domaine George Joillot,,,,,,,,,
763,Bourgogne Hout Cotes de Beaune,,,Domaine George Joillot,,21,€,"€ 55,00",10,
764,Pommarde Vielles Vignes,,,Domaine George Joillot,,‘21,€,"€ 80,00",4,
765,Domaine Reverdy Ducroux,,,,,,,,,
766,Sancerre rouge,,,Domaine Reverdy Ducroux,,17,€,"€ 37,00",2,
767,M.Chapuotier,,,,,,,,,
768,Les Meysonniers Crozes- Hermitage,,,M.Chapuotier,,‘19,€,"€ 45,00",5,
769,Chateauneuf du pape Collection bio,,,M.Chapuotier,,‘16,€,"€ 80,00",3,
770,Facelie Chateauneuf du pape,,,M.Chapuotier,,‘19,€,"€ 65,00",6,
771,Clos de l’Oratoire des Papes,,,,,,,,,
772,Chateauneuf-du-pape,,,Clos de l’Oratoire des Papes,,’21,€,"€ 80,00",13,
773,E. Guigal,,,,,,,,,
774,Chateauneuf-du-pape,,,E. Guigal,,‘17,€,"€ 94,00",4,
775,Chateau Rauzan-Segla,,,,,,,,,
776,Margaux,,,Chateau Rauzan-Segla,,16,€,"€ 90,00",6,
777,Domaine de l'Arjolle,,,,,,,,,
778,Pinot Noir Paradoxe,,,Domaine de l'Arjolle,,‘20,€,"€ 48,00",5,
779,Rumor Cotes de Provence,,,,,,,,,
780,Rosé BIO,,,Rumor Cotes de Provence,,22,€,"€ 66,00",5,
781,U.S.A.,,,,,,,,,
782,Caymus,,,,,,,,,
783,Zinfandel,,,Caymus,,‘11,€,"€ 68,00",,
784,Cabernet Sauvignon Special Selection,,,Caymus,,‘09,€,"€ 480,00",3,
785,Cabernet Sauvignon Special Selection,,,Caymus,,‘95,€,"€ 520,00",1,
786,Cabernet Sauvignon Napa Valley,,,Caymus,,‘95,€,"€ 190,00",2,
787,Cabernet Sauvignon Napa Valley,,,Caymus,,‘96,€,"€ 190,00",,
788,Cabernet Sauvignon Napa Valley,,,Caymus,,‘11,€,"€ 150,00",,
789,Cile,,,,,,,,,
790,Primus Alto de Casablanca,,,Veramonte,,97,,,,
791,Sud Africa,,,,,,,,,
792,Neil Ellis,,,,,,,,,
793,Cabernet Sauvignon,,,Neil Ellis,,12,€,"€ 39,00",,
794,Laibach,,,,,,,,,
795,Pinotage,,,Leibach,,‘15,€,"€ 45,00",4,
796,Svizzera,,,,,,,,,
797,Cantina il Cavaliere,,,,,,,,,
798,Aurelio Merlot Ticino,,,Cantina il Cavaliere,,‘17,€,"€ 70,00",6,
799,Germania,,,,,,,,,
800,Weingut Martin Wassmer,,,,,,,,,
801,Schlatter Spatburgunder,,,Weingut Martin Wassmer,,‘19,€,"€ 70,00",12,
802,Austria,,,,,,,,,
803,Stift Kloster Neuburg,,,,,,,,,
804,Pinot Noir,,,Stift Klosterneuburg,,‘20,€,"€ 45,00",4,
805,Shiraz Cabernet ,Australia ,,Penley Estate,,98,,,1,
806,Argentina,,,,,,,,,
807,Rosso Double ,,,Masi,,,,,"6 ‘20, 5 ‘19",
808,Vini da dessert,,,,,,,,,
809,Riesling Beerenauslese,,,Stift Klosterneuburg,AUT,,€,"€ 65,00","3 ‘17, 4 ‘20",
810,Riesling Auslese ,,,Haart Goldtrpfchen,AUT,20,,,4,
811,Grüne Veltliner Eiswein,,,Stift Klosterneuburg,AUT,,€,"€ 65,00",,
812,al calice,,,,AUT,,€,"€ 10,00",,
813,Eiswein ,,375 ml,Michlits,AUT,18,€,"€ 75,00",,
814,al calice,,,,AUT,,€,"€ 10,00",,
815,Trockenbeerenauslese,,,Michlits,AUT,13,€,"€ 65,00",,
816,al calice,,,,AUT,,€,"€ 10,00",,
817,Sauternes Chateau Saint Michel 375 ml,,375 ml,Chateau Saint Michel,FRA,,€,"€ 60,00",,
818,al calice,,,,FRA,,€,"€ 10,00",,
819,Sauternes,,750 ml,Chateau d’Yquem ,FRA,90,€,"€ 1.000,00",1,
820,Sussenberg Gruner Veltriner,,,Nikolaihof Wachau,AUT,99,€,"€ 150,00",1,
821,Trockenbeerenauslese,,,Nikolaihof Wachau,AUT,1,€,"€ 140,00",2,
822,Auslese ,,375 ml,Kracher,,17,€,"€ 50,00","3,5",
823,al calice,,,,,,€,"€ 8,00",,
824,"Kerner ""Praepositus"" Passito",,,Abbazia di Novacella,,20,€,"€ 60,00",9,
825,al calice,,,,,,€,"€ 8,00",,
826,"Moscato Rosa ""Praepositus""",,,Abbazia di Novacella,,‘20,€,"€ 55,00","2,5",
827,al calice,,,,,,€,"€ 8,00",,
828,"Recioto Valpolicella “Le Salette""",,,Traversagne,,16,€,"€ 48,00",2,
829,Recioto della Valpolicella,,,Brigaldara,,16,,,1,
830,Recioto della Valpolicella,,,Secondo Marco ,,16,,,1,
831,al calice,,,,,,€,"€ 7,00",,
832,"Recioto Valpolicella “Le Salette""",,500 ml,Pergole Vece,,16,€,"€ 65,00",,
833,al calice,,,,,,€,"€ 8,00",,
834,,,,,,,,,,
835,Birre,,,,,,,,,
836,Grand Cru ,,,Moretti,,,€,"€ 15,00",,
837,Weissen,,,Aynger,,,€,"€ 6,00",,
838,Chiara 4.9 ,,,Dolomiti,,,€,"€ 6,00",,
839,Bionda ,,,Birra di Parma,,,€,"€ 8,00",,
840,Scura ,,,Kozen,,,€,"€ 6,00",,
841,,,,,,,,,,
842,Grappe e Distillati,,,,,,,PREZZI AL BICCHIERE,,
843,Distillato di genziana ,,al bicchiere,Boroni,,,€,"€ 5,00",,
844,Distillato di ginepro,,al bicchiere,Boroni,,,€,"€ 5,00",,
845,Distillato di Mele,,al bicchiere,Capovilla,,,€,"€ 12,00","0,5",
846,Grappa di Capo di Stato,,,,,,,,1,
847,Grappa Classica,,al bicchiere,Borgo Scuro,,,€,"€ 5,00",,
848,Grappa Prosecco Cherry,,al bicchiere,Borgo Scuro,,,€,"€ 5,00",8,
849,Prime Uve Bianche,,al bicchiere,Bonaventura Maschio,,,,,2,
850,Prime Uve Nere,,al bicchiere,Bonaventura Maschio,,,,,1,
851,Grappa di Raboso,,al bicchiere,Le Crode di Vincenzo Agostini,,,,,3,
852,Grappa Quero Vas,,al bicchiere,Le Crode di Vincenzo Agostini,,,,,1,
853,Grappa di Barbaresco,,,Gaja,,,,,1,
854,Grappa di Costa Russi,,,Gaja,,,,,1,
855,Grappa di Barolo,,,Gaja,,,,,1,
856,Grappa Sarpa Oro,,,Poli,,,,,1,
857,Grappa Williams,,,Roner,,,,,"0,5",
858,Camomilla e Con Grappa,,,Negroni,,,,,,
859,Whiskies,,,,,,,,,
860,Ballantines,,al bicchiere,,,,€,"€ 7,00",1,
861,Glen Grant 5yo,,al bicchiere,,,,€,"€ 7,00",1,
862,Jack Daniels,,al bicchiere,,,,€,"€ 7,00",1,
863,Chivas Regal 12 yo,,al bicchiere,,,,€,"€ 7,00",1,
864,The Macallan Amber,,al bicchiere,,,,€,"€ 7,00","0,5",
865,The Macallan 12 yo,,al bicchiere,,,,€,"€ 7,00",,
866,Glen Fiddich,,al bicchiere,,,,€,"€ 7,00","0,5",
867,Glenfiddish Special Reserve,,,,,,,,"0,5",
868,Lagavulin 16 yo,,al bicchiere,,,,€,"€ 8,00","2,5",
869,Laphroaig Quarter Cask,,al bicchiere,,,,€,"€ 8,00","0,5",
870,Glenmorangie 10yo,,al bicchiere,,,,€,"€ 8,00",1,
871,Glenmorangie Lasanta Sherry Cask 12yo,,al bicchiere,,,,€,"€ 10,00","0,5",
872,Glenmorangie Quinta Ruban Port Cask 12yo,,al bicchiere,,,,€,"€ 10,00",1,
873,Glenmorangie Nectar d'Or Sauternes Cask12yo,,al bicchiere,,,,€,"€ 10,00",1,
874,Springbank 10 yo,,al bicchiere,,,,€,"€ 7,00","0,5",
875,M.Couvreur Fleeting oltre 10 anni quercia e pedro ximenez,,al bicchiere,,,,€,"€ 14,00","0,5",
876,M.Couvreur Blossoming Auld Sherried oltre 18 anni,,al bicchiere,,,,€,"€ 18,00","1,5",
877,Ardbeg 10 yo (torbato),,al bicchiere,,,,€,"€ 10,00","5,5",
878,Ben Romach,,al bicchiere,,,,€,"€ 10,00","0,5",
879,Cao Ila Connoisseurs choice 2004 (Torbato),,al bicchiere,,,,€,"€ 12,00",,
880,Cao Ila Coopers choice 1991,,al bicchiere,,,,€,"€ 14,00","0,5",
881,Caol Ila 1990 17 anni ,,,,,,,,"0,5",
882,Caol Ila 12 yo,,al bicchiere,,,,€,"€ 12,00",,
883,Caol Ila The Coopers Silver Seal 17 yo,,al bicchiere,,,,€,"€ 14,00","0,5",
884,Brandy,,,,,,,PREZZI AL BICCHIERE,,
885,Villa Zarri 25 anni,,al bicchiere,,,,€,"€ 22,00",1,
886,Villa Zarri 23 anni,,al bicchiere,,,,€,"€ 22,00",1,
887,Villa Zarri 10 anni,,al bicchiere,,,,€,"€ 12,00",6,
888,Cognac,,,,,,,PREZZI AL BICCHIERE,,
889,The Forgotten Casks,,al bicchiere,,,,€,"€ 7,00","0,5",
890,Poire Peyrot,,al bicchiere,,,,€,"€ 7,00",1,
891,Peyrot xo,,al bicchiere,,,,€,"€ 9,00",,
892,Remy Martin,,al bicchiere,,,,€,"€ 7,00","1,5",
893,Hennessy xo,,al bicchiere,,,,€,"€ 22,00","0,5",
894,Hennessy XO Extra Old,,,,,,,,1,
895,Park Grande Champagne,,al bicchiere,,,,€,"€ 12,00","0,5",
896,A.E. Dor xo Cognac Grande Champagne,,,,,,,,1,
897,Louise Royer xo,,al bicchiere,,,,€,"€ 22,00","0,5",
898,A.E.Dor xo,,al bicchiere,,,,€,"€ 22,00",1,
899,Moulin rouge xo Fillioux,,al bicchiere,,,,€,"€ 20,00",,
900,Armagnac,,,,,,,PREZZI AL BICCHIERE,,
901,Bas Armagnac Dartigalongue,,al bicchiere,,,,€,"€ 10,00",1,
902,Bas Armagnac Datigalongue hors d’age,,,,,,,,"0,5",
903,Bas Armagnac Clos Martin 8 yo,,al bicchiere,,,,€,"€ 10,00","1,5",
904,Bas Armagnac Darroze Les Grandes Assemblages 12yo €,,al bicchiere,,,,€,"€ 10,00","0,5",
905,Bas Armagnac Les Sables Fauves ,,,,,,,,1,
906,Rhum,,,,,,,PREZZI AL BICCHIERE,,
907,Dos Maderas 10 yo,,al bicchiere,,,,€,"€ 10,00","1,5",
908,Abuelo 15 yo Napoleon,,al bicchiere,,,,€,"€ 14,00",,
909,Diplomatico,,al bicchiere,,,,€,"€ 12,00",,
910,Millionario 15 res.,,al bicchiere,,,,€,"€ 14,00","0,5",
911,Homere Clement rhum agricole martinique,,al bicchiere,,,,€,"€ 12,00",2,
912,Homere Clement rhum agricole vieux,,al bicchiere,,,,€,"€ 14,00",1,
913,Nation Peruano 8 yo,,al bicchiere,,,,€,"€ 10,00","0,5",
914,Nation Jamaica sherry finish 5 yo,,al bicchiere,,,,€,"€ 12,00","0,5",
915,Santa Teresa Metodo Solera,,,,,,,,1,
916,Porto,,,,,,,PREZZI AL BICCHIERE,,
917,Ramos Pinto RP10,,al bicchiere,,,,€,"€ 10,00","0,5",
918,Churchill Vintage,,al bicchiere,,,16,€,"€ 16,00",,
919,Vodka,,,,,,,PREZZI AL BICCHIERE,,
920,Mamont Vodka,,al bicchiere,,,,€,"€ 12,00",1,
921,Moskovskaya,,,,,,,,"0,5",
922,Belvedere,,,,,,,,"1,5",
923,Belvedere Altitude edition,,,,,,,,"0,5",
924,Saké,,,,,,,,,
925,Gjkon,,al bicchiere,,,,€,,,
926,Vermouth,,,,,,,,,
927,Vermouth Tenuta Fertuna ,,,,,,,,4,
928,Lynx vermouth bianco,,,,,,,,1,
